"","Iteration","Species","Units"
"1",1,-1.24517425338432e-06,0.000109591295057759
"2",51,-2.87833939652217e-06,0.000201128705522207
"3",101,-5.81239447645155e-07,5.76244115271519e-05
"4",151,3.38689194755854e-06,5.01970538695677e-05
"5",201,-8.14532066539358e-07,0.000112941580456551
"6",251,-1.56426704820013e-06,0.000168431199078036
"7",301,-1.71643009208273e-06,0.000123521963185595
"8",351,-5.48903925403721e-07,4.42628819667831e-05
"9",401,-7.61137641597581e-07,4.50119416275799e-05
"10",451,-2.63386262707227e-07,3.42190033763449e-05
"11",501,2.21218086427517e-06,2.9908920132953e-05
"12",551,-3.22870683030095e-07,3.87655138480229e-05
"13",601,-6.85566777191356e-06,0.000178125146169496
"14",651,-1.95479929549805e-07,2.9446009035652e-05
"15",701,3.81887998905077e-06,5.47601264029959e-05
"16",751,-1.75421425210166e-07,2.97728635262257e-05
"17",801,-2.72406352491833e-07,4.18657657576919e-05
"18",851,-2.06789153517985e-07,3.39900964734007e-05
"19",901,1.99135250817599e-06,2.98459024248792e-05
"20",951,2.87391082585201e-06,5.80246031285503e-05
"21",1001,-2.95524860215636e-07,3.74132392626129e-05
"22",1051,2.05380190093624e-06,3.09044643783932e-05
"23",1101,-1.88335182917978e-06,0.000188871401278183
"24",1151,-2.90002910513299e-07,4.54389736769422e-05
"25",1201,1.42374667079191e-06,3.15333726548115e-05
"26",1251,-1.37267197361867e-06,9.62523677833052e-05
"27",1301,-3.76817265692787e-07,4.85685462004268e-05
"28",1351,-1.89664991724815e-06,0.000241122344822942
"29",1401,-5.41319433964466e-07,6.54407944289322e-05
"30",1451,-1.66340715266923e-07,2.94605502907193e-05
"31",1501,7.47045702685451e-06,0.00013164415846157
"32",1551,-3.02308405406035e-07,3.12558638773302e-05
"33",1601,-2.18011633920226e-07,3.32131800122379e-05
"34",1651,-8.75007268843039e-07,0.000145837851309236
"35",1701,-2.2339444359962e-07,3.10117934432853e-05
"36",1751,-2.85619753156422e-07,3.61309204563717e-05
"37",1801,2.23199778572191e-06,3.58533147922136e-05
"38",1851,-6.73912553335499e-07,0.000111658776834482
"39",1901,-1.71269937167993e-06,0.000137749970933973
"40",1951,-5.28267760467516e-07,5.1861193976871e-05
"41",2001,-7.70917531782812e-07,6.35387062147502e-05
"42",2051,2.33799100980951e-06,4.21420514718755e-05
"43",2101,-1.969229609568e-07,3.22755795103522e-05
"44",2151,1.32179427413965e-06,2.76764620744327e-05
"45",2201,-3.26617284904293e-07,4.88382710461786e-05
"46",2251,-2.31910363682283e-06,0.000114028175909281
"47",2301,1.24659132093019e-06,2.91428757722729e-05
"48",2351,4.81033900113672e-06,0.000109179935827429
"49",2401,-1.55040665431083e-06,0.000216945973713567
"50",2451,-1.89232910720545e-06,0.000204324930279859
"51",2501,-1.0180154704719e-06,0.000123968759727857
"52",2551,-1.76140356053011e-06,6.14365445886277e-05
"53",2601,5.14174513014701e-06,4.87791402792338e-05
"54",2651,8.54459006552028e-06,0.000149256204381137
"55",2701,-2.83978265642889e-06,0.000354898228041495
"56",2751,8.40098763066115e-06,0.00011295968453041
"57",2801,-4.23153280710989e-07,3.55341937886019e-05
"58",2851,-6.27475681093588e-07,5.85402788735049e-05
"59",2901,-2.78031648167187e-07,3.48360933560099e-05
"60",2951,-1.90947356738236e-07,3.04412712104472e-05
"61",3001,-7.32341143150782e-06,0.000197554230486078
"62",3051,-8.63068920748916e-07,7.244439943215e-05
"63",3101,-1.18999600586528e-06,0.000126377717741609
"64",3151,-1.25136168429758e-06,0.000136291725798721
"65",3201,-1.18012202446879e-06,0.000146010527235997
"66",3251,-8.36508490604669e-07,0.000100171867084808
"67",3301,-1.64845980396214e-07,2.93069508564303e-05
"68",3351,-2.52487532304625e-06,0.00028669366050467
"69",3401,-4.7058215804411e-06,0.000104163882811307
"70",3451,-2.89446786618051e-06,0.000329835163779862
"71",3501,-5.04515845645028e-07,6.7693024711354e-05
"72",3551,-1.40326810151162e-06,0.000168054142875901
"73",3601,-2.6964039407051e-07,3.14371357044186e-05
"74",3651,-3.76037781608644e-06,0.000165748420583128
"75",3701,-6.94346905492614e-07,6.75446213483444e-05
"76",3751,-1.61832085781751e-06,0.000167161539780306
"77",3801,3.78667994256207e-06,5.3342100522816e-05
"78",3851,-3.13577719818038e-06,0.000163219132611055
"79",3901,-6.98222388967752e-07,9.94066106839029e-05
"80",3951,-6.85919277263634e-07,9.43575155049844e-05
"81",4001,6.6934439581662e-06,0.000109631516437821
"82",4051,-2.13156349317982e-07,3.43600071081357e-05
"83",4101,-2.86711889618293e-07,4.05411703120166e-05
"84",4151,1.38239867329837e-06,3.17131333053159e-05
"85",4201,-2.59723521492435e-07,3.08096891956136e-05
"86",4251,-1.14300250541561e-06,0.000100119520558183
"87",4301,-1.35927245307777e-06,6.12391110617296e-05
"88",4351,-8.17780063508751e-06,0.00018529147464555
"89",4401,-2.7432779723278e-06,9.33244214876417e-05
"90",4451,-3.62031423550977e-07,3.36139793225564e-05
"91",4501,-4.09174720532334e-06,0.000155905167479681
"92",4551,-1.49948493512017e-06,0.000100696430916301
"93",4601,-4.41248045646688e-07,4.00032986390895e-05
"94",4651,-2.98609074285271e-07,4.05059246375511e-05
"95",4701,1.7562234856276e-06,3.12532087068469e-05
"96",4751,-2.00203932184747e-06,9.75029890809818e-05
"97",4801,-1.48704035106917e-06,0.000111072136965676
"98",4851,-4.41183290887427e-06,0.000463822852234686
"99",4901,3.36826175792864e-06,5.02231904560147e-05
"100",4951,-5.36017988863807e-07,6.20687928941879e-05
