"","stest","start","pvalue","htest","mean","halfwidth"
"(Intercept):(Intercept).Cage",1,1,0.950235261825392,1,0.000348609537047542,3.2865554396314e-06
"nTreatment:(Intercept).Cage",1,1,0.42727024487888,1,2.66842699747004e-05,1.71437309023166e-06
"(Intercept):nTreatment.Cage",1,1,0.42727024487888,1,2.66842699747004e-05,1.71437309023166e-06
"nTreatment:nTreatment.Cage",1,1,0.636782787756095,1,6.62219306024436e-05,2.49918238491774e-06
"units",1,1,0.541989624091926,1,0.00218266273320982,3.3907484054623e-06
