"","Iteration","Intercept","scPreClim","scInvClim","InvTime"
"1",1,0.0237235007517554,-0.0557759329888826,-0.00420633883458973,-0.0291757782697106
"2",51,0.00809822132672868,-0.0044441248690924,-0.0156752104671049,-0.0124330085557067
"3",101,0.00613891441786838,-0.0232380301059967,-0.0167771145724097,-0.0113895726245325
"4",151,0.00635905329952359,-0.0420180891344078,-0.0187844050863068,-0.0207401413869118
"5",201,0.0093750803907497,-0.04067599688523,-0.0210165000306696,-0.0247762670075254
"6",251,0.184804027230106,-0.235903816508299,0.0296291878680532,-0.260110757034611
"7",301,-0.0248530741226053,0.0194400046751295,-0.028812074751448,-0.00195738324347413
"8",351,0.0178197213467511,-0.00732328986131435,-0.0166019992649129,-0.0015584035064233
"9",401,0.0263823513701793,0.00615586834650356,-0.00782151265489303,-0.0112053868845346
"10",451,0.00344297716628967,-0.0358714765665388,-0.0171900337475941,-0.0114945756771232
"11",501,0.0136708127576454,-0.0405914075114206,-0.0200960933452897,-0.0187416602154527
"12",551,0.0447689761647814,-0.0693235462478066,-0.0734717381310244,-0.0692934906785948
"13",601,0.0132069739074054,-0.00946148253074293,-0.0279369956026606,0.0134164215050414
"14",651,0.0427860406605662,-0.130697984294345,-0.0996899047012092,-0.0990723752903462
"15",701,-0.0137129569092134,-0.00562467902700087,-0.0237075953646872,-0.0268807295115022
"16",751,0.0567489631116234,-0.156339997881128,-0.131629904239555,-0.131375865075387
"17",801,0.0107336022984213,-0.0207387231629026,-0.0275546043909299,-0.023039836682258
"18",851,0.109408130674408,-0.176743618789124,-0.133979661917123,-0.171478221998117
"19",901,0.014186972901802,-0.0377432954816022,-0.0212843595591153,-0.0193850155006335
"20",951,0.0186710240916732,-0.0289060589974808,-0.0367020261439685,-0.0344298413533285
"21",1001,0.0244023940007701,-0.0127277037335954,-0.0232764786013268,-0.0143290411473976
"22",1051,0.0150666946179243,-0.0372529269644941,-0.0207866787610507,-0.0184829786805521
"23",1101,-0.0215882620490203,0.0744828585753483,0.0328743084709535,-0.00818881248082179
"24",1151,0.155024701847484,-0.275657734516394,0.0192253013217893,-0.392722092707694
"25",1201,0.0078674994613047,-0.0380219212469134,-0.0252552018235993,-0.0260504067846169
"26",1251,-0.00754608395868836,-0.0194356874809616,-0.0195378535733521,-0.00919060266166562
"27",1301,0.0238504693325047,-0.0254577919826723,-0.0231330544565626,-0.0170896189404423
"28",1351,-0.022591984398879,-0.0031124313872063,-0.0104303622940054,-0.0187398122697737
"29",1401,0.0165795246065011,-0.067453675957656,-0.0113184914861092,-0.0268264645812128
"30",1451,0.0516201735978711,-0.152002650543406,-0.12774547395177,-0.127457075642586
"31",1501,0.00920131985878623,-0.037907180462737,-0.0237382536990769,-0.0261961894126074
"32",1551,0.0179655529066672,-0.0557846418474093,-0.0169127027383064,-0.0170185492279295
"33",1601,0.0121695580386273,-0.0584893772931947,-0.0218992414494414,-0.0257254778252375
"34",1651,0.0601387080233893,-0.151354155113296,-0.13396946906886,-0.133618162506123
"35",1701,0.0539131499583017,-0.124763346478658,-0.105248855474386,-0.101905123797597
"36",1751,0.0140487851447649,-0.00344792886213723,-0.0238373962010863,-0.0169912294969817
"37",1801,0.016825463512487,-0.0361938037655363,-0.023533052383621,-0.0253952798139244
"38",1851,0.0103505523644396,-0.0355490359116596,-0.0292370601272711,-0.0266446666761499
"39",1901,0.0155591352884719,-0.0242993036404652,-0.012340857874121,-0.0321259879802669
"40",1951,0.0159902029455083,-0.0258835094528636,-0.0205443476762714,-0.0323917187166653
"41",2001,0.0251915182804579,-0.0358934380806191,-0.0161186371200478,-0.00866467846506514
"42",2051,0.0202024260328712,-0.0333052421478769,-0.0250397112259604,-0.0297966444918369
"43",2101,0.0619652609734641,-0.15590369713509,-0.133586438671333,-0.131604499200115
"44",2151,0.00866165030770367,-0.0365211549702544,-0.0254967086455525,-0.0268435550458194
"45",2201,0.0225406675909279,-0.0493709817554497,-0.0249222990936009,-0.0289164213822035
"46",2251,-0.0238319262612478,0.0723194582950707,-0.00234889938672064,-0.0185381878921189
"47",2301,0.00883308326674485,-0.0376998020805331,-0.0261236286935177,-0.0269255006296195
"48",2351,0.00872454840066967,-0.0270212385446907,-0.0254398823089573,-0.0241744327200234
"49",2401,0.00807909787961618,-0.0174521216202234,-0.0240077341869716,-0.016600751159894
"50",2451,0.0323895661959005,-0.0396284938455489,-0.0240813962588569,-0.0277051820983916
"51",2501,0.00270210930614771,-0.0130934671773599,-0.0182119164703861,-0.01201762494042
"52",2551,0.0237579103156015,-0.0235114705462597,-0.0355201714491936,0.0293686504198713
"53",2601,0.0310998339361779,-0.0169512742394901,-0.000583929336267159,-0.0273973188485885
"54",2651,0.0106363132104027,-0.0323013572205899,-0.0312334388771851,-0.0292869135198775
"55",2701,-0.000215120725257354,-0.0238134184920366,-0.0181306272990079,-0.0093910776181963
"56",2751,0.0357430838087675,-0.033353213331325,-0.0409011423867029,-0.0347309013372226
"57",2801,0.0206797447098911,-0.0077889382903015,-0.0126632042501893,-0.00167687326960454
"58",2851,0.0291921486026367,-0.0263280770068879,-0.0218353403085078,-0.0233578162216721
"59",2901,0.0135420377937752,-0.0312953545970033,-0.0213596451095148,-0.016464397960266
"60",2951,0.0610631381087697,-0.158053782912383,-0.134918757296691,-0.133722045581732
"61",3001,0.0275309064637063,-0.0123407092532439,-0.0527210489162861,0.0553213087441913
"62",3051,0.0272323269207612,-0.0078550783798564,-0.0154310205375114,-0.0147707709571588
"63",3101,0.0223312425377426,-0.0672282159438528,-0.00861969301434739,-0.0257878819427536
"64",3151,0.0215435466553765,-0.0144677017301604,-0.0219427403352522,-0.0156159337727337
"65",3201,0.0109760314353029,-0.00887079510338025,-0.0218368814804582,-0.0146225456387042
"66",3251,0.00498990891985127,-0.0287051138635465,-0.0198660532881878,-0.00944193394203644
"67",3301,0.0483503159791067,-0.148281147150007,-0.12085396639595,-0.120120228420185
"68",3351,0.0202119563591786,-0.0181397176812164,-0.0143019239430216,-0.011239862295376
"69",3401,0.0077799678405027,-0.00641456949944682,-0.0254955382618218,0.012363923745474
"70",3451,-0.0209135731465872,0.0141420926678155,-0.0189882771484955,-0.0162931702189453
"71",3501,0.14422301611599,-0.229518288605457,0.00299313295353092,-0.260787685461665
"72",3551,0.0246040338611034,-0.0121759618824837,-0.0225263437288209,-0.012302349978442
"73",3601,0.000966879387208355,-0.0200540507846782,-0.0204429476194758,-0.0101486857294214
"74",3651,0.0502703658992488,-0.0147888020378071,-0.00214960979213221,0.0355138607036276
"75",3701,0.0131738540324469,-0.041404737926477,-0.014138946071354,-0.0109216512945096
"76",3751,0.0135117154655024,-0.0641958658186173,-0.00432912580004551,-0.0257522685090306
"77",3801,0.0326080856839575,-0.0182621003581087,-0.0373598350172198,-0.0359427918654153
"78",3851,0.0364028191888364,-0.00215803819233177,-0.0300425180767403,0.0282609951284321
"79",3901,0.00121745687515658,-0.0205606373822093,-0.0222293205456272,-0.0158283795816404
"80",3951,0.00869918366941326,-0.012038676012176,-0.0248711820649274,-0.0193158308126264
"81",4001,0.0316118782790279,-0.0201183061788309,-0.0354939956156994,-0.0367768241521162
"82",4051,0.0422482187216163,-0.135153278329479,-0.10691968364845,-0.103301617860416
"83",4101,0.0153664902352358,-0.0206791432449656,-0.0246450038725471,-0.0202701664687422
"84",4151,0.0119590871185872,-0.0323106216614184,-0.0301463002399576,-0.0303738506159818
"85",4201,0.0157433709354422,-0.0450411451113965,-0.0206614127662686,-0.0227871918851042
"86",4251,0.0196038770242513,-0.0447619526673518,-0.0167831166549694,-0.0325877186919057
"87",4301,0.0659302477695392,-0.00518521087505809,-0.0307856086629275,0.0279298069255314
"88",4351,0.056058814891809,-0.0623911414714964,-0.0544175428243872,0.0065803704370287
"89",4401,0.0298906645348581,-0.00980965728043347,0.0416810699345028,-0.0242674092012997
"90",4451,0.029817296483191,-0.0193177840066523,-0.0344974275486305,-0.0187765116532558
"91",4501,0.0498789304531628,0.0017463845630444,-0.0229206202011489,0.0609631542091819
"92",4551,0.0208515052252086,-0.0426173440906465,-0.0222634761088187,-0.0221870033213046
"93",4601,0.0238500716822142,-0.00786436822025877,-0.0154056070091876,-0.00586096736949989
"94",4651,0.0260106658488499,-0.0294956040493991,-0.0280830987844255,-0.030178968044049
"95",4701,0.00926675313505502,-0.0484611426829461,-0.0217435193588006,-0.0248756147702063
"96",4751,0.025952211456938,-0.00792685651255958,0.00605120544727713,-0.0252869079206861
"97",4801,0.019635392183,0.00832663196978151,-0.0197482998155974,-0.00549428109850795
"98",4851,0.0270104436095815,-0.0562910944059676,-0.0159079152778481,-0.0216483003163827
"99",4901,0.0444353694675898,-0.105910191633879,-0.0893391428910552,-0.0846717627349954
"100",4951,0.0138663576194791,-0.0189833423699414,-0.0200005227436779,-0.0101610610515725
