"","Iteration","Species","AbSpec","units"
"1",1,0.0869416182278222,0.619029387235501,0.0168067030439762
"2",51,0.167269390667428,0.434231931354202,0.00978019503655463
"3",101,0.465318621530275,0.497543386123923,0.00979567628408818
"4",151,0.0804519251651121,0.595164759321162,0.0144750724222833
"5",201,0.081956025012132,0.578802620113721,0.0130029909207457
"6",251,0.13531105878693,0.393852552453089,0.00780361297200875
"7",301,0.525440097323846,0.41722578510794,0.0073384619658367
"8",351,0.081232466920919,0.496725117911072,0.0171983968658295
"9",401,0.280400088821856,0.475009348972676,0.0144189690421599
"10",451,0.0798886203489954,0.559526166300492,0.0129932253058317
"11",501,0.0843347646729999,0.522739777680011,0.0169288671426839
"12",551,0.161657557693046,0.50017032875689,0.00870028292606487
"13",601,0.237868786573845,0.485017025499784,0.0107645937841495
"14",651,0.0746141566734769,0.585130780827695,0.00871017052246393
"15",701,0.111936493964549,0.439964302768639,0.00788275209585702
"16",751,0.0859321776618938,0.553313922490651,0.00791705382425046
"17",801,0.123602162431696,0.553241222249172,0.012138912157187
"18",851,0.157646736047087,0.40251511381749,0.00936193188409648
"19",901,0.0843883461410454,0.51493253731838,0.0154585964566418
"20",951,0.114126332687163,0.488454836421076,0.00931137915430004
"21",1001,0.0898382828271213,0.495403131690978,0.0147314650018391
"22",1051,0.0845611587733327,0.511684235282282,0.0170320911314718
"23",1101,0.0849466516463681,0.474249087832733,0.00994480845195996
"24",1151,0.127847995334265,0.513644146743444,0.0090004714546008
"25",1201,0.0760956377114049,0.590091957912374,0.0115130758015641
"26",1251,0.10387906476796,0.514439618668194,0.0122586851757711
"27",1301,0.0877230687732031,0.505004576424742,0.0159736141465139
"28",1351,0.0762210999563306,0.46893493853761,0.0110190688235891
"29",1401,0.0825246340610378,0.603560429043591,0.00937869091513097
"30",1451,0.0756602364280295,0.554633284244534,0.00980763778612231
"31",1501,0.0769522802294168,0.578553112206987,0.0110473620439133
"32",1551,0.0867294632940299,0.517788690576526,0.0164235477524966
"33",1601,0.0787033720150874,0.586530322717139,0.0104756514779239
"34",1651,0.0813048727324501,0.550473763139641,0.00798322792355359
"35",1701,0.139055572941022,0.51572251608738,0.00868987627291718
"36",1751,0.537805168045962,0.341320961056027,0.010425194612774
"37",1801,0.0855826756630395,0.51810650266262,0.0133716762781264
"38",1851,0.568851282693732,0.465973730027312,0.00412428457475911
"39",1901,0.122488445775177,0.49223621179507,0.0132553037368021
"40",1951,0.116917563808596,0.48149146101966,0.011413154012452
"41",2001,0.0887039008954694,0.516084738113702,0.0157699015929481
"42",2051,0.0854493280079851,0.502752716445269,0.013653523187643
"43",2101,0.0919362276247551,0.533288161866347,0.00763564701730614
"44",2151,0.0764097007591948,0.597166761908448,0.0107652158179899
"45",2201,0.0781515916090896,0.59745737873956,0.00805627972495653
"46",2251,0.547193672890659,0.503169502222236,0.0140475222465586
"47",2301,0.0759650479417274,0.592820177008225,0.0110888934250845
"48",2351,0.516053623975604,0.49370135892988,0.00762459364276021
"49",2401,0.129530691025205,0.536139715670823,0.012628867665397
"50",2451,0.0839424184185526,0.644571695288475,0.0121860631313009
"51",2501,0.588573059117438,0.32542389249444,0.00604021762708449
"52",2551,0.081461806404521,0.498515427283091,0.0110619545715447
"53",2601,0.0836667332049306,0.521365545632788,0.0143645750347001
"54",2651,0.547524962051009,0.527508523883949,0.00560897672398056
"55",2701,0.120219693927108,0.499114097646527,0.00843797654750658
"56",2751,0.514910326685508,0.0708633979756149,0.0060972960879674
"57",2801,0.097445923520598,0.428770919824884,0.0170340604444215
"58",2851,0.0859083010396819,0.650004816178166,0.00833556071938028
"59",2901,0.0859721266619678,0.52462186002869,0.0153861697351694
"60",2951,0.121877017865908,0.52996702466603,0.00978523985255074
"61",3001,0.514638004869786,0.26479187171357,0.0120201556397607
"62",3051,0.0841816549095048,0.51932137224447,0.0132822231518493
"63",3101,0.083755787067333,0.609196718033947,0.0122449184245944
"64",3151,0.238459230134642,0.557979545443058,0.00431868272846921
"65",3201,0.573325175034305,0.359359556171042,0.00797148052803045
"66",3251,0.0792242569693433,0.537906466506296,0.0144997245772867
"67",3301,0.07425976678501,0.555348302311607,0.0107914021382501
"68",3351,0.0955693116460565,0.405835243730159,0.00605725993290419
"69",3401,0.0889925338747177,0.377018324210769,0.0102451071266702
"70",3451,0.592398821250444,0.527536830819973,0.00612616296586705
"71",3501,0.10356616498929,0.512354751837752,0.00873819786628189
"72",3551,0.0908072919466959,0.500754486512566,0.0150919759795607
"73",3601,0.122205581918219,0.518385279128496,0.0130233845281247
"74",3651,0.400872846039638,0.658016751252682,0.0111321513639639
"75",3701,0.0831619453808683,0.52399392064377,0.0182736642951653
"76",3751,0.0849677136121122,0.618338494206785,0.0140182044786277
"77",3801,0.129232171731012,0.538092932222267,0.00857318678213627
"78",3851,0.0825771103725487,0.504383277260793,0.0147723354369298
"79",3901,0.602849583711356,0.488484311479436,0.00285483265080819
"80",3951,0.575057044474351,0.482079381540309,0.0082242394823973
"81",4001,0.123803218946446,0.367144713772598,0.00859442107099756
"82",4051,0.0748569818379904,0.592551365655039,0.0118734884522789
"83",4101,0.127295239707603,0.506115800215802,0.0127635480402969
"84",4151,0.118868460268217,0.583096818401286,0.0105726531801793
"85",4201,0.0860838096956612,0.52354541246577,0.0125402209087859
"86",4251,0.0966937471019036,0.449809197492213,0.0120168209864775
"87",4301,0.0812965352255394,0.416141689718704,0.0170636034995767
"88",4351,0.0961627532015811,0.449510069716724,0.0132273427730787
"89",4401,0.0816405174676161,0.497892719773498,0.0153717880411845
"90",4451,0.393657433588034,0.512014110717678,0.01147181085384
"91",4501,0.126331115486575,0.494167516550979,0.0113159472869261
"92",4551,0.0901567137558759,0.494934175677966,0.0139904730852698
"93",4601,0.0974733778238552,0.543361147278757,0.0152791468872579
"94",4651,0.0877412562952014,0.516189324452544,0.00928289345860536
"95",4701,0.079330797057258,0.612643284522435,0.0107840031255958
"96",4751,0.0890379573703814,0.35079349498706,0.0162939650229806
"97",4801,0.144243373092953,0.501505523227026,0.00971041666282634
"98",4851,0.0842969707413354,0.617101890783987,0.0129650932718424
"99",4901,0.499817118063769,0.393569444553,0.005433959099139
"100",4951,0.0907350723425688,0.523045255812105,0.0163133033372686
