"","Species","Residuals","Intercept","InvClim","PreClim","InvTime"
"1",1211.65190190635,2000,2000,2000,2000.00000000001,2329.44709569842
"2",172.7306065461,2000,2222.72649377472,2000,2865.80999456825,1547.65769717863
"3",1622.30387857842,2000,2000,2000,2000,2091.67196542515
"4",590.271532701475,2000,2000,2000,2000,1775.50765425618
"5",258.2988233189,2000,2814.66855286314,2000,2000,2012.30843263205
"6",2000,2000,2000,2000,2000,1849.12294909102
"7",762.54619618974,2000,2000,2000,2000,1845.45795880158
"8",741.91335175891,2000,2000,2000,2000,1805.93788596539
"9",1535.52662752959,2000,2000,2000,2000,2000
"10",1584.94599946981,2000,2000,2000,2000,2000
"11",320.426520454598,2000,2526.39444113516,2000,2623.81210692666,2079.30713733108
"12",661.507355088794,2000,2000,2000,2000,2000
"13",1847.75538262384,2000,2000,2000,2000,2000
"14",505.719677832442,2000,2000,1999.99999999999,2000,1717.18092769165
"15",1750.85626918544,2000,2000,2000,2000,2000
"16",620.155337417567,2000,2901.98790582869,2135.74777209353,2709.29588333708,2080.18809590827
"17",1319.66972343802,2000,2000,2000,2000,2000
"18",1637.58950691055,2000,2000,2000,2000,2000
"19",657.900510371373,2000,2000,2000,2551.37568429297,2000
"20",1746.78747892781,2000,2000,2000,2000,2182.84761645262
"21",1811.67725485891,2000,2000,2000,2000,2000
"22",2000,2000,2000,2000,2000,2000
"23",1601.19864779628,2000,2000,2000,2000,2000
"24",1405.22604530515,2000,2000,2000,2000,2000
"25",1242.75747418206,2000,2000,2000,2000,2000
"26",1655.42691514814,2000,2000.00000000001,2000,2000,2000
"27",768.061770864317,2000,2000,2000,2000,1856.49353314312
"28",1048.28564868662,2000,2000,2000,2000,2000
"29",1507.66557543566,2000,2000,2000,2000,2312.81287355148
"30",1651.25251237418,2000,2000,2000,2000,2000
"31",1721.76846193993,2000,2000,2000,2000,2000
"32",1640.60814580148,2000,2000,2000,2000,2000
"33",757.940554226054,2000,2000,2000,2000,1835.0195302417
"34",229.771823744989,2000,4107.20165639991,1567.53492953326,2656.28426192633,2180.08577550142
"35",166.456386613477,2000,2495.31885384758,2000,3036.79627276344,1799.02304103711
"36",1388.34674548011,2000,2000,2000,2000,2000
"37",945.07832964109,2000,2000,2000,2000,1911.5199196927
"38",1805.19190640285,2000,2000,2000,2000,2000
"39",488.448890808508,2000,2000,2000,2000,1957.90077786436
"40",1763.43627380636,2000,2000,2000,2000,2000
"41",1221.84208800102,2000,2000,2000,2000,1902.74804049036
"42",169.539487392542,2000,2380.01326424273,2000,2174.94594005967,1562.38892545844
"43",1842.03600946308,2000,2000,2000,2000,2000
"44",405.018035393137,2000,2586.31057344186,2140.77375636512,2855.6512668277,2163.77327763933
"45",2000,2000,2000,2000,2593.28974601844,2000
"46",1304.71950463831,2000,2000,2000,2000,2343.84499858871
"47",492.656153206524,2000,2000,2000,2615.58845710968,1745.04419911497
"48",2000,2000,2000,2000,2000,2291.59946697828
"49",52.3536838679186,2000,2536.0159693157,2164.99910389017,3062.50727234535,1540.23472320967
"50",242.057129351332,2000,4031.58404173802,1472.28082146075,3060.1314440916,2280.0735328505
"51",2000.00000000001,2000,1999.99999999999,2000,2000,1868.40469757498
"52",1654.45307119273,2000,2000,2000,2000,2155.56163104838
"53",1541.89413951394,2000,2000,2000,2000,2339.25003711034
"54",1777.58869407055,2000,2000,2000,2000,2000
"55",1278.57812497051,1999.99999999999,2000,2000,2000,2000
"56",2000,2000,2010.72079452956,2000,1867.40757363347,2000
"57",1032.0317946167,2000,2000,2000,2000,1902.08897381415
"58",2000,2000,2000,2000,2000,2000
"59",2000,2000,2000,2000,2000,2000
"60",2000,2000,2000,2000,2000,2000
"61",1239.48249409922,2000,2000,2000,2000,2000
"62",1809.26868481169,2000,2000,2000,2000,2000
"63",1420.43282331086,2000,2000,2000,2000,2000
"64",254.890209677723,2000,2632.69765919851,2000,2813.7108455667,2153.84868221527
"65",146.942575509436,2000,2238.416679434,2000,3159.50350906288,1616.2985395106
"66",1569.77113920988,2000,2000,2000,2000,2296.97001191707
"67",1814.94641698228,2000,2000,2000,2000,2000
"68",543.246098674706,2000,1999.99999999999,2000,2651.81145257376,1763.71980642443
"69",1359.95660328855,2000,2000,2000,2000,2000
"70",1131.20845127817,2000,2000,2000,2000,2213.59828678706
