"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp","pMCMC"
"1",1,0.0200623760428364,-0.0861788960464764,0.139038619978237,1800,0.615555555555556
"2",51,0.0283654755579576,-0.0723124939540867,0.141914377600187,1800,0.51
"3",101,-0.017076838701294,-0.141026382130804,0.0993190855369903,1800,0.624444444444444
"4",151,0.0150746093912561,-0.0245794498951,0.0612542293165461,2098.12389246314,0.273333333333333
"5",201,-0.00731372646271981,-0.23043963566306,0.239105936387205,1956.8555468546,0.84
"6",251,-0.0155697939684567,-0.16535392300284,0.15524293287308,1800,0.693333333333333
"7",301,0.00458612714486716,-0.107456624027691,0.103488396809553,1800,0.945555555555555
"8",351,0.0163528094439717,-0.0337740056129405,0.0701873969956068,1800,0.355555555555556
"9",401,0.0125576733182141,-0.0209429648239166,0.0521348744077841,2000.25197839317,0.298888888888889
"10",451,0.00387301666330656,-0.0835649082509917,0.122866267440259,2774.7228671134,0.901111111111111
"11",501,-0.00205714418420877,-0.0689995183347492,0.0677010000017617,1800,0.868888888888889
"12",551,0.00188804243694177,-0.0553904118423816,0.0694382905203383,2182.85701336022,0.98
"13",601,0.00913617714312592,-0.0932706080347998,0.111485820263624,1800,0.786666666666667
"14",651,0.000555414981433431,-0.0724636498234759,0.067728946742136,1800,0.99
"15",701,-0.0102408506677393,-0.0458263588225236,0.0287040710245492,1800,0.411111111111111
"16",751,-0.00264318186466559,-0.0224523193319328,0.0245446178450948,2185.24063288089,0.662222222222222
"17",801,0.0139366566885016,-0.0846077525566216,0.11984759621555,1800,0.745555555555556
"18",851,0.00517094079023548,-0.0507116411608877,0.0672547124013363,1800,0.825555555555556
"19",901,0.0152613897231448,-0.100244696292066,0.140038590296172,1926.30782779023,0.764444444444444
"20",951,0.0265853246143866,-0.0542254441097612,0.117295215866761,1800,0.35
"21",1001,0.0408721605762311,-0.0852781225189574,0.188987755129347,1800,0.373333333333333
"22",1051,-0.000552471249251004,-0.0752984329883475,0.0665031114185695,1800,0.964444444444444
"23",1101,-0.00660560040229167,-0.0793369175371481,0.0564165821342613,1800,0.748888888888889
"24",1151,-0.00595209653649155,-0.057366049833945,0.0495632517340709,1800,0.652222222222222
"25",1201,0.00966853521071038,-0.0763353428837945,0.0935567504966457,1800,0.794444444444445
"26",1251,0.0233016268167232,-0.0414925630902871,0.086174565993133,1800,0.398888888888889
"27",1301,-0.0126068699615387,-0.125622942432528,0.0932051229574427,1800,0.692222222222222
"28",1351,0.015452514113884,-0.124151263473323,0.123971285804146,1800,0.723333333333333
"29",1401,-0.0037409012302829,-0.0433058256166987,0.0341707430343376,1800,0.793333333333333
"30",1451,0.0305602589804275,-0.100597609372926,0.164597984097782,1800,0.551111111111111
"31",1501,0.0146458790134132,-0.0584105101443129,0.0834841537143802,1800,0.533333333333333
"32",1551,0.0209618378538335,-0.101463572485955,0.146996572220814,1800,0.635555555555556
"33",1601,0.00903192979649485,-0.034469049773179,0.0689953626279021,1800,0.597777777777778
"34",1651,0.047954728388423,-0.02025595025043,0.109148410439957,1800,0.111111111111111
"35",1701,0.000895997718032425,-0.0367764715192607,0.0372990599134937,1800,0.971111111111111
"36",1751,0.0177256091634499,-0.0837367334679584,0.120777350450226,2392.68791864841,0.586666666666667
"37",1801,0.0267912733325766,-0.0336609844853228,0.117098526461632,1800,0.3
"38",1851,0.00196417781261076,-0.117743405062356,0.123473602550803,1800,0.983333333333333
"39",1901,0.021234526241795,-0.0435845180109027,0.091931516159093,1691.84658373818,0.347777777777778
"40",1951,-0.0061582668603239,-0.0515277658123523,0.0451729366832296,1800,0.732222222222222
"41",2001,0.0133073662065198,-0.0639428245776799,0.0878011382383193,1511.45109786953,0.555555555555556
"42",2051,0.00517999874274792,-0.00648859908130817,0.0150055629201233,1799.99999999999,0.235555555555556
"43",2101,-0.0137460546900606,-0.107959746368579,0.0720076780999079,1800,0.677777777777778
"44",2151,0.0095455896445511,-0.031682877233834,0.0557086211047135,1800,0.581111111111111
"45",2201,0.0185314179852447,-0.0415596188613563,0.0776118877256522,1800,0.45
"46",2251,0.00508085683103695,-0.0427305777993752,0.0533291395113338,1800,0.763333333333333
"47",2301,0.0461757358482611,-0.0695322622777894,0.167502432537731,1800,0.373333333333333
"48",2351,0.0265426145817755,-0.195441518473672,0.226091664034925,1941.95661284649,0.651111111111111
"49",2401,-0.00728040481600968,-0.0714728193706833,0.0568934887096475,1401.74997603243,0.628888888888889
"50",2451,0.00309011723738933,-0.135074589823489,0.15042606354109,1259.91324300989,0.993333333333333
"51",2501,0.0351088759751102,-0.162627066281857,0.168093387823319,1497.07551400865,0.553333333333333
"52",2551,0.0160307562078743,-0.0585875858087093,0.0914112753234804,1844.10502786141,0.475555555555556
"53",2601,-0.0343849242675765,-0.157001366045733,0.0676693568384508,1800,0.382222222222222
"54",2651,0.0316010719309868,-0.011880871214089,0.0762979177670786,1800,0.113333333333333
"55",2701,0.0106592069886417,-0.034013690717984,0.0711506247171201,1657.60528855798,0.526666666666667
"56",2751,0.000677757817333236,-0.0630298496980686,0.062726064294111,1800,0.98
"57",2801,0.0154711214932279,-0.0509664954734035,0.0818213278544135,2551.10470835749,0.405555555555555
"58",2851,0.0136760656150221,-0.0827217023761477,0.118673011245846,1800,0.704444444444444
"59",2901,0.000544243083527623,-0.114918163162656,0.128253658360336,1800,0.971111111111111
"60",2951,0.0258707802984049,-0.0683506326458883,0.117951986052503,1800,0.502222222222222
"61",3001,0.0138732170200417,-0.0947297511156648,0.103757124583353,2172.00707484204,0.642222222222222
"62",3051,-0.00915832742785901,-0.118844086653553,0.0942388553739875,1800,0.776666666666667
"63",3101,-0.00140009469276218,-0.0787556482755463,0.0790331450407393,1800,0.93
"64",3151,0.0424922662259399,-0.0349676372134127,0.112903916437062,1957.83129103113,0.157777777777778
"65",3201,0.0320714565092546,-0.126057640416548,0.181799865856192,2312.75200561747,0.513333333333333
"66",3251,-0.00671015583198975,-0.0345189039344405,0.0175045472133206,1800,0.426666666666667
"67",3301,0.0170610956831553,-0.0532422504329588,0.0873608254478313,1800,0.57
"68",3351,0.0154697100007944,-0.0664426045550499,0.0832157574186567,1800,0.551111111111111
"69",3401,0.013449750300457,-0.0871748611098155,0.0933001248704386,1800,0.706666666666667
"70",3451,0.0127780997071047,-0.0496563641086141,0.0774484737485182,1800,0.647777777777778
"71",3501,0.0213192137843692,-0.0494399860012891,0.0943040930724237,1800,0.447777777777778
"72",3551,-0.0205042331565442,-0.0815183572922251,0.04268956562737,1800,0.367777777777778
"73",3601,0.00888786353693253,-0.0386289519492493,0.0548705243854783,1800,0.671111111111111
