"","V1"
"1",0.369356632560703
"2",0.244023645305265
"3",0.333429012267516
"4",0.139432418302591
"5",0.239523725851113
"6",0.198105238199456
"7",0.424690159975994
"8",0.248375340026682
"9",0.479695648945536
"10",0.202183840585475
"11",0.285419700941404
"12",0.260438385488465
"13",0.124289567652986
"14",0.680094894313566
"15",0.684348692129466
"16",0.324863288145317
"17",0.235761740297979
"18",0.193984237309334
"19",0.621399986583564
"20",0.257812030273243
"21",0.31150108883174
"22",0.5266069017307
"23",0.323346831150108
"24",0.351848210933114
"25",0.12649870248698
"26",0.216586563254461
"27",0.38812667914305
"28",0.125742789752526
"29",0.352609389905761
"30",0.519086026630543
"31",0.21567185566434
"32",0.377870391987199
"33",0.42770400849013
"34",0.202735817783148
"35",0.580982364774591
"36",0.430425385205102
"37",0.386011523542679
"38",0.330524222678089
"39",0.15657914330426
"40",0.35308930640011
"41",0.275353157880718
"42",0.198268141137194
"43",0.226899604907884
"44",0.5837463299319
"45",0.174066022265517
"46",0.20202525901788
"47",0.172320916950509
"48",0.196694441450203
"49",0.424131777384149
"50",0.192093005852884
"51",0.278542239642426
"52",0.265147487413424
"53",0.209096869635723
"54",0.161288232709697
"55",0.36416350601817
"56",0.271708492519952
"57",0.287420208103262
"58",0.544555706099812
"59",0.259008957747
"60",0.326462369438784
"61",0.308605706834987
"62",0.311368201654106
"63",0.150609156787155
"64",0.238386642653853
"65",0.177369454376282
"66",0.483701102779827
"67",0.41913154095522
"68",0.493762048768408
"69",0.306165999583328
"70",0.313851944033344
"71",0.246474300606047
"72",0.211622663301573
"73",0.22952425385482
"74",0.379350509416161
"75",0.486888881704694
"76",0.397264075752832
"77",0.286410197397189
"78",0.249589990025854
"79",0.490177926550712
"80",0.375779864249008
"81",0.335461148558304
"82",0.376885764195876
"83",0.505904899765473
"84",0.335419096768615
"85",0.121502291210736
"86",0.278226884671615
"87",0.182994171041585
"88",0.168991650715312
"89",0.300132774424484
"90",0.261735811529366
"91",0.221572374960868
"92",0.417323046734209
"93",0.370232085711525
"94",0.464316357377656
"95",0.450970062244645
"96",0.176367114310054
"97",0.32572831423968
"98",0.402738586179948
"99",0.174803265310026
"100",0.251158721235786
