"","Iteration","Pass.Stat.Spp","Pvalue.Spp","Pass.Stat.AbSpec","Pvalue.AbSpec","Pass.Stat.Resid","Pvalue.Resid","Pass.Halfwidth.Spp","Ratio.Spp","Pass.Halfwidth.AbSpec","Ratio.AbSpec","Pass.Halfwidth.Resid","Ratio.Resid"
"1",1,1,0.35833223333364,0,4.914441070758e-07,1,0.817096691490912,0,0.352525493774034,NA,NA,1,0.00793957505401151
"2",51,1,0.643706106022363,1,0.109627149321922,1,0.812901564867326,0,0.502087265353505,0,0.992695449306661,1,0.00794266579348929
"3",101,1,0.782818040097011,1,0.671764521466582,1,0.811826949167148,0,0.58301556043759,0,0.735035189239336,1,0.00793961507367884
"4",151,1,0.200445271263722,1,0.377306834901558,1,0.814877321290126,0,0.551190463598268,0,0.697910018130874,1,0.00794491516726796
"5",201,1,0.161238043394261,0,3.192765691995e-05,1,0.817631664186752,0,0.288080358446718,NA,NA,1,0.00794165050191148
"6",251,1,0.14530571090101,1,0.284630812661395,1,0.814937839773008,0,0.451898641229232,0,1.21234979773224,1,0.00794375639483963
"7",301,1,0.451166027976595,1,0.176663701946857,1,0.815278275523266,0,0.287148739542966,0,0.339896796663127,1,0.00793986416317383
"8",351,1,0.285140902534295,1,0.163349588745227,1,0.814158809152225,0,0.342497033529982,0,0.993918590875988,1,0.00794366145091214
"9",401,1,0.367636197910648,0,2.72253194988359e-06,1,0.815938962569151,0,0.462972781122598,NA,NA,1,0.00794103060468159
"10",451,1,0.171332915082896,1,0.835401820466081,1,0.815227890033535,0,0.492528534367825,0,0.624689250870463,1,0.00794571832946452
"11",501,1,0.628264273257688,0,0.000129690486344036,1,0.814601934044361,0,0.424754670132888,NA,NA,1,0.00794322081941581
"12",551,1,0.335413426646255,0,7.15849602039853e-07,1,0.817774970366903,0,0.453803002766429,NA,NA,1,0.00794007959059809
"13",601,0,0.00124810730517244,1,0.091968377187081,1,0.816734504331553,NA,NA,0,1.17390990683316,1,0.00793938023741817
"14",651,1,0.745352956804977,1,0.104527430696326,1,0.814490503207108,0,0.44476515319028,0,0.383819892922206,1,0.00794144451699805
"15",701,1,0.921109618338473,1,0.716457757902273,1,0.813553120631156,0,0.661024325257226,0,0.691859103976726,1,0.00794031530164038
"16",751,1,0.545154968287062,0,2.67183035851382e-06,1,0.816919793556719,0,0.438880400194907,NA,NA,1,0.00793983176882408
"17",801,1,0.1509069274517,1,0.932411400752433,1,0.82002645526745,0,0.593136477590156,0,0.618432304364721,1,0.0079519888144861
"18",851,1,0.275604305899242,1,0.419121520461223,1,0.816009626428569,0,0.323684238533519,0,0.626429087192389,1,0.00794213612475882
"19",901,1,0.866469415594358,1,0.857317048981514,1,0.816978080893692,0,0.569452228372151,0,0.684020749559118,1,0.00794084046562418
"20",951,1,0.980831912681243,1,0.198931121636915,1,0.813856663830441,0,0.411201658820599,0,1.01003857427536,1,0.00794126782079848
"21",1001,1,0.391564550375471,1,0.515703973840876,1,0.815008062285567,0,0.472063212409736,0,0.517236467752514,1,0.00794684300991922
"22",1051,1,0.982226258662777,1,0.0699606225186715,1,0.817328007507168,0,0.451265830187495,0,0.543341697605023,1,0.00794072515637885
"23",1101,1,0.163216853257211,0,1.54355399288875e-05,1,0.816631370940222,0,0.458682466593114,NA,NA,1,0.00793853097172416
"24",1151,1,0.0578172640274687,0,0.00146718973171189,1,0.815708020540711,0,0.401855965381572,NA,NA,1,0.00794291650239819
"25",1201,1,0.195698348452984,1,0.463070741874774,1,0.81184895113136,0,0.324549396646032,0,0.972819336775137,1,0.0079417652962839
"26",1251,1,0.635758868409716,0,1.0944920289413e-05,1,0.814808286633959,0,0.364385497767143,NA,NA,1,0.00793925178090025
"27",1301,1,0.688451891400805,0,1.49177908670417e-06,1,0.812888661774762,0,0.440988246607757,NA,NA,1,0.00794016743049321
