"","V1"
"1",0.103000097580793
"2",0.0881292088648483
"3",0.205481982249192
"4",0.162482451498718
"5",0.116761980684193
"6",0.145680182584957
"7",0.136371714700622
"8",0.397931983311398
"9",0.0371333570759646
"10",0.103128353071276
"11",0.19684420609186
"12",0.156333527255283
"13",0.410172168222277
"14",0.590086623395647
"15",0.158520747003669
"16",0.110593473485851
"17",0.162539132941476
"18",0.301959819621971
"19",0.20943911960396
"20",0.159068776699118
"21",0.154982092521053
"22",0.164984951108796
"23",0.390864633068039
"24",0.259890235629145
"25",0.172428537732533
"26",0.720004344342522
"27",0.152870724833892
"28",0.145709004020198
"29",0.531824375701098
"30",0.1837235566961
"31",0.140018152610633
"32",0.253601313340027
"33",0.082391070939636
"34",0.252440187936547
"35",0.0965361047351315
"36",0.115916689718855
"37",0.319753791580357
"38",0.127043738365109
"39",0.210078425978382
"40",0.248244735079568
"41",0.187516205503091
"42",0.087594428026205
"43",0.229403020647579
"44",0.178870199144679
"45",0.23405229818965
"46",0.215656216562989
"47",0.255391313280672
"48",0.390605507940129
"49",0.12048209777512
"50",0.715122135743789
"51",0.0809354915096255
"52",0.170871729792213
"53",0.166359704605697
"54",0.229477168688546
"55",0.145942554827379
"56",0.153595431186504
"57",0.171230915676295
"58",0.263397339566014
"59",0.148007844783474
"60",0.308931631459472
"61",0.198237699595933
"62",0.373013512437536
"63",0.376969151069212
"64",0.410611798205306
"65",0.301778139471793
"66",0.365069865930778
"67",0.153068901220998
"68",0.405543757405529
"69",0.323745816589836
"70",0.0768740080663203
"71",0.565082250139055
"72",0.151758468819609
"73",0.347408066200423
"74",0.340919171347558
"75",0.156238065919077
"76",0.21432268453639
"77",0.3625551193485
"78",0.360190738055933
"79",0.337817024555451
"80",0.383568551217657
"81",0.265546240842313
"82",0.179109102028785
"83",0.161784717652647
"84",0.358846650881914
"85",0.0869451420124224
"86",0.293478093698569
"87",0.329761851208769
"88",0.0661955835057828
"89",0.184551209611394
"90",0.159282841931817
"91",0.751703536763332
"92",0.0776263386565632
"93",0.161085715013126
"94",0.394761446114494
"95",0.341843291879657
"96",0.337572765605789
"97",0.256299784735704
"98",0.295859771200695
"99",0.0875322623035703
"100",0.130373018369839
