"","Iteration","PhyloDIC","PolyDIC","Diff"
"1",1,-554.090725447741,-555.868240255868,1.77751480812628
"2",51,-579.395877872672,-582.139293269222,2.7434153965504
"3",101,-439.053296602665,-439.317586256669,0.264289654004244
"4",151,-561.75835683291,-564.40306073749,2.64470390458007
"5",201,-468.989353481611,-469.431098993474,0.441745511862962
"6",251,-545.29138402717,-547.625279315335,2.33389528816463
"7",301,-499.410692522051,-501.128705979238,1.71801345718626
"8",351,-466.137578449326,-468.031147419992,1.89356897066591
"9",401,-571.690940923636,-574.502753009812,2.81181208617636
"10",451,-574.482951607673,-576.95995355872,2.4770019510463
"11",501,-504.872310237286,-506.047471947001,1.17516170971578
"12",551,-559.181563960934,-561.042570708392,1.86100674745751
"13",601,-461.372193620239,-463.643666075023,2.27147245478341
"14",651,-548.276495304258,-550.870295861084,2.59380055682561
"15",701,-452.977780786084,-454.565543489224,1.58776270314047
"16",751,-512.31049849468,-512.865169759505,0.554671264825629
"17",801,-551.339981900935,-553.5656814767,2.22569957576479
"18",851,-338.190110728884,-339.692498116207,1.50238738732253
"19",901,-406.171108112499,-406.722512156805,0.551404044305912
"20",951,-497.824577138375,-499.761790046178,1.93721290780326
"21",1001,-472.184736097393,-474.30213251745,2.11739642005699
"22",1051,-415.020252311992,-416.95733243889,1.93708012689808
"23",1101,-459.344118247302,-460.122400233611,0.778281986309196
"24",1151,-509.833613755217,-511.057244107614,1.22363035239766
"25",1201,-513.876487768194,-515.936606093047,2.06011832485376
"26",1251,-405.361726765179,-406.290077077286,0.928350312106716
"27",1301,-448.381462339111,-450.018979611758,1.63751727264776
"28",1351,-504.656600591189,-506.990298119084,2.33369752789531
"29",1401,-487.483476366072,-487.743265061941,0.259788695869076
"30",1451,-354.137496820374,-354.949943902364,0.812447081989831
"31",1501,-564.133698878248,-566.659362944783,2.52566406653477
"32",1551,-514.234634876758,-516.476665324377,2.24203044761896
"33",1601,-538.802406250954,-540.99739789529,2.19499164433603
"34",1651,-509.703094347061,-510.281653930747,0.578559583685433
"35",1701,-575.551576589584,-578.071331182726,2.51975459314212
"36",1751,-549.176800752818,-550.455565822316,1.27876506949769
"37",1801,-515.881340539751,-518.491894818727,2.61055427897668
"38",1851,-411.427570634618,-412.987046982613,1.55947634799497
"39",1901,-497.74646966635,-499.312725673149,1.56625600679951
"40",1951,-406.725989723385,-407.57893062857,0.852940905184823
"41",2001,-534.565050469001,-536.09713356743,1.53208309842819
"42",2051,-576.715244391479,-579.331050377463,2.61580598598357
"43",2101,-381.717035472013,-381.381157183983,-0.335878288030472
"44",2151,-441.936196545297,-442.405765380155,0.469568834857796
"45",2201,-512.236257707189,-513.806014019589,1.5697563123997
"46",2251,-545.856114638904,-547.992448952375,2.13633431347137
"47",2301,-334.532493488067,-336.610342166272,2.07784867820516
"48",2351,-527.190519204967,-529.72693698335,2.5364177783822
"49",2401,-388.083995390924,-390.15141976557,2.0674243746459
"50",2451,-427.936071962583,-429.216408190035,1.28033622745198
"51",2501,-529.059003804078,-531.469718356756,2.41071455267854
"52",2551,-380.882363955461,-381.319221134855,0.436857179393257
"53",2601,-519.247282272942,-521.206624131958,1.95934185901615
"54",2651,-378.044588276993,-379.190710161185,1.14612188419193
"55",2701,-524.487234664721,-525.31785279246,0.830618127738944
"56",2751,-559.389587699086,-561.101978316846,1.71239061776078
"57",2801,-379.519560553094,-380.913492233223,1.39393168012981
"58",2851,-482.705172757815,-484.676108144192,1.9709353863779
"59",2901,-424.230707676198,-426.134108662167,1.90340098596926
"60",2951,-576.282666882305,-579.026595991349,2.7439291090443
"61",3001,-377.657828973463,-378.88288203703,1.22505306356663
"62",3051,-543.352596931072,-546.070216908605,2.71761997753345
"63",3101,-371.195629991424,-373.025028645614,1.82939865419087
"64",3151,-491.63455978632,-492.80909158311,1.17453179678978
"65",3201,-569.621381000088,-571.881750223929,2.26036922384048
"66",3251,-563.765609338255,-565.84976070538,2.08415136712517
"67",3301,-581.247001808402,-584.078535497542,2.83153368913941
"68",3351,-514.425333334019,-515.590140047818,1.16480671379918
"69",3401,-504.890612960809,-506.334778898777,1.44416593796848
"70",3451,-413.915070266454,-415.957628442586,2.04255817613171
"71",3501,-533.719904581609,-535.859519026275,2.13961444466577
"72",3551,-472.841004050354,-474.674035094121,1.83303104376694
"73",3601,-541.589785845635,-544.09853945474,2.50875360910482
"74",3651,-488.98371363789,-490.451197923549,1.46748428565905
"75",3701,-537.80218928519,-540.416468201873,2.61427891668291
"76",3751,-550.373314701759,-551.355148156815,0.981833455055266
"77",3801,-578.744030245848,-581.413335546964,2.66930530111608
"78",3851,-415.338961389132,-417.417941734184,2.07898034505172
"79",3901,-509.09318862074,-510.394289370253,1.30110074951267
"80",3951,-378.587584164737,-380.401148864614,1.81356469987713
"81",4001,-520.867898237072,-521.822711300684,0.954813063611596
"82",4051,-544.532686228384,-546.372318599617,1.83963237123317
"83",4101,-372.764140693036,-374.719252887575,1.95511219453903
"84",4151,-559.634135725592,-562.531682759103,2.89754703351116
"85",4201,-546.311102146239,-548.830556865135,2.51945471889587
"86",4251,-523.531291426448,-524.866720501947,1.33542907549918
"87",4301,-516.299730350583,-518.778206138329,2.47847578774577
"88",4351,-535.002576968864,-537.603023497224,2.60044652836018
"89",4401,-523.322547894947,-524.151712241789,0.829164346841821
"90",4451,-359.545158135692,-361.456194449785,1.91103631409374
"91",4501,-478.568124147193,-478.979003097203,0.410878950009987
"92",4551,-484.790478218141,-486.783841278005,1.99336305986492
"93",4601,-479.182999705833,-481.375579858455,2.19258015262272
"94",4651,-407.194081509697,-407.873159438654,0.67907792895619
"95",4701,-415.779058623139,-416.493907756784,0.714849133645146
"96",4751,-450.606171989179,-451.545819060638,0.939647071458921
"97",4801,-526.81402704493,-528.472387267804,1.65836022287419
"98",4851,-402.692229277399,-404.259342030009,1.56711275261017
"99",4901,-436.809967274179,-437.769719214685,0.959751940506237
"100",4951,-521.032439021081,-522.998896077361,1.96645705628066
