"","stest","start","pvalue","htest","mean","halfwidth"
"(Intercept)",1,1,0.545958258491772,1,2.50280593493325,0.0280687397236938
"Specieschlorocyanus",1,1,0.742505610218039,1,-0.03113087861893,0.00230262948462066
"Speciescristatellus",1,1,0.105878205491005,1,-0.532624246102582,0.00228311278920497
"Speciescybotes",1,501,0.116145993904436,1,-0.242282741161004,0.00220739158570436
"Speciesdistichus",1,1,0.601624054822688,1,-0.364022952136919,0.00229642761133396
"Speciesequestris",1,1,0.679435000633307,1,1.04204468592841,0.00918765359017994
"Speciessagrei",1,1,0.448607234075563,1,-0.104833962653661,0.00249025361470246
"SVL",1,1,0.758480184689456,1,-0.040013511674594,0.00045039728051319
"Stops",1,1,0.357633536766037,1,0.151400549271481,0.000301379043456565
"Fails",1,1,0.23722662673753,1,0.038435962916224,0.000459729938904676
"SprintTemp",1,1,0.53791343821922,1,-0.0840970051763495,0.0010385692976318
"AgeSprint",1,1,0.946390782005092,1,-0.0292342535080888,0.000310237410882445
"nTreatment",1,1,0.703831577564675,1,0.178175547081133,0.00307429217969021
"Specieschlorocyanus:nTreatment",1,1,0.911728874826473,1,-0.303816447356107,0.00434272642339801
"Speciescristatellus:nTreatment",1,1,0.0647964197798122,0,0.00142367380176971,0.00440096419356115
"Speciescybotes:nTreatment",1,1,0.140553149828596,0,-0.0242676400586568,0.00407643143336729
"Speciesdistichus:nTreatment",1,1,0.625020419998517,1,-0.184594479875833,0.00430397835937634
"Speciesequestris:nTreatment",1,1,0.992717892715284,1,-0.0536149670510089,0.00429716883567143
"Speciessagrei:nTreatment",1,1,0.521953546925822,1,-0.303167839183518,0.00402865764046738
"(Intercept).Cage.1",0,NA,0.00209703658448035,NA,NA,NA
"(Intercept).Cage.10",1,1,0.217966179586683,0,0.00854863428252617,0.0013500962681876
"(Intercept).Cage.11",1,1,0.981514241287825,1,0.0204912654051288,0.00144216029147973
"(Intercept).Cage.12",1,1,0.441346253230727,1,-0.0184095488273256,0.00150341973630129
"(Intercept).Cage.13",1,1,0.433020022306795,0,0.0132598771281186,0.00140693762487636
"(Intercept).Cage.14",1,1,0.176515624376314,0,0.00215629338794463,0.00140209198993711
"(Intercept).Cage.15",1,1,0.439806540632436,0,0.00129731987821219,0.00134164735739211
"(Intercept).Cage.16",1,1,0.297364143314378,0,0.0111292360295822,0.00137721932664061
"(Intercept).Cage.17",1,1,0.801977665854058,1,-0.0281080480664493,0.00154567572624859
"(Intercept).Cage.18",1,1,0.525528856095748,0,-0.00949467850853048,0.00151909947889453
"(Intercept).Cage.19",1,1,0.151913893416754,0,0.00700482691133835,0.00135654629696899
"(Intercept).Cage.2",1,1501,0.258123683364165,1,-0.025534549625306,0.00185597381413997
"(Intercept).Cage.20",1,1,0.92005125763162,0,-0.000178993340736063,0.00137352322044914
"(Intercept).Cage.21",1,1,0.0995804131773128,1,0.0194019980902659,0.00161872201715719
"(Intercept).Cage.22",1,1,0.650388213502788,0,0.00444818933641496,0.00135117325448011
"(Intercept).Cage.23",1,1,0.250168459618435,1,-0.0497393634694114,0.00185625474193982
"(Intercept).Cage.24",1,1,0.3981002398891,0,0.0105540165541029,0.00143132265852515
"(Intercept).Cage.25",1,1,0.845989872615689,0,-0.00643392642616655,0.00152579579001339
"(Intercept).Cage.26",1,1,0.429933883041562,1,0.015449494212916,0.00154077549234976
"(Intercept).Cage.27",1,1,0.110644471965805,0,-0.0116945493822764,0.00139916627716342
"(Intercept).Cage.28",1,1,0.11645684131088,0,-0.00941464017078539,0.00142092827485256
"(Intercept).Cage.29",1,1,0.709825587950184,0,-0.013644945268505,0.00141324874360198
"(Intercept).Cage.3",1,1,0.921229806575638,1,0.0134835767971596,0.001294003460668
"(Intercept).Cage.30",1,1,0.83977122907835,1,0.0386435392349263,0.0017011606184365
"(Intercept).Cage.31",1,1,0.610374252837551,1,-0.0168655290505203,0.00150283076765442
"(Intercept).Cage.32",1,1,0.911668610107081,0,0.00534677202080681,0.00150177851476625
