"","Iteration","Pass.Stat.Spp","Pvalue.Spp","Pass.Stat.AbSpec","Pvalue.AbSpec","Pass.Stat.Resid","Pvalue.Resid","Pass.Halfwidth.Spp","Ratio.Spp","Pass.Halfwidth.AbSpec","Ratio.AbSpec","Pass.Halfwidth.Resid","Ratio.Resid"
"1",1,1,0.760533778004493,0,0.0024717055117216,1,0.814431864538226,0,0.711362127355734,NA,NA,1,0.00794006810153561
"2",51,1,0.145167761451533,1,0.30974190906894,1,0.818018743915034,0,1.24060998303642,0,1.02232682834471,1,0.00794209314955801
"3",101,1,0.812725860346856,0,0.000354903646670901,1,0.80136647248271,0,0.966875979475897,NA,NA,1,0.00794440308509276
"4",151,1,0.319010259386417,1,0.358892843469771,1,0.817156296558493,0,0.679100760126662,0,0.617347543398253,1,0.00794084985240169
"5",201,0,9.66993712739894e-05,0,2.93151280277293e-05,1,0.788929281156818,NA,NA,NA,NA,1,0.00794214062024778
"6",251,1,0.513655117367312,1,0.0529828572589469,1,0.810971313217404,0,0.617292138214277,0,0.412742785011022,1,0.00794090156497161
"7",301,1,0.348502630501782,1,0.617462635831038,1,0.80963553916828,0,0.597243109161438,0,0.739882837079208,1,0.00794050145541633
"8",351,1,0.767918545445265,0,0.000769517019010846,1,0.804302143784776,0,1.09351270925775,NA,NA,1,0.00793985218224771
"9",401,1,0.138046360718199,0,0.000391897534960051,1,0.807338779074827,0,0.734346048626997,NA,NA,1,0.0079440499071015
"10",451,1,0.592362540751517,0,0.00210059923774519,1,0.812389830696569,0,0.744349723144547,NA,NA,1,0.00794337733658809
"11",501,1,0.326822116903191,1,0.0833294503316231,1,0.816618594307194,0,0.649276130138211,0,0.463612986646539,1,0.00794072071540454
"12",551,1,0.48381753758188,1,0.0621761424388696,1,0.817284924780391,0,0.655918666837319,0,0.519043707832493,1,0.00794404968980217
"13",601,1,0.613371428875985,0,4.79208264004827e-05,1,0.806838420613316,0,0.76993332777196,NA,NA,1,0.00794241663968225
"14",651,1,0.306416025814292,0,4.79115563112309e-06,1,0.805339010833356,0,0.6864914068789,NA,NA,1,0.0079386066797851
"15",701,1,0.252873461006782,0,0.0135733810054616,1,0.797814088233221,0,0.603665329931525,NA,NA,1,0.00794153443184471
"16",751,1,0.789700344843954,1,0.0699949361286621,1,0.819374746786125,0,0.756537325803959,0,0.523278756248454,1,0.00794132866802811
"17",801,1,0.359923525639612,0,0.0204388535414528,1,0.813667159666327,0,0.459875896027579,NA,NA,1,0.00793959120028003
"18",851,0,0.000587619586468247,1,0.101133737884317,1,0.789955794747693,NA,NA,0,1.29538946555695,1,0.00795036017821977
"19",901,1,0.0647973107679994,1,0.186232820275485,1,0.790385850716755,0,0.30112658772869,0,0.431468347461851,1,0.0079462040410645
"20",951,1,0.8830756724978,1,0.222810268621711,1,0.811373920008907,0,0.70387075440028,0,0.447556341108718,1,0.0079422383921176
"21",1001,1,0.462131434636788,1,0.208487500902741,1,0.812857092158051,0,0.73182930751074,0,0.488276879781696,1,0.00794112387970387
"22",1051,1,0.43285599002433,0,6.00033801781974e-05,1,0.796388704290725,0,0.766916953565798,NA,NA,1,0.00793758135140481
"23",1101,1,0.694832106840062,0,0.000777692729573842,1,0.802068289703178,0,0.994977807983496,NA,NA,1,0.00794137673268822
"24",1151,1,0.562924735729964,0,1.40342891390421e-05,1,0.803322219867266,0,0.6153740057691,NA,NA,1,0.00794144507604959
"25",1201,1,0.321103759461487,0,0.00193216753254055,1,0.803623149013643,0,0.674769757205434,NA,NA,1,0.00794353580232859
"26",1251,1,0.355009263041897,0,6.36360035777273e-07,1,0.798769270163979,0,0.627846621675518,NA,NA,1,0.00793636941410684
"27",1301,1,0.906033394648789,0,9.94226917550023e-06,1,0.798970934198512,0,1.08250155312481,NA,NA,1,0.00793812959341977
"28",1351,1,0.47911978182914,1,0.310793318134917,1,0.807808564020986,0,0.651393136325755,0,0.792241521566919,1,0.00794292543320679
"29",1401,1,0.864513038896503,1,0.0513084124928345,1,0.813792741516685,0,0.738332182526833,0,0.592581013699335,1,0.00793928792274377
"30",1451,1,0.280656424476131,0,0.00288325177782101,1,0.798317176881111,0,0.614293545520412,NA,NA,1,0.00794973463909496
"31",1501,1,0.713623959113655,1,0.0611035956721571,1,0.815218729093398,0,0.79714024911163,0,0.559113622350368,1,0.00793962869997274
"32",1551,1,0.565884514400648,0,4.24267033870551e-05,1,0.804927242006464,0,0.717375658407675,NA,NA,1,0.00794298612102418
"33",1601,1,0.689879174800749,1,0.11150537347774,1,0.812486853534962,0,0.841734536241086,0,0.400651135669343,1,0.00794053657746162
"34",1651,1,0.649600544826812,1,0.0641588422792054,1,0.812760624715186,0,0.755876126029839,0,0.577385409960154,1,0.00793932387941429
"35",1701,1,0.291493539998021,0,0.000215357035564967,1,0.814956323658051,0,0.775879377958908,NA,NA,1,0.00794329711374987
"36",1751,1,0.691832452759344,1,0.213476565995272,1,0.816913404413018,0,0.858419407073343,0,0.488593644933938,1,0.00794045507990785
"37",1801,1,0.749161539455542,0,0.000594890159604899,1,0.803978421067435,0,1.14165544833592,NA,NA,1,0.00794034324484791
"38",1851,1,0.499372906798193,0,3.47137177947321e-06,1,0.805993501390952,0,0.74381940871977,NA,NA,1,0.00793825004845059
"39",1901,1,0.722195338875171,0,0.00217285710620041,1,0.816676233010724,0,0.70083621474747,NA,NA,1,0.00794591418351655
"40",1951,1,0.647836898707715,0,1.13209326646491e-06,1,0.797312745487368,0,1.10540040273097,NA,NA,1,0.00793929424845359
"41",2001,1,0.721779324963288,0,0.0216030527263,1,0.811931223776087,0,0.851510834822008,NA,NA,1,0.00794492240353218
"42",2051,1,0.692805627340253,1,0.197984421372348,1,0.816583746121919,0,0.781024271434319,0,0.498528704506009,1,0.00794094194090274
"43",2101,1,0.666645760384617,1,0.0554493376553078,1,0.781196920378632,0,1.00900936438966,0,0.67990595833037,1,0.00794675242153414
"44",2151,1,0.781558477983825,0,1.72522031915978e-06,1,0.801604850640966,0,0.928485896638847,NA,NA,1,0.00793520384235954
"45",2201,1,0.646962169270904,1,0.0735449891321095,1,0.815139180866017,0,0.846176471294285,0,0.465754878613076,1,0.00794240872092404
"46",2251,1,0.662197773317486,0,0.00114843882073579,1,0.811515240568441,0,0.73231180535736,NA,NA,1,0.00794233171785823
"47",2301,0,0.000217207457218538,1,0.066972445262662,1,0.789197600201382,NA,NA,0,1.27797323557815,1,0.00794855093795717
"48",2351,1,0.413728598090838,0,0.00397400225796096,1,0.803413413089961,0,0.698951872396993,NA,NA,1,0.0079403099402632
"49",2401,1,0.657215944074105,0,6.42140284645709e-06,1,0.790149858671286,0,1.09902130140161,NA,NA,1,0.00794009385096223
"50",2451,1,0.758118939613504,1,0.752899907418679,1,0.793605450869113,0,1.15388644818869,0,0.734203289986035,1,0.0079416747204189
"51",2501,1,0.635394968111268,1,0.0901848070514104,1,0.816022305734608,0,0.722891177846084,0,0.499751000168873,1,0.00793798763250034
"52",2551,1,0.0694798350512988,0,0.0061128098371338,1,0.797372630945369,0,0.513329433900992,NA,NA,1,0.00794546801109563
"53",2601,1,0.616662835040959,0,0.00556982825878283,1,0.812861169003113,0,0.752976059292204,NA,NA,1,0.00794181846707042
"54",2651,1,0.0876253344290512,0,0.0116310125907193,1,0.79376811186813,0,0.621764796917268,NA,NA,1,0.00794003397547369
"55",2701,1,0.717712180013312,1,0.0927288699822985,1,0.813610735856158,0,0.842758320623641,0,0.580324233652196,1,0.00793919423286333
"56",2751,1,0.785688631158442,0,0.0222493318874825,1,0.813463946220696,0,0.676683911520991,NA,NA,1,0.00794190039515794
"57",2801,1,0.342458027015429,0,0.00844153623905675,1,0.798302065629246,0,0.531151712830387,NA,NA,1,0.0079434332140649
"58",2851,1,0.779508891308031,0,4.92085241665663e-07,1,0.808296837832916,0,0.965164978267406,NA,NA,1,0.00794321608063293
"59",2901,1,0.191283592948271,0,0.00041167461933711,1,0.799054298430569,0,0.656405030287707,NA,NA,1,0.00794171196237214
"60",2951,1,0.603435420441929,1,0.0758080453660943,1,0.813303449159456,0,0.665124770229184,0,0.45996601023342,1,0.00793978050083002
"61",3001,1,0.296069575101487,1,0.168893220134767,1,0.778354439551853,0,0.282443506048714,0,0.631599775401747,1,0.00795302438911308
"62",3051,1,0.54544833765067,1,0.64511384647833,1,0.810703621913456,0,0.697976110091906,0,0.79669489235561,1,0.00794370311973088
"63",3101,1,0.0872359249556817,1,0.0510419389653849,1,0.79386428040082,0,0.830211633057723,0,1.17884563843715,1,0.00794189213447269
"64",3151,1,0.112696089432024,0,0.000171260034228293,1,0.804039147815841,0,0.665163254600626,NA,NA,1,0.00794288884049491
"65",3201,1,0.591995965472021,1,0.0510734835680694,1,0.813674684088011,0,0.679677355556208,0,0.480353303009145,1,0.00794049034942743
"66",3251,1,0.303500529747015,1,0.334187682251327,1,0.816192294102101,0,0.65141296598222,0,0.636720984969548,1,0.00794136339514537
"67",3301,1,0.21716627051701,1,0.443840695088359,1,0.813288404242365,0,0.718691418353262,0,0.70299736801325,1,0.00794005407632902
"68",3351,1,0.944750670206937,1,0.190777009751259,1,0.815714665268678,0,0.723209432682791,0,0.474697835552075,1,0.00794193605073413
"69",3401,1,0.7289582622833,1,0.0980119411522632,1,0.813248501281654,0,0.707006807406729,0,0.438385329826732,1,0.00794286006810835
"70",3451,1,0.93643838783464,1,0.071198630763924,1,0.79345266802418,0,1.25586254804786,0,0.553159975450384,1,0.00793778605110781
"71",3501,1,0.507111822063594,1,0.37333150765229,1,0.81718524030715,0,0.594278689341129,0,0.671284251178092,1,0.00794154507560961
"72",3551,1,0.38081287012613,0,6.17743991071507e-07,1,0.789665007711964,0,0.893326477277558,NA,NA,1,0.00794595474537884
"73",3601,1,0.428556514644552,1,0.0685907955203899,1,0.815090616778431,0,0.643674930574511,0,0.569542621725299,1,0.00794050017239691
"74",3651,1,0.288454615577743,0,9.48399665323674e-06,1,0.80329436243386,0,0.554524646359007,NA,NA,1,0.00794443515411333
"75",3701,1,0.874589575562814,0,0.0026991452703875,1,0.790200086983149,0,0.728835344052526,NA,NA,1,0.0079456667319062
"76",3751,1,0.737273145059638,1,0.326398645920302,1,0.812554121626382,0,0.767887789691406,0,0.471260406326512,1,0.00794008821470477
"77",3801,1,0.661951979666472,1,0.10073444216462,1,0.817613602787286,0,0.711359582592648,0,0.517077431832142,1,0.00794270666137099
"78",3851,1,0.460093218902349,0,7.55042413096429e-05,1,0.804741475328659,0,0.653883664462687,NA,NA,1,0.00794009721849355
"79",3901,1,0.445316375169776,0,1.25892317881515e-06,1,0.798520916678685,0,0.772599199919048,NA,NA,1,0.00794188817228234
"80",3951,0,0.00124187983648061,1,0.0635283555998174,1,0.790908104834714,NA,NA,0,1.05542333283464,1,0.00794702239257169
"81",4001,1,0.408171530485394,1,0.122851432078547,1,0.816261453953991,0,0.588938909426991,0,0.516424326772692,1,0.00794042975086676
"82",4051,1,0.72114143495511,1,0.0576547852776523,1,0.812391396491647,0,0.734332282197037,0,0.4572924155096,1,0.00794106095099305
"83",4101,0,0.000106929592934346,0,0.00894687894162283,1,0.791652250922604,NA,NA,NA,NA,1,0.00794561333157835
"84",4151,1,0.877029239967768,0,6.62792470018658e-07,1,0.778537795441484,0,1.08746662168648,NA,NA,1,0.00794623710382
"85",4201,1,0.689420924143046,1,0.131348516193248,1,0.818539463980285,0,0.751508532695852,0,0.402870721791131,1,0.00794082919134708
"86",4251,1,0.899028722566861,0,0.00461777778477479,1,0.81666825492154,0,0.651723186287743,NA,NA,1,0.00794344939218365
"87",4301,1,0.696423902625613,1,0.0536566025236141,1,0.813981844404966,0,0.79000292250059,0,0.605763176458646,1,0.00793967396263854
"88",4351,1,0.661132699344526,1,0.140475787664163,1,0.815241608316898,0,0.829789486150651,0,0.456415975030496,1,0.0079398536102186
"89",4401,1,0.74795195172713,0,1.77114745247842e-06,1,0.808004784577312,0,0.919690783102277,NA,NA,1,0.00794627600512635
"90",4451,1,0.3031636339144,0,0.0246063529780354,1,0.804036897319587,0,0.753792111381732,NA,NA,1,0.00794317195526914
"91",4501,1,0.211304093019961,1,0.634825017902586,1,0.80924925072132,0,0.562364517465758,0,0.863577850635082,1,0.00794320732294756
"92",4551,1,0.782980826837976,1,0.15219489671017,1,0.80827092191661,0,0.604146860529722,0,0.407743164770524,1,0.00794443273286456
"93",4601,1,0.309282484736849,0,0.0304629998300265,1,0.805434615187042,0,0.501389926711988,NA,NA,1,0.00793970438122344
"94",4651,1,0.692311614519117,0,8.26291430544579e-06,1,0.793862883446225,0,1.01321425156689,NA,NA,1,0.00793887170020212
"95",4701,1,0.614672613041503,0,6.62812745244601e-07,1,0.80235213156266,0,0.827971332188913,NA,NA,1,0.00794060792585741
"96",4751,1,0.5689569467575,0,1.28586197045699e-06,1,0.79671306125825,0,1.03471570527413,NA,NA,1,0.00793826404949149
"97",4801,1,0.838272594831421,0,0.0185395233540604,1,0.811936405040613,0,0.709811318781302,NA,NA,1,0.0079431964620895
"98",4851,1,0.435607218177122,0,0.00012309629281515,1,0.790146580563445,0,0.915422391865646,NA,NA,1,0.00794651285415289
"99",4901,1,0.253708433565515,0,2.4910299898373e-06,1,0.804028382575,0,0.94944678297457,NA,NA,1,0.00794135926763292
"100",4951,1,0.149661594425813,0,0.00328720463454546,1,0.803063236082964,0,0.689803171545094,NA,NA,1,0.0079426607046639
