"","Species","Residuals","Intercept","InvClim","PreClim","InvTime"
"1",115.549546773891,2000,1812.37020384832,2193.55152541935,2780.46927041576,1861.49120195665
"2",201.320141478808,2000,1843.93455430815,2091.69144809672,2860.1677873405,1899.62344611292
"3",142.189769832281,2000,1608.47356527091,2472.57752175466,2018.28716762729,1506.96087135603
"4",110.623314134148,2000,1765.55503211208,2071.06230630366,2714.78435141842,1733.28310848769
"5",347.686038347247,2000,1753.14149073043,2658.20279016917,1899.85655527829,1483.41961954972
"6",116.481088027784,2000,1761.29660256118,2130.94598298692,2679.96419972196,1818.22488478622
"7",115.364184242865,2000,1998.49584901633,2134.06358062465,2325.6690688505,1777.10417889435
"8",157.980886874667,2000,1805.62908174645,2580.9470062841,1496.39144220469,1534.15664658843
"9",108.272071050091,2000,2051.2499541594,2281.13930094173,2025.65373917798,1712.91001889397
"10",113.470309755155,2000,2285.51058756334,2212.21950802928,2520.43458357191,1838.41420076719
"11",112.192177682104,2000,1792.96570227157,2080.98174097164,2767.58434803511,1770.34196302643
"12",100.532919046104,2000.00000000001,1723.94312641964,1990.01264058913,2404.36701390087,1773.97503541971
"13",109.427875674849,2000,1849.69445888653,2095.0934564015,2072.19023277759,1652.14907564213
"14",110.948552086176,2000,1934.61585908699,2542.31151822935,1851.04447510711,1656.36866408508
"15",111.112706694042,2000,2003.77521408488,2493.86659644847,1587.35230634135,1589.6107379534
"16",109.661185145912,2000,1728.59099928795,2067.57145458476,2642.33622304888,1673.58864750115
"17",101.826720401052,2000,1968.29905760511,2323.31874957855,2113.15250570003,1730.82920037177
"18",934.987800079662,2000,1293.02048942699,2521.27826238429,2050.32343316544,1573.37160977608
"19",603.344770579127,2000,1684.53604664094,2667.70097542058,2578.76483734668,1517.69416262366
"20",98.4839592154377,2000,1758.70240066543,2115.54040128269,2634.27021647757,1808.47861998628
"21",108.682157186622,2000,1964.92181145854,2367.42622608921,2079.3726162639,1719.82745959117
"22",141.168271477705,2000,1837.05516707009,2555.48386690405,1562.34652686057,1578.3607937816
"23",149.203464300228,2000,1799.90593080382,2539.43036358455,1934.04845600642,1522.65050031338
"24",105.412714049703,2000,1880.98262799682,2233.05011913349,2003.02688340441,1665.29035727446
"25",104.023765013857,2000,2121.77116157789,2176.6937736658,2118.62500016565,1743.90058146641
"26",136.941723090517,2000,1840.75699036841,2547.72331988506,1552.46243242749,1530.950904389
"27",116.713846823661,2000,1928.14696287555,2543.71351337106,1539.38333039141,1593.89783414126
"28",113.719799080547,2000,2051.51976929646,2226.01441985105,2260.8392773301,1778.22055657256
"29",114.523010871223,2000,1834.23499332477,2082.42122722349,2684.37565032914,1854.27463953331
"30",460.409862087143,2000,1831.24952218577,2257.78920351437,3350.38550113722,1497.37970709902
"31",112.114576960842,2000,1832.79183191383,2251.87741699932,2664.64784099978,1679.27910599444
"32",105.979765817744,2000,1834.94178751978,2194.72664608107,2130.53058359195,1681.28855536223
"33",129.23683271365,2000,1562.32614081073,2193.14863293218,2243.34279052166,1682.50942544392
"34",101.755600745395,2000,1850.93437244438,2063.44612512976,2256.93269552142,1733.43266376713
"35",112.102322223572,2000,2185.59197895663,2291.77762783111,2415.86005615333,1825.94900483743
"36",107.66221346017,2000,1935.04355208997,2171.29855830059,2600.68873130451,1846.58755781656
"37",169.174917245332,2000,1766.38025332388,2578.17346089597,1548.95395319934,1490.08932659818
"38",125.476438902565,2000,1864.06141462551,2540.19234789676,1567.61160902347,1581.8673056277
"39",100.180427103797,2000,1912.3468211756,2054.77047735064,2334.93525498013,1759.75492549155
"40",157.387795142339,2000,1805.92609490989,2566.05036121322,1516.39045213107,1517.51586430874
"41",128.546428639753,2000,1582.72698126172,2167.18314802339,2134.23750236589,1626.09448140663
"42",121.970563937188,2000,1943.29449956632,2184.12128649777,2687.01301864624,1679.16466972747
"43",896.002953058655,2000,1772.43835528977,2433.005662296,2308.91108715984,1504.21689739898
"44",113.293409096216,2000,1934.11772845116,2545.83345848715,1828.6799571595,1626.21554639759
"45",111.512112578042,2000,1663.2072717337,2093.79150921695,2541.40139498548,1727.10526233898
"46",114.483046777,1999.99999999999,2193.69129886325,2177.83681127582,2317.11049835243,1788.89907879529
"47",864.865612192317,2000,1843.91193012372,2326.1068307663,2854.68365544678,1557.49826452892
"48",107.20392440608,2000.00000000001,2003.53783443708,2521.16036446665,1848.87721290973,1618.88655866848
"49",171.197116831026,2000,1774.205498626,2562.96990998604,1534.61043818051,1470.46660297644
"50",321.597704451479,2000,1740.13049697291,2896.14159600539,2210.60196063678,1461.10292666367
"51",114.111867101783,2000,1850.09784439367,2099.50478731552,2694.83482707513,1866.94720483225
"52",303.452390868538,2000,1715.74312507829,2695.31177695212,1769.22672353974,1159.48386647787
"53",115.535811139242,2000,1958.78401517076,2078.50199893819,2361.56757423784,1784.47784810967
"54",284.227528940398,2000,1746.72904478123,2702.10556490938,1798.79546726157,1169.07321813767
"55",115.200065881488,2000,2321.20909093256,2228.07896793477,2627.0706836128,1888.79849625304
"56",117.73906864914,1999.99999999999,2180.77765988227,2354.22817245493,2363.55473049751,1825.94430018674
"57",240.571012175339,2000,1581.58750160387,2608.80582303252,1868.54194266908,1172.88829455187
"58",107.154629210942,2000,1657.13759882006,2049.98972328726,2256.26056861327,1695.50207689354
"59",163.58734913692,2000,1878.38174684042,2543.89612991416,1541.15889860388,1489.14962403926
"60",107.263325248933,2000,1765.79792173258,2066.53167658824,2680.40916714193,1707.68444235
"61",879.118355864829,2000,2000,2372.6516451579,2688.52056323777,1628.71070388804
"62",117.573111750173,2000,1927.44692005411,2027.83507101814,2389.01649008422,1784.83272356937
"63",494.826896806756,2000,1584.99471240203,3112.4462039895,2042.18945536944,1457.80133983257
"64",109.444546865951,2000,2051.92141491183,2258.54651218872,2033.85682041631,1707.8414324894
"65",115.042760667562,2000,1736.23752722654,2050.03079893698,2643.88721584101,1684.31347794296
"66",141.965035369365,2000,1856.84856977977,1992.90301896976,2792.35606234494,1903.37624243916
"67",205.489952714526,2000,1596.15672317409,2059.70975785471,2803.1569392491,1892.07960910612
"68",100.852369913601,2000,1730.03792583669,2126.62262202119,2484.34176603693,1793.28725174086
"69",113.398510681035,2000,2027.13466932109,2200.59325566115,2429.58080046521,1784.73412766639
"70",247.357467885253,2000,1637.18441395404,2649.28024136714,1817.00991775352,1393.20187915572
"71",108.583459230587,2000,1794.41358865115,2104.90936441501,2740.0625473274,1736.86292975374
"72",128.8887221353,2000,1901.7694135823,2534.21462013769,1525.90936476099,1533.71706187214
"73",103.478732098396,2000,1790.46141038895,2100.07606044267,2692.70851335259,1701.57441826035
"74",101.466575125793,2000,1929.17085926665,2348.66791129532,1957.30206021058,1675.24612843389
"75",130.438043038757,2000,1858.89326984839,2519.74252140207,1626.37073529463,1548.71491627758
"76",113.181899762429,2000,1812.69539617434,1512.34305966169,2695.4270205578,1855.5349644139
"77",116.635689510094,2000,1749.68746946595,2179.93409679136,2509.07813896832,1816.52353256685
"78",119.690129458883,2000,1902.36199035343,2527.0418451654,1571.78092933817,1579.9713281333
"79",120.309118248653,2000,1926.3162019853,2495.98343766275,1612.69571230277,1555.64652663284
"80",895.951570449425,2000,1598.34195925259,2459.57379020049,2556.14162317292,1678.06160305247
"81",135.189553722246,2000,1809.17033451726,2060.55271561729,2775.80496950917,1907.1482497334
"82",119.622862676367,2000,1844.48481018999,2180.30012860364,2853.90361408672,1715.66243586239
"83",924.795410636492,2000,1275.54100755344,2971.83749409955,2260.65011018578,1544.95686778698
"84",265.426253109396,2000,1475.5307615926,2640.88853218848,1855.82031141736,1178.42430968716
"85",109.84007773311,2000,1880.04556549574,2301.12575703189,2757.10218289152,1741.29875391654
"86",101.473700506894,2000,1726.7123328964,1999.61548675166,2571.82696341079,1768.6300086248
"87",116.19244843659,2000,1848.23279043589,2072.16012189451,2734.77093338359,1864.78388738307
"88",113.326354258489,2000,2133.29403914425,2060.29693962794,2621.41613740687,1830.381153058
"89",128.674448554158,2000,1576.32486197929,2157.00486386919,2363.06589277897,1580.67923082507
"90",850.427790358058,2000,1546.60755038711,2770.59856753863,2172.76570654373,1635.04116441279
"91",103.386789746164,2000,1995.39286825133,2155.76517931473,2294.74255517119,1763.6422552834
"92",105.720112536094,2000,1900.33925829113,2200.37903300821,2176.68411469817,1721.22153300414
"93",93.8058709832071,2000,2030.87892870324,2480.88147637134,1971.01667894353,1707.85989874836
"94",404.036448198459,2000,1694.27129646537,2876.68617187281,2056.08773116467,1464.11636743692
"95",114.554571923606,1999.99999999999,1928.91140704934,2534.77578925737,1566.99380675798,1605.2153169067
"96",163.362912820544,1999.99999999999,1786.17212203297,2568.61932542424,1513.14167102459,1500.02802594028
"97",101.378358922559,2000,1751.05124486699,2096.36066521801,2623.41369589775,1799.94826882975
"98",154.248110695535,2000,1821.42828051495,2543.12162613927,1568.82199455661,1484.53655697063
"99",166.07433779407,2000,1774.66470927913,2574.00642057886,1916.46486442949,1471.91181751874
"100",111.019388503261,2000,2039.99285006555,2337.38840544997,1991.88985261912,1705.56466019028
