"","V1"
"1",0.450797039805894
"2",0.36594951451757
"3",0.395970265367283
"4",0.383021558900275
"5",0.311223019924325
"6",0.4199101688013
"7",0.214506281118711
"8",0.395838361691735
"9",0.480760896303013
"10",0.282025078125345
"11",0.260865485031146
"12",0.296136561719315
"13",0.354704139395683
"14",0.544033922053259
"15",0.496055569271871
"16",0.56078708918328
"17",0.394075939729771
"18",0.434475652063346
"19",0.401056651948666
"20",0.596327392531735
"21",0.298381250073363
"22",0.544962755609932
"23",0.27990970922358
"24",0.505621501197766
"25",0.350526870790505
"26",0.605563167129342
"27",0.438668615678656
"28",0.481117070285344
"29",0.418814439100271
"30",0.47655206856283
"31",0.412216154423597
"32",0.468277397602189
"33",0.221757659873763
"34",0.405692970312645
"35",0.414166718211585
"36",0.555528482481941
"37",0.59902975487379
"38",0.228311682827163
"39",0.474585860314229
"40",0.491218056868238
"41",0.46506637366156
"42",0.445103106353494
"43",0.308737408008217
"44",0.365103570182922
"45",0.310861204642045
"46",0.38485936850774
"47",0.330062728797668
"48",0.421780411566132
"49",0.454382438100665
"50",0.526590372364091
"51",0.34877392802218
"52",0.545857117031114
"53",0.46906893025847
"54",0.481936506460429
"55",0.341959365152271
"56",0.313383552888554
"57",0.307283849050676
"58",0.485796157151605
"59",0.279113872030374
"60",0.395859520744062
"61",0.412072754243878
"62",0.291107248161204
"63",0.235905310019632
"64",0.244738508207839
"65",0.278902211290827
"66",0.445096606891636
"67",0.302357282160352
"68",0.472254971351094
"69",0.523793310661426
"70",0.317554277457528
"71",0.249449232567862
"72",0.44283981924508
"73",0.578527563523529
"74",0.339906410772536
"75",0.368831735618621
"76",0.179820103565028
"77",0.594571227519224
"78",0.335773909338285
"79",0.253342302880711
"80",0.465329334067415
"81",0.51775659169308
"82",0.348220491583754
"83",0.352472930780014
"84",0.268845325691509
"85",0.523803431650245
"86",0.408721029647787
"87",0.427988475007628
"88",0.522787817963846
"89",0.42952220789948
"90",0.330042603089931
"91",0.256947860622167
"92",0.439014866165724
"93",0.264729438045665
"94",0.323725525798687
"95",0.506859061559946
"96",0.516452280951116
"97",0.330638842111445
"98",0.310758313872518
"99",0.254267461180008
"100",0.455687253378679
