"","stest","start","pvalue","htest","mean","halfwidth"
"(Intercept)",1,1,0.132302962540933,1,-4.41279293141276,0.0253572696907785
"Specieschlorocyanus",1,501,0.084387260850786,1,0.229668820431997,0.00234056242585757
"Speciescristatellus",1,1,0.937446485453463,1,0.63133405900529,0.00209952710456308
"Speciescybotes",1,1,0.712656581009299,1,0.241036438035213,0.00204837753523766
"Speciesdistichus",1,1,0.426922245278591,1,0.445112454651874,0.00227075758318189
"Speciesequestris",1,1,0.223915591652471,1,-0.911499153438859,0.00796420449967877
"Speciessagrei",1,1,0.729271461120166,1,0.325518668003104,0.00239674991215063
"SVL",1,1,0.473415101459988,1,0.0560852994758829,0.000389129944878496
"Stops",1,1,0.225061617067056,1,-0.023018375882905,0.000288195426902197
"Fails",1,1,0.749295860458354,1,-0.0347910061952618,0.000448859921159471
"SprintTemp",1,1,0.0640091807992137,1,0.0257279907745565,0.000927133004624764
"AgeSprint",1,1,0.316309254610764,0,0.00354569645518546,0.000441288447581941
"nTreatment",1,1,0.642720627811623,0,-0.0246963492633622,0.00277473334910655
"Specieschlorocyanus:nTreatment",1,1,0.406470682123972,1,-0.177434755240233,0.00392083377926487
"Speciescristatellus:nTreatment",1,1,0.686386244795398,1,-0.104989989579378,0.00376814128181068
"Speciescybotes:nTreatment",1,1,0.634756921927898,1,-0.148278294233818,0.00379365555006199
"Speciesdistichus:nTreatment",1,1,0.199033764848652,1,-0.1495673052027,0.00392868594100692
"Speciesequestris:nTreatment",1,1,0.811178610046485,0,0.0058756717407732,0.00400871058457123
"Speciessagrei:nTreatment",1,1,0.47137977523333,1,-0.153065610214962,0.00378086090815371
"(Intercept).Cage.1",1,1,0.706896998658503,0,0.00702719202575032,0.0018846910160704
"(Intercept).Cage.10",1,1,0.459246822352956,1,-0.0668730925735632,0.0019638860988922
"(Intercept).Cage.11",1,1,0.729799881331095,1,0.0196648717930763,0.0017871125648114
"(Intercept).Cage.12",1,1,0.3285708067483,1,0.0325174601215602,0.0017658990222719
"(Intercept).Cage.13",1,1,0.372707297513192,0,-0.0145290754670214,0.0016976969193016
"(Intercept).Cage.14",1,1,0.758011015581616,0,0.013533787994296,0.00167890991594503
"(Intercept).Cage.15",1,1,0.791257147445655,1,-0.0318836790319146,0.00173995774781393
"(Intercept).Cage.16",1,1,0.44799134836205,1,0.0429366453138394,0.00183225200718071
"(Intercept).Cage.17",1,1,0.466791353206613,0,0.00599087679528759,0.00178770331516101
"(Intercept).Cage.18",1,1,0.618209329250525,1,-0.0221068611481003,0.00181571132920324
"(Intercept).Cage.19",1,1,0.549871418721113,1,-0.0271228826789909,0.00186066485936801
"(Intercept).Cage.2",1,1,0.730935145628857,1,0.0451871669574945,0.00184092301365078
"(Intercept).Cage.20",1,1,0.90377316460825,0,-0.0151488768210184,0.00179264384074181
"(Intercept).Cage.22",1,1,0.639996500351806,0,0.0153812824510204,0.00164221333408141
"(Intercept).Cage.23",1,1,0.829616204088233,1,0.057344107266232,0.00191002871998065
"(Intercept).Cage.24",1,1,0.702069458281304,1,-0.0185158745559808,0.0017914226143991
"(Intercept).Cage.25",1,1,0.430523973468922,1,-0.0205650118626135,0.0019561099411608
"(Intercept).Cage.26",1,1,0.909811109034995,0,-0.00127841942611523,0.00187762136387894
"(Intercept).Cage.27",1,1,0.0582202830545634,1,0.0450564255066322,0.00203062106115434
"(Intercept).Cage.28",1,1,0.903497966263007,0,-0.00606010318783648,0.00176132332310584
"(Intercept).Cage.29",1,1,0.609299048885388,1,-0.0599338558694553,0.00195810585723786
"(Intercept).Cage.3",1,1,0.460268835709209,0,0.00360327145738782,0.00163859908805429
"(Intercept).Cage.30",1,1,0.168710641004972,0,-0.0144820767619603,0.00166890239135217
"(Intercept).Cage.31",1,1,0.270782543587613,1,-0.0337501847882755,0.00189471405376672
"(Intercept).Cage.32",1,1,0.742283086341643,0,0.0187171114160394,0.00193447041805673
"(Intercept).Cage.33",1,1,0.796802538999402,0,-0.00727974155014299,0.00179367006616075
"(Intercept).Cage.34",1,1,0.158346817518407,1,0.0341507922328765,0.00169080339799241
"(Intercept).Cage.35",1,1,0.0734025282853848,0,0.0148089955160438,0.00172289697553251
"(Intercept).Cage.36",1,1,0.249496186625857,1,0.0207512870497409,0.00197942711108433
"(Intercept).Cage.37",1,1,0.644734283538672,1,-0.0384023537237402,0.00176156037338495
"(Intercept).Cage.38",1,1,0.264713936286089,0,-0.00703259799827702,0.00162462249883766
"(Intercept).Cage.4",1,1,0.10937940247137,0,-0.00511424955174922,0.00177684824183722
"(Intercept).Cage.40",1,1,0.531775641523545,0,-0.00362075820426186,0.00193042093730476
"(Intercept).Cage.42",1,1,0.107044833875993,0,0.00940402893299697,0.00162145228171485
"(Intercept).Cage.43",1,1,0.282507237377662,0,0.00209190313986448,0.00174110552903967
"(Intercept).Cage.44",1,1001,0.133175743245144,0,-0.0188988190697972,0.00208073533271771
"(Intercept).Cage.45",1,1,0.35636276446884,1,0.0284650306736036,0.00164182691087118
"(Intercept).Cage.46",1,1,0.126037132689936,1,-0.0322277396003631,0.00182788261487513
"(Intercept).Cage.47",1,1,0.840510463165041,0,-0.000710531553742343,0.00177387085934167
"(Intercept).Cage.48",1,1,0.31661933638501,0,-0.00358334761051558,0.00184043257984269
"(Intercept).Cage.49",1,1,0.181407278653738,0,0.00177674971619454,0.00174031941455861
"(Intercept).Cage.50",1,1,0.906474307071264,0,0.0168592108601264,0.00170315520039973
"(Intercept).Cage.51",1,1,0.616800280016231,0,-0.00643847046568511,0.00187654746424499
"(Intercept).Cage.57",1,1,0.612018761534994,1,-0.0340156747258661,0.00180663513419
"(Intercept).Cage.58",1,1,0.717918585506873,1,0.0216620982207263,0.00174084924244538
"(Intercept).Cage.59",1,1,0.424198642025927,0,-0.0111507264901025,0.00170602022887283
"(Intercept).Cage.6",1,1,0.818119355051179,0,0.0120938218691094,0.00176013335833942
"(Intercept).Cage.60",1,1,0.0995279880330727,0,0.0134174724900564,0.00172555040421886
"(Intercept).Cage.61",1,1,0.549169634552038,0,-0.0164733334047435,0.00189929194744194
"(Intercept).Cage.62",1,1,0.854190245525053,1,0.0389418935203144,0.00174202768068031
"(Intercept).Cage.63",1,1,0.671026443036296,0,0.00794862312916478,0.00155570768218651
"(Intercept).Cage.64",1,1,0.270427759026402,1,0.019944382593207,0.00187355161948872
"(Intercept).Cage.65",1,1,0.899789147004245,0,0.0170329870283568,0.00182066310307514
"(Intercept).Cage.66",1,1,0.507367136140166,0,0.0038388194875599,0.00181889429880624
"(Intercept).Cage.67",1,1,0.276847442380822,1,-0.066174300998071,0.00222666838990636
"(Intercept).Cage.68",1,1,0.361783924449917,1,0.0211154900392621,0.00175578373707646
"(Intercept).Cage.69",1,1,0.639373957504312,0,0.0092035375397963,0.00163786214808309
"(Intercept).Cage.7",1,1,0.7026261575782,1,0.0308291607646729,0.00183270401873966
"(Intercept).Cage.70",1,1,0.530706367900398,0,-0.014666205528143,0.00176131359634257
"(Intercept).Cage.71",1,1,0.988663347861067,1,0.0492164228682664,0.00188302967095061
"(Intercept).Cage.72",1,1,0.305942321362099,0,0.013286741579018,0.0017985369574488
"(Intercept).Cage.73",1,1,0.315718381983324,0,-0.0131647184673886,0.00177690620116082
"(Intercept).Cage.74",1,1,0.400434902050055,0,-0.00627626491243613,0.00181063894671689
"(Intercept).Cage.75",1,1,0.119725928459516,0,0.0149085043142261,0.00187390968848002
"(Intercept).Cage.76",1,1,0.250559515116096,0,-0.00695600728274456,0.00186175600094538
"(Intercept).Cage.77",1,1,0.85807807372303,1,-0.0682298386589567,0.00218715418886215
"(Intercept).Cage.8",1,501,0.117913998415897,0,-0.0117459430003745,0.00180716738216624
"(Intercept).Cage.9",1,1,0.789266868267232,0,-0.0133328497816575,0.00169494360040737
"nTreatment.Cage.1",1,1,0.260454190818503,0,0.0096446962949121,0.00214304985200255
"nTreatment.Cage.10",1,1,0.0945673896316251,1,-0.0260172013463685,0.0022680029933965
"nTreatment.Cage.11",1,1,0.390728994061554,0,0.00363848788179329,0.00202684436721612
"nTreatment.Cage.12",1,1,0.76254551399239,0,0.0143983398057911,0.00190240273257916
"nTreatment.Cage.13",1,1,0.710541669882402,1,-0.0226054714637782,0.00207542733985775
"nTreatment.Cage.14",1,1,0.793467690470323,0,-0.00204964211116642,0.00206178936878025
"nTreatment.Cage.15",1,1,0.158605511645421,1,-0.0387539742705387,0.0023323753329846
"nTreatment.Cage.16",1,1,0.599072705609199,1,0.0260000620796393,0.00204334352902169
"nTreatment.Cage.17",1,1,0.847277779949192,0,0.00857670005701837,0.00196107576106907
"nTreatment.Cage.18",1,1001,0.354760754592543,0,-0.0166545335714666,0.00236468091955076
"nTreatment.Cage.19",1,1,0.390390511422356,0,0.00370175500179646,0.00208484434342712
"nTreatment.Cage.2",1,1,0.0698436835088661,0,0.0129989738394092,0.00198479230517221
"nTreatment.Cage.20",1,1,0.334936153607618,1,0.0247887993310757,0.00216586961422585
"nTreatment.Cage.22",1,1,0.465620112678383,0,0.00789986688942011,0.00193402079725153
"nTreatment.Cage.23",1,1,0.0675086716454847,0,0.00563527017965397,0.00207364569450451
