"","post.mean","lower.HPD.95","upper.HPD.95","post.mode","pMCMC"
"Intercept",-0.167358173241076,-0.325824772648048,-0.0247950032135122,-0.171636943181363,0.02691
"PreClim",-0.000657303221399471,-0.0655761051457375,0.0591225337557262,-0.00187064835173623,0.96211
"InvClim",0.00108657799195212,-0.0575301400604076,0.0619293116797053,-0.00462563744917643,0.95331
"InvTime",-0.00143611169062338,-0.0640211708669085,0.0599653836106881,-0.00341400453327489,0.94541
"Spp",0.00840219193054959,2.81842456789802e-15,0.0174206579571907,-3.53697173778078e-05,5e-06
"units",0.00695613407221946,2.29886687346145e-05,0.0252119506446884,7.79325631084038e-05,5e-06
"s2",0.323580180638729,2.71340998801202e-14,0.959798352370911,0.00226056731841136,5e-06
"CVspp",-0.402164638890939,-3.73173191115122,1.49876982767354,7.2509936598799,0.07901
"CVresid",-0.666332879844651,-2.70066710125423,0.559332240112113,-10.4511531226744,0.07901
