"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp"
"1",1,0.00811928356066768,0.00541822674274054,0.0113337372641511,1800
"2",51,0.01435814617695,0.0095389040973994,0.0200332943914817,1800
"3",101,0.00429985936977584,0.00284576522508417,0.00597982505319541,1800
"4",151,0.00202403193039838,0.00134710254341768,0.00281229537242943,1932.59697606599
"5",201,0.0015428346181996,0.00100907527073555,0.00213081513802213,1800
"6",251,0.000213735455683327,0.000143070383437474,0.000298240329468153,1938.63016300752
"7",301,0.00979719296879469,0.00640593760342752,0.0135094128695256,1800
"8",351,0.00714210628853693,0.00477916627818259,0.00997275791060047,1932.11686270725
"9",401,0.0272039386167571,0.0179803361871589,0.0377199642066456,1800
"10",451,0.00423616983748993,0.00282947127426407,0.00589484621941621,1928.66837959359
"11",501,0.00768735422042928,0.00500336242576068,0.0107201569914537,1800
"12",551,0.00132003903790442,0.000863554166460426,0.00183508324071847,1800
"13",601,0.000266890686276118,0.0001750539994811,0.000368407290945962,1800
"14",651,0.00110711187189455,0.000725445015725226,0.00153925681594112,1800
"15",701,0.00556581564946746,0.00368153952598779,0.00775235532425364,1925.41739907336
"16",751,0.00303531919752085,0.00201413616724839,0.00421377665133541,1927.33183097495
"17",801,0.00249322446522876,0.00164423377722807,0.00346281557483306,1930.21629561012
"18",851,6.56195961699833e-05,4.31536782090264e-05,9.12328692515238e-05,1800
"19",901,0.00319789737811807,0.00213150689162271,0.00446026233365116,1934.66076941896
"20",951,0.0136201089949268,0.00901216557871231,0.0189150797848149,1931.89188244462
"21",1001,0.00430665621937369,0.00283461623568927,0.00596834845316663,1800
"22",1051,0.00179352499238403,0.00119886252054943,0.00250417759174576,1800
"23",1101,0.00260381346313749,0.00172237172128327,0.00363025457904618,1929.0740533904
"24",1151,0.0122577829774522,0.00812881903228555,0.0170654609156881,1930.9066374398
"25",1201,0.003169071999311,0.00206613757876932,0.0043936275993855,1800
"26",1251,0.00965379235599036,0.00642835539780955,0.0134472014976479,1935.2541841593
"27",1301,0.00602614766275177,0.00402567593368999,0.00839563304704579,1800
"28",1351,0.0200563468842227,0.0133492965900836,0.027888651216577,1800
"29",1401,0.000136029290323311,9.03386909930836e-05,0.000189078914138035,1800
"30",1451,0.0102167898723471,0.0068189366530213,0.0142194780405083,1942.48634201572
"31",1501,0.00268024788422504,0.00176272530009181,0.00371645698097086,1927.91845641985
"32",1551,0.00246428793626667,0.00160235746971748,0.00340773402729219,1800
"33",1601,0.00631457194808456,0.00411546485598972,0.00876334371916892,1800
"34",1651,0.000414477052376217,0.000272265686177406,0.00057528163345748,1800
"35",1701,0.000140224107036786,9.25983968912287e-05,0.000194684778172006,1800
"36",1751,0.00602398990464835,0.00394391270127871,0.00834507127286482,1933.23899330463
"37",1801,0.00254077603664066,0.0016705528679319,0.00352329482070143,1926.17424709619
"38",1851,0.00151809354314101,0.000990977247069621,0.00210887179401941,1800
"39",1901,0.0219974037578315,0.0143531792849881,0.0304279656582873,1800
"40",1951,0.00995940504307595,0.0066089181897545,0.013852471675359,1929.78206239676
"41",2001,0.00407464930006392,0.00272116812108713,0.00568460516725076,1800
"42",2051,0.000119825377076099,7.78310759622709e-05,0.000165459051643362,1800
