"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp"
"1",1,0.00034927858846024,0.000239247502925445,0.000481364757413082,1800
"2",51,9.66593681104429e-05,6.66429040327899e-05,0.000134890141363658,1681.77404158106
"3",101,0.000122916276309884,8.67889285426774e-05,0.000172140447058298,1800
"4",151,0.000123484043013998,8.46367885362326e-05,0.000172174922463502,1673.78767507219
"5",201,8.19240540522392e-05,5.61646508303121e-05,0.000113909822629662,1800
"6",251,0.000326693262000447,0.000224031915079711,0.000452814989744054,1800
"7",301,0.000274067262028897,0.000189731404132679,0.000380431875510308,1800
"8",351,0.000159789904815598,0.000110420672609687,0.000222400391686851,1800
"9",401,0.000198187387184376,0.000134025747539033,0.000272995975754303,1800
"10",451,0.000193124832077289,0.000133995605829095,0.000271290931183725,1676.20061209987
"11",501,0.000175207178087645,0.000121228792465843,0.000244337610973518,1676.32455455182
"12",551,0.000125961803129749,8.77660072726383e-05,0.000175760444697613,1800
"13",601,8.01367432246723e-05,5.60135094228788e-05,0.000111913980752831,1677.99731150911
"14",651,0.00010713242963552,7.61825276869019e-05,0.000151023042950705,1800
"15",701,0.00020466288757421,0.000141957195704053,0.000284701278911386,1680.12050625599
"16",751,0.000271404789513857,0.000193073332534205,0.00038246991883467,1800
"17",801,0.000118511223011059,8.12190316405534e-05,0.000164515531994019,1800
"18",851,0.00010758052773306,7.47692504452067e-05,0.000150153164215863,1679.03056465201
"19",901,8.37787115588061e-05,5.71175982527265e-05,0.000115378088829573,1673.62217640533
"20",951,0.00014339453307414,0.000100118728551259,0.000200456371304575,1682.14838894545
"21",1001,0.000186346548458256,0.000130904477848985,0.000261311859883102,1800
"22",1051,0.000105421192713286,7.09366570183301e-05,0.000144228551102588,1676.00856133356
"23",1101,0.0002251349913027,0.000154852820214866,0.000311220489881116,1682.62521129325
"24",1151,0.000174102911015594,0.000121869432732118,0.00024383975898905,1674.2029606308
"25",1201,0.000151842891170949,0.000107431284721275,0.00021478630866929,1670.69504599612
"26",1251,0.000223142267724108,0.000156613407987731,0.0003128994452731,1800
"27",1301,0.000138960557300741,9.74011913919678e-05,0.00019445854451458,1800
"28",1351,0.000278876653169681,0.000194272949032424,0.000389466986343971,1679.902670812
"29",1401,0.000160187854387115,0.000109858876415773,0.000222431025657991,1800
"30",1451,0.000108119994365063,7.51526890506257e-05,0.000151279186546778,1800
"31",1501,0.000145765535224706,0.000102163825872534,0.000204104011926212,1800
"32",1551,0.000112660206784498,7.80931291444079e-05,0.000157436460863261,1800
"33",1601,0.000168930388079815,0.000119046489357258,0.000235895825535972,1675.4288338993
"34",1651,0.000169200567022067,0.000117673354533866,0.000235811382084254,1800
"35",1701,0.000180335746588908,0.000125843338333723,0.000251509948814706,1680.1657688051
"36",1751,0.000144605433892626,0.000100868836100524,0.000201848663537626,1800
"37",1801,0.000134013678617498,9.32222518107221e-05,0.000186768332181706,1799.99999999999
"38",1851,0.000233761328547037,0.000159786751718355,0.000321080707237322,1800
"39",1901,0.000204430025195222,0.000144110631455175,0.000286779709969444,1800.00000000001
"40",1951,0.000205453520106974,0.00014069369561493,0.000285819859697886,1800
"41",2001,0.000194036003675432,0.000132926982364094,0.000272880896531041,1800
"42",2051,0.000234468776599508,0.00016162261224297,0.000326716437602252,1800
"43",2101,0.000317314985988176,0.000219293750121338,0.000441336403815792,1682.94311851599
"44",2151,0.000109021394661608,7.47399004379939e-05,0.000152216547356511,1668.68576686785
"45",2201,9.18130779272024e-05,6.3648915506728e-05,0.000128467321067171,1800
"46",2251,0.000147746319531007,0.000100887475961534,0.000206173314734061,1800
"47",2301,0.00015628064877809,0.000107825424600714,0.000217910582288767,1800
"48",2351,0.000172389812377172,0.000120199571611906,0.000240999474753057,1800
"49",2401,0.000237142086271436,0.000167221885340412,0.000332177016813944,1800
"50",2451,0.000188318490909084,0.000129515770230522,0.000261345568114925,1800
"51",2501,0.000215699374527674,0.000148269453727148,0.000299262598971001,1800
"52",2551,0.000148730119778187,0.000103153240961208,0.000206397232567712,1800
"53",2601,0.000176913553515672,0.000123982976119394,0.000248615471220617,1672.84772140864
"54",2651,0.000109738461528268,7.43388687609443e-05,0.000151156058203985,1800
"55",2701,0.000129809213898788,8.4876178944512e-05,0.000178590573642315,1800
"56",2751,0.000133488232416932,9.39160679176909e-05,0.000188196426172465,1676.3170043529
"57",2801,0.000101838393385966,7.12125824055951e-05,0.000142314375459889,1674.81126050878
"58",2851,9.75101534317755e-05,6.7733230974647e-05,0.000136455778620808,1800
"59",2901,0.000192572523494124,0.000134356762128125,0.000268394152380477,1667.32026551639
"60",2951,7.89195989131419e-05,5.28464215099901e-05,0.000107889052750231,1671.81167762764
"61",3001,0.00011299434669013,7.73984651017692e-05,0.000156268715595619,1800
"62",3051,0.000111747080704087,7.6875237586004e-05,0.000154780072786142,1800.00000000001
"63",3101,0.000160229226926677,0.000109433162722492,0.000222798844016436,1680.5677162801
"64",3151,0.000140818428080307,9.91322146958142e-05,0.000197097731071171,1800
"65",3201,0.000195133002330172,0.000130426718352436,0.000267036470172757,1678.94025217829
"66",3251,8.35102344887735e-05,5.46253828815644e-05,0.000112997328892797,1680.10484342421
"67",3301,0.000157453190956755,0.000107768795073932,0.000218200238792158,1800
"68",3351,0.000376565673234964,0.000257253894377956,0.000516045236719496,1800
"69",3401,0.000109175692790029,7.59975481869014e-05,0.000152404869438587,1680.69601265998
"70",3451,0.000281386534122257,0.000195449315273141,0.000390793075263254,1800
"71",3501,0.000128371592406221,8.79940432407726e-05,0.000178766328002085,1800
"72",3551,0.000111184085415804,7.81870544835774e-05,0.000156523057797561,1681.18206069319
"73",3601,0.000107022016086783,7.38428900472386e-05,0.0001493152578755,1800
"74",3651,0.000167534300568462,0.000116877334358214,0.00023457518210661,1800
"75",3701,0.000210140022085395,0.000148700459361256,0.000296666043220974,1663.35703364023
"76",3751,0.000151602403416518,0.000104804895841922,0.000212139627195909,1680.30089319382
"77",3801,0.000204677057249623,0.000140219264159268,0.000285892632382489,1678.58351789504
"78",3851,0.000246841740163021,0.000171030228049648,0.000343982467270644,1800
"79",3901,0.000223308684850698,0.000155918115669396,0.00031279745755033,1800
"80",3951,0.00025314058789851,0.000177984977161237,0.000355382713263334,1800
"81",4001,0.000134243525507204,9.17121280710702e-05,0.000185855928580849,1800
"82",4051,0.000127677441590998,8.80715671224213e-05,0.000178187417474995,1679.10967693447
"83",4101,0.000161914607956807,0.000111712701465955,0.000224154298344881,1800
"84",4151,0.000140322221905589,9.88268007852453e-05,0.000196552346970091,1674.71751396013
"85",4201,6.96659551140008e-05,4.84536607843028e-05,9.71145036348162e-05,1800
"86",4251,0.000128984859060254,9.102344680468e-05,0.000182067516321476,1680.10247624612
"87",4301,0.000144975754783084,0.000102070991657103,0.00020396673515203,1800
"88",4351,7.89686336604261e-05,5.55237427126804e-05,0.000110744868669574,1679.57256207653
"89",4401,0.000177099041416776,0.000124423721728625,0.000248744603023026,1673.87863844152
"90",4451,8.74596058581777e-05,6.09364224266144e-05,0.000122714765738028,1800
"91",4501,0.000153328207323156,0.000106453996300929,0.000214317312436921,1800
"92",4551,0.000264153113094255,0.000181637267552359,0.000365641314399866,1800
"93",4601,8.0785243831587e-05,5.69175020339675e-05,0.00011300499824555,1680.56321960648
"94",4651,9.15475867666832e-05,6.37301670086274e-05,0.000127830326783801,1800
