"","Iteration","Pass.Stat.Int","Pvalue.Int","Pass.Preclim","Pvalue.Preclim","Pass.InvClim","Pvalue.InvClim","Pass.InvTime","Pvalue.InvTime","Pass.Halfwidth.Int","Ratio.Int.","Pass.Halfwidth.Preclim","Ratio.Preclim","Pass.Halfwidth.InvClim","Ratio.InvClim","Pass.Halfwidth.InvTime","Ratio.InvTime"
"1",1,1,0.369236492540537,1,0.518732078532892,1,0.54431915358981,1,0.0660269391171332,1,-0.00245701478290849,0,0.460147797587035,0,0.18310626447187,0,-0.180608579292609
"2",51,1,0.154025476444459,1,0.976845829633228,1,0.79583099687076,1,0.976622056213499,1,-0.00250636653799064,0,-0.754585045817024,0,0.38161614346074,0,-2.83316088919022
"3",101,1,0.0682399964894632,1,0.867979119968075,1,0.990087985881156,1,0.969164879232703,1,-0.00255288031234391,0,-0.317224221348335,0,0.331802863575586,0,-0.888837713882882
"4",151,1,0.470829479292073,1,0.0855656498450169,1,0.771686767285145,1,0.324691088092581,1,-0.00377505614738541,0,-3.49458655892717,0,0.760277324089408,0,-2.3899203301256
"5",201,1,0.102189434717241,1,0.99495048884252,1,0.838704060069375,1,0.961462890055141,1,-0.00169423944171143,0,-0.404122948483763,0,0.391168237262571,0,-0.782311701224651
"6",251,0,0.000452061972344264,1,0.83660976029866,1,0.558216148891437,1,0.929857342453113,NA,NA,0,-2.75974556105265,0,0.505938278183389,0,-0.280948341416226
"7",301,1,0.437873238338104,1,0.999597380139102,1,0.81344780778811,1,0.986153645702459,1,-0.00210257982202072,0,-0.427887136351156,0,0.179295769553833,0,-0.426712263336208
"8",351,1,0.186242173625231,1,0.158831437037249,1,0.307920634793165,1,0.0706031787963931,1,-0.00298098778101721,0,-4.79563595446464,0,0.583849588737613,0,-0.296550411975193
"9",401,1,0.243966149132495,1,0.938728692754215,1,0.780923397998912,1,0.869793259075358,1,-0.0028474560182068,0,-1.09457222060833,0,0.244675386851854,0,2.42638022459273
"10",451,1,0.10584452159097,1,0.205885324873218,1,0.782889134129143,1,0.421513142767683,1,-0.00319055435219941,0,-0.670229447378817,0,0.34344089505099,0,-0.53123519144322
"11",501,1,0.0623137488907168,1,0.517990965042985,1,0.945086010813279,1,0.708985226745964,1,-0.00321820787895131,0,-0.74606662817501,0,0.333548713557622,0,-0.674801673732926
"12",551,1,0.0850896175514271,1,0.595197715800918,1,0.757328638862934,1,0.725557253545634,1,-0.00274813827170779,0,-0.535942238712583,0,0.345597244830064,0,-0.972198809612144
"13",601,0,0.0074619350437285,1,0.32904837351282,1,0.483293424707799,1,0.88812631886008,NA,NA,0,-0.808141603949364,0,0.440051975481925,0,-1.06325892357526
"14",651,1,0.0686643269017521,1,0.502942420266264,1,0.902730150417138,1,0.979875005034457,1,-0.00240095628503633,0,-0.41087470836608,0,0.411703444387199,0,-0.596814658643366
"15",701,1,0.0759255714967342,1,0.59017625850283,1,0.560162765012379,1,0.280591755501378,1,-0.00378499500644448,0,-1.20371709442349,0,0.541161645287151,0,-0.554585771286857
"16",751,1,0.260114206742994,1,0.630987971788919,1,0.247092812146785,1,0.122003453658445,1,-0.00336403335037672,0,-1.14850721950275,0,-1.26455415317615,0,-0.52756052819593
"17",801,1,0.120168284753647,1,0.479633082052211,1,0.668553738875435,1,0.756138115307004,1,-0.00288740818316691,0,-1.90691286416067,0,0.30078507716048,0,-0.583315424383046
"18",851,1,0.101909660056896,1,0.93460360650217,1,0.90871035620621,1,0.573501414495249,1,-0.00220665001695428,0,-0.468293414556914,0,0.294756905855273,0,-0.47057507549259
"19",901,0,0.015032184675265,1,0.702145862023983,1,0.954203299533443,1,0.851373617892993,NA,NA,0,-0.690957272590235,0,0.450531475578568,0,-1.08066410736733
"20",951,0,0.0448889433842503,1,0.936717200024971,1,0.707445608027987,1,0.971888905187514,NA,NA,0,-0.540440532620266,0,0.294932927096583,0,-0.571175556565689
"21",1001,1,0.150269649066769,1,0.98905751272309,1,0.787641301145851,1,0.805298106490222,1,-0.00322205962719599,0,-0.485660154522947,0,0.486067828536266,0,-0.814962175801558
"22",1051,1,0.0758636028295441,1,0.950763984601999,1,0.560305237983207,1,0.871078315898046,1,-0.00181538716685303,0,-0.439941382865219,0,0.375270851866159,0,-0.30659722990964
"23",1101,1,0.447261146407894,1,0.874842650152133,1,0.440719772428189,1,0.967438142186568,1,-0.00575524114441821,0,-1.03366907601092,0,0.245070958568792,0,222.045452494782
"24",1151,1,0.135238959744028,1,0.630181027994417,1,0.702359200178224,1,0.676452092975326,1,-0.0030669986081352,0,-4.76964825807163,0,-1.49383987708166,0,-3.15350352803553
"25",1201,1,0.116047612386524,1,0.73312321840157,1,0.76871321471205,1,0.984726202297344,1,-0.00264225475473801,0,-0.596328700072986,0,0.47099034963286,0,-0.827386061557861
"26",1251,1,0.0701251269305725,1,0.406146160482851,1,0.314696685204355,1,0.941013622419308,1,-0.00379483467832473,0,-1.75425974226058,0,0.485433423191508,0,2.91992360938582
"27",1301,1,0.069532492730302,1,0.906698305164633,1,0.835745074755022,1,0.872249464095162,1,-0.00309832526350069,0,-0.400952026113198,0,0.384432401700464,0,-0.842951480460741
"28",1351,0,0.0159711140505681,1,0.907306177910137,1,0.674401232846163,1,0.95419273954193,NA,NA,0,-0.38969990636096,0,0.464092761136807,0,-0.788593350701057
"29",1401,1,0.0626096970563217,1,0.382793876776877,1,0.984458632192676,1,0.682301308946479,1,-0.00314463286385602,0,-0.7424478775625,0,0.331704893854059,0,-0.653785142482489
"30",1451,0,0.034795563244003,1,0.998999122677874,1,0.569280101751078,1,0.93976109237571,NA,NA,0,-0.466020513130547,0,0.418463190034843,0,-0.707538026635126
"31",1501,0,0.00992634783934443,1,0.935472612926645,1,0.404547128589108,1,0.875981886740234,NA,NA,0,-0.42036872552944,0,0.245255108336121,0,-0.767544376127764
"32",1551,0,0.024393917674726,1,0.989540740096976,1,0.550068120900368,1,0.960562298685534,NA,NA,0,-0.43375384625025,0,0.339495014201084,0,-0.683293179844718
"33",1601,1,0.0771293943631067,1,0.331928077314324,1,0.446611194919541,1,0.958597701184718,1,-0.00238920228040998,0,-0.62449120355034,0,0.38707690552116,0,-0.481070667961951
"34",1651,1,0.0657072167371675,1,0.693969313564835,1,0.836804479549777,1,0.497899488132307,1,-0.00361831427609856,0,-0.546310076995534,0,0.402901037050321,0,-1.38473430716518
"35",1701,0,0.0112481443606895,1,0.511693854878216,1,0.623804206645225,1,0.977310799394659,NA,NA,0,-0.423678024443229,0,0.332088057111782,0,-0.769450994827167
"36",1751,1,0.245813151275276,1,0.945531906712237,1,0.984095168295271,1,0.985681835374869,1,-0.00378331154773162,0,-1.13712101495922,0,0.363949406746588,0,-27.6712971191965
