"","Iteration","PhyloDIC","PolyDIC","Diff"
"1",1,-198.821453391443,-199.298753257389,0.47729986594635
"2",51,-239.352235840455,-240.530165429411,1.17792958895583
"3",101,-193.143080006633,-194.555557976991,1.41247797035828
"4",151,-55.5153364235838,-56.245305058154,0.729968634570128
"5",201,-277.597209535322,-278.158270545942,0.561061010620449
"6",251,-78.8309730101878,-80.5551728012229,1.72419979103503
"7",301,-393.464795032601,-393.856599030349,0.391803997748355
"8",351,-123.025625019884,-124.458608310743,1.43298329085926
"9",401,-184.992389076034,-185.553234956759,0.560845880725111
"10",451,-212.183954872799,-212.863725050554,0.679770177755444
"11",501,-222.387946955872,-223.95416848947,1.56622153359805
"12",551,-223.7052877583,-223.871891214211,0.16660345591049
"13",601,-174.077025707081,-175.555682811389,1.4786571043085
"14",651,-132.13960070171,-133.958432742037,1.81883204032721
"15",701,-284.221083112213,-285.336685445144,1.1156023329313
"16",751,-82.2427800174636,-83.8891966134668,1.64641659600325
"17",801,-59.7917880952794,-60.2953434812321,0.503555385952737
"18",851,-72.9960873764007,-72.8638704366444,-0.132216939756319
"19",901,-175.964580842854,-176.685617276121,0.721036433266335
"20",951,-34.4346752555013,-34.0750429796915,-0.359632275809844
"21",1001,-436.499861420869,-437.036384300738,0.536522879868812
"22",1051,-98.2204771797307,-99.2895471469929,1.06906996726218
"23",1101,-94.5407695521235,-94.105591838954,-0.435177713169494
"24",1151,-323.847340246919,-325.62068603667,1.77334578975052
"25",1201,-74.7047096053809,-74.3756366249312,-0.329072980449681
"26",1251,-194.115579621372,-194.934209883115,0.818630261742584
"27",1301,-61.5293073515523,-62.4306169239815,0.901309572429227
"28",1351,-57.0103222933588,-57.8266558931368,0.816333599777991
"29",1401,-126.206613084219,-127.921924797165,1.71531171294569
"30",1451,-56.154811511774,-57.096725422451,0.941913910676988
"31",1501,-113.970292369974,-115.549557438766,1.57926506879244
"32",1551,-293.267125456057,-294.299553563302,1.03242810724493
"33",1601,-145.976251188172,-146.007778978661,0.0315277904897187
"34",1651,-124.195272552662,-123.910586355374,-0.284686197288011
"35",1701,-35.8854789900454,-37.3692173578801,1.48373836783476
"36",1751,-11.6153789591424,-12.8896559586459,1.27427699950353
"37",1801,-113.897150164129,-114.248163605217,0.35101344108844
"38",1851,-31.6067735583675,-31.3058959645791,-0.300877593788435
"39",1901,-188.869581534242,-190.416444492352,1.54686295811069
"40",1951,-44.181977041072,-45.5544067887148,1.37242974764273
"41",2001,-184.217418850662,-184.402497000133,0.185078149470598
"42",2051,-201.401006589806,-202.008739971575,0.607733381769151
"43",2101,-62.8377500368217,-64.4587949274579,1.62104489063617
"44",2151,-235.836045219,-237.080593575945,1.24454835694507
"45",2201,-43.1178476198182,-44.4441162622635,1.32626864244525
"46",2251,-369.966576435802,-370.51130625449,0.544729818687415
"47",2301,-246.364288015672,-247.91893874195,1.55465072627737
"48",2351,-74.8399320341206,-74.9956278688944,0.155695834773809
"49",2401,-214.040174986722,-215.527925276462,1.48775028974063
"50",2451,-37.3615144757341,-39.2874975719744,1.92598309624029
"51",2501,-103.234112539866,-104.706679969026,1.47256742916028
"52",2551,-126.606527925757,-128.32105579469,1.71452786893272
"53",2601,-205.048360992655,-205.534958943435,0.486597950779782
"54",2651,-384.229887796843,-385.739831441932,1.50994364508858
"55",2701,-112.559286422391,-113.485632252694,0.926345830302765
"56",2751,-278.228260253613,-279.344700225134,1.11643997152106
"57",2801,-74.3901526001097,-75.5103725665888,1.12021996647911
"58",2851,-99.6507947465888,-100.148779400942,0.497984654353388
"59",2901,-247.036256885422,-247.417515204547,0.381258319124868
"60",2951,-158.386311647727,-158.79031365101,0.404002003283182
"61",3001,-204.587168626153,-206.499668936421,1.91250031026865
"62",3051,-138.269201583623,-139.596739633112,1.32753804948973
"63",3101,-277.093936838111,-277.559958179449,0.466021341338092
"64",3151,-276.534201707818,-276.149392164226,-0.384809543591928
"65",3201,-151.756649589902,-153.336553192355,1.57990360245307
"66",3251,-3.09669883818313,-3.1229457174458,0.0262468792626684
"67",3301,-242.47320926337,-243.8773162355,1.40410697213048
"68",3351,4.64014947450405,4.5578858747097,0.0822635997943513
"69",3401,-82.7917277419294,-82.5752854326649,-0.216442309264423
"70",3451,-37.4600166475762,-39.0683491614459,1.60833251386973
"71",3501,-47.4624592292364,-49.4221553864444,1.95969615720798
"72",3551,-33.8389192723482,-35.2331192724963,1.39420000014808
"73",3601,-62.0603405998546,-63.3993324453202,1.33899184546564
"74",3651,-77.1489328317747,-78.5989566977183,1.45002386594354
"75",3701,-373.006850770652,-374.871477853425,1.86462708277293
"76",3751,14.8998883986877,13.4880959202102,1.41179247847743
"77",3801,-15.9181474434881,-16.2424264097628,0.324278966274754
"78",3851,-36.5041905070689,-37.0967445226263,0.592554015557397
"79",3901,-291.782640350983,-292.059456069356,0.276815718372461
"80",3951,-242.259039003455,-243.927526253514,1.66848725005877
"81",4001,-87.4265262439844,-89.2457543301124,1.81922808612796
"82",4051,-139.301854959496,-138.993263202064,-0.308591757431657
"83",4101,-140.451482099728,-141.24813295518,0.79665085545156
"84",4151,-45.6734027470958,-45.7897406463143,0.116337899218415
"85",4201,-242.967271081882,-243.526591946026,0.559320864144695
"86",4251,-12.3522037730641,-14.0196706192916,1.66746684622744
"87",4301,-198.26907954377,-199.977149919705,1.70807037593454
"88",4351,-386.78955257964,-387.321514632787,0.531962053147197
"89",4401,-63.0338863850626,-64.028574627738,0.994688242675366
"90",4451,-84.0774212775059,-85.0489297814314,0.971508503925563
"91",4501,-70.8878770354249,-70.5575078510234,-0.330369184401491
"92",4551,-188.121274137793,-189.80494953476,1.68367539696743
"93",4601,-3.04382164980229,-4.22091174758213,1.17709009777984
"94",4651,-83.1349529926526,-84.6115404636962,1.4765874710436
"95",4701,-67.3891957658455,-68.146174790492,0.756979024646483
"96",4751,-145.831151502928,-146.126312711394,0.29516120846526
"97",4801,-262.666242583397,-263.205514833672,0.539272250275587
"98",4851,-157.414679522543,-158.473259938035,1.05858041549175
"99",4901,-171.452878937852,-171.066271144043,-0.386607793808878
"100",4951,-80.50761173359,-80.2864163789835,-0.221195354606451
