"","Iteration","PhyloDIC","PolyDIC","Diff"
"1",1,-120.786102604318,-122.005303222326,1.21920061800787
"2",51,-550.871100774926,-554.479883991802,3.60878321687596
"3",101,-70.9724162002538,-72.926394811823,1.9539786115692
"4",151,-189.770551330996,-190.35111440134,0.580563070343857
"5",201,-277.961872648678,-279.81169738705,1.84982473837181
"6",251,-44.5430470951594,-45.4083820133803,0.865334918220917
"7",301,-142.532772563477,-144.416618921806,1.88384635832938
"8",351,-191.916982522864,-194.011842243273,2.09485972040932
"9",401,-62.9545899177447,-63.4892057000934,0.53461578234878
"10",451,-69.057533540056,-69.6579408981562,0.60040735810027
"11",501,-316.552813266798,-316.753317904004,0.200504637205825
"12",551,-195.726276165324,-196.398233186586,0.671957021261505
"13",601,-30.9866247081614,-30.7623210180849,-0.224303690076482
"14",651,-225.92672224524,-227.445804865222,1.5190826199819
"15",701,-151.65104185159,-152.595881358604,0.944839507013569
"16",751,-262.876881781807,-264.364952579129,1.48807079732183
"17",801,-115.153111244618,-116.703352357999,1.55024111338099
"18",851,-96.7921841241285,-98.1089871081668,1.31680298403836
"19",901,-188.153230768341,-190.255544489269,2.10231372092807
"20",951,-66.2641870363369,-66.1879871743718,-0.0761998619650512
"21",1001,-64.4004795062198,-64.9202048812875,0.51972537506775
"22",1051,37.1663352979667,35.7082256096136,1.4581096883531
"23",1101,-103.270776806561,-103.877597145227,0.60682033866658
"24",1151,-98.9291142370565,-100.36014676477,1.43103252771333
"25",1201,-124.262331214626,-126.113904249158,1.85157303453278
"26",1251,-92.0720223224638,-93.4327947485001,1.36077242603631
"27",1301,-176.420999270227,-177.707569234351,1.2865699641236
"28",1351,-154.095833478465,-155.685208191238,1.58937471277295
"29",1401,-113.365527895005,-113.824452129951,0.458924234945712
"30",1451,-67.839204300614,-67.6253428607619,-0.213861439852025
"31",1501,-36.9955271541206,-36.9796401453869,-0.0158870087337561
"32",1551,-110.772697695221,-112.312028503556,1.53933080833436
"33",1601,-226.639155989232,-226.422505916795,-0.216650072436693
"34",1651,-304.365098430098,-304.159913843489,-0.205184586609164
"35",1701,-370.636610250665,-370.843778832588,0.207168581923156
"36",1751,-108.203920652471,-109.319971912422,1.11605125995165
"37",1801,-128.7485920276,-130.477393328456,1.72880130085622
"38",1851,-54.3952579361623,-55.378816260355,0.983558324192728
"39",1901,-223.974665172825,-224.658769780297,0.684104607472221
"40",1951,-92.2635320328875,-94.0891121307525,1.82558009786503
"41",2001,-93.4767366337531,-93.3835004517547,-0.0932361819984351
"42",2051,-506.572156116906,-509.790578488599,3.2184223716938
"43",2101,-42.9012355506271,-43.2722519378578,0.371016387230725
"44",2151,-238.391588314755,-239.107859904844,0.716271590088837
"45",2201,34.6126098271784,33.1356325116834,1.47697731549503
"46",2251,-105.672877939635,-107.369452379753,1.69657444011798
"47",2301,-177.700901469474,-178.301684602989,0.600783133514767
"48",2351,-9.36523260401289,-10.225070103878,0.859837499865129
"49",2401,-511.244224530335,-512.681605074191,1.43738054385653
"50",2451,-251.45898325806,-252.37131458662,0.912331328559389
"51",2501,-14.9190040229042,-15.900423408467,0.981419385562798
"52",2551,-33.1507420385464,-33.7435900947013,0.592848056154907
"53",2601,-111.12118891922,-111.09225812815,-0.0289307910697261
"54",2651,-20.2811262879137,-21.9467663532674,1.66564006535366
"55",2701,-133.926835896835,-135.19709978628,1.27026388944481
"56",2751,-45.8550002969014,-46.2530763863475,0.398076089446135
"57",2801,-135.951142142528,-137.668789729384,1.71764758685583
"58",2851,3.79659630270331,2.84764484274924,0.94895145995407
"59",2901,6.17225227429496,5.49280268940707,0.67944958488789
"60",2951,-9.94388261718833,-10.9707462474827,1.02686363029433
"61",3001,-128.493209896764,-129.537495315494,1.04428541872963
"62",3051,-44.5069696854789,-44.7814226501642,0.274452964685324
"63",3101,-141.594418208441,-141.373045702681,-0.221372505759945
"64",3151,-392.003997867398,-391.897768737185,-0.106229130213421
"65",3201,-545.110619794792,-548.331062126761,3.22044233196868
"66",3251,-175.370836945764,-175.580415064105,0.209578118341682
"67",3301,-64.3693649704877,-65.7337836478572,1.36441867736949
"68",3351,-218.902409468369,-219.737638501802,0.835229033433023
"69",3401,-105.845660752914,-106.095177027569,0.249516274654397
"70",3451,-129.962153106061,-131.686641052582,1.72448794652084
"71",3501,-293.93475840045,-294.589268124181,0.65450972373128
"72",3551,-118.876517537513,-118.644838219568,-0.231679317944867
"73",3601,-155.149763117346,-157.046948290708,1.89718517336135
"74",3651,-110.684793271525,-111.733022778595,1.04822950706979
"75",3701,-119.869715428201,-121.46373772537,1.59402229716935
"76",3751,-171.798579853643,-173.265591374413,1.46701152076938
"77",3801,-31.5866604420917,-32.0889355961836,0.502275154091926
"78",3851,-389.312121150246,-391.373276092239,2.06115494199264
"79",3901,-226.972549224793,-228.662112846985,1.68956362219234
"80",3951,-13.8083004749394,-15.0018885190056,1.19358804406613
"81",4001,-188.047519273023,-188.359204004799,0.311684731776012
"82",4051,-160.151749313295,-161.293332931486,1.14158361819054
"83",4101,-52.7586235667375,-54.5412088942508,1.78258532751332
"84",4151,-197.66463813601,-198.411034545328,0.746396409318294
"85",4201,-164.801749159646,-165.455527927703,0.653778768056895
"86",4251,-74.147836641357,-75.2365242108528,1.0886875694958
"87",4301,-89.8729728424959,-89.5356804672,-0.337292375295903
"88",4351,-31.7417111778199,-32.7791993130211,1.03748813520118
"89",4401,-117.617376574767,-118.633529315231,1.01615274046401
"90",4451,-27.6340891503996,-28.7189494917373,1.08486034133772
