"","stest","start","pvalue","htest","mean","halfwidth"
"(Intercept)",1,1,0.102297478631685,1,3.67277008437474,0.000220734102727713
"EggMass",1,1,0.304268923418484,1,0.0119805308513727,0.000452470374884984
"nTreatment",1,1,0.689815877309458,1,-0.395527153120689,0.000217529605956999
"Specieschlorocyanus",1,1,0.673564740061999,1,0.024786740095373,0.000281076338504092
"Speciescristatellus",1,1,0.721625090461209,1,-0.0746421038419924,0.000264462924629568
"Speciescybotes",1,1,0.250524348227037,1,-0.0367385383923254,0.000250014646304788
"Speciesdistichus",1,1,0.0632072891273445,1,-0.0357902378818084,0.000272519530023675
"Speciesequestris",1,1,0.215283122362503,1,0.385687520283439,0.00101891807251605
"Speciessagrei",1,1,0.404978085501302,1,-0.195920397280599,0.000256833690926611
"nTreatment:Specieschlorocyanus",1,1,0.0741896004122423,1,0.0274263183450266,0.00037309467628928
"nTreatment:Speciescristatellus",1,1,0.573813700539726,1,0.0151897311110442,0.000343828900582428
"nTreatment:Speciescybotes",1,1,0.798458674707213,1,0.0350290853212421,0.000314741750330982
"nTreatment:Speciesdistichus",1,1,0.552092131805563,1,0.0286109875500658,0.000382484704896593
"nTreatment:Speciesequestris",1,1,0.985047410834591,1,0.0912016661828648,0.000396477894933964
"nTreatment:Speciessagrei",1,1,0.252682145391701,1,-0.0382463141991327,0.000300125291768249
"(Intercept).Cage.1",1,1,0.603732961383845,1,0.00479506790301304,0.000385042064336798
"(Intercept).Cage.10",1,1,0.507520275137211,1,0.0087910907862534,0.000290181354051182
"(Intercept).Cage.11",1,1,0.77831652807281,1,-0.0059805016653845,0.00030693156863495
"(Intercept).Cage.12",1,1,0.738966573839657,1,0.0105940775679683,0.00025550719251429
"(Intercept).Cage.13",1,1,0.361738344375962,1,-0.00911703192394299,0.000256887169579448
"(Intercept).Cage.14",1,2001,0.129815727145018,1,-0.00808013880353756,0.000342043543171683
"(Intercept).Cage.15",1,1,0.731272051003939,1,0.0130759950759646,0.000265169778902589
"(Intercept).Cage.16",1,1,0.899097802583189,1,-0.0207015078147438,0.000297621196435661
"(Intercept).Cage.17",0,NA,0.00190540721269439,NA,NA,NA
"(Intercept).Cage.18",1,1,0.609669727456689,1,-0.00979012238948034,0.000309187557236339
"(Intercept).Cage.19",1,1,0.686220040588108,1,-0.00554221817368921,0.000274873147213031
"(Intercept).Cage.2",1,1,0.408453405485886,1,-0.00495850496255259,0.000280996711325136
"(Intercept).Cage.20",1,1,0.305082979773706,1,0.0189982974393963,0.000284549644285289
"(Intercept).Cage.21",1,1,0.264715588769757,1,-0.00465226095845671,0.000362863336592273
"(Intercept).Cage.22",1,1,0.485516851305599,0,-0.00116424565277214,0.00026831081014874
"(Intercept).Cage.23",1,1,0.113666441597374,0,-0.000956641010483889,0.000268895525987974
"(Intercept).Cage.24",1,1,0.558914608743486,1,0.0136730964436725,0.000283762592248769
"(Intercept).Cage.25",1,1,0.15608556388824,0,-0.002931869897091,0.000317937419345947
"(Intercept).Cage.26",1,1,0.0701738956963204,1,-0.0231494553649884,0.000305748747495226
"(Intercept).Cage.27",1,1,0.894328763124993,0,0.00299049575395406,0.000302470638028883
"(Intercept).Cage.28",1,1,0.713476472072141,1,0.00630393287889529,0.000266056569907633
"(Intercept).Cage.29",1,1,0.377127724634427,1,0.0148138120105302,0.00028620236557187
"(Intercept).Cage.3",1,1,0.967682503041382,1,0.0133833187002124,0.000289886346024166
"(Intercept).Cage.30",1,1,0.345577098009625,1,-0.00418402418374941,0.00027717751646393
"(Intercept).Cage.31",1,1,0.903328903523769,1,0.00629613649292159,0.000346828166413655
"(Intercept).Cage.32",1,1,0.328175371519744,1,-0.0121278675277979,0.000340186971463779
"(Intercept).Cage.33",1,1,0.476492291320195,0,-0.00177615546311067,0.00032336884530372
"(Intercept).Cage.34",1,1,0.86384659979123,1,-0.00314511300017478,0.000290274620426234
"(Intercept).Cage.35",1,1,0.412884913618285,0,0.00119580269023131,0.000320748158358801
"(Intercept).Cage.36",1,1,0.667081048752996,1,0.00603164150806138,0.000367750316852202
"(Intercept).Cage.37",1,1,0.936178814491747,1,0.00435615445860442,0.0003017837240694
"(Intercept).Cage.38",1,1,0.899697868256854,0,-0.00157330558189811,0.000295439662408789
"(Intercept).Cage.4",1,1,0.849896934671171,1,-0.0254243597280834,0.000320185101486818
"(Intercept).Cage.40",1,1,0.637103825504515,0,0.000664633671785035,0.000427757895710151
"(Intercept).Cage.42",1,1,0.789525149644269,1,0.0123903345958005,0.00031173044970517
"(Intercept).Cage.43",1,1,0.240437607543223,0,-0.00314156114610422,0.000344255026110247
"(Intercept).Cage.44",1,1,0.685492968750079,0,0.0009195016439203,0.000337100279839931
"(Intercept).Cage.45",1,1,0.455783729656038,1,0.00512416598114061,0.000325624824647995
"(Intercept).Cage.46",1,1,0.819882112151591,1,-0.00596769438651429,0.000338121850482097
"(Intercept).Cage.47",1,1,0.582192312314649,0,0.00019249419269697,0.000381905572136652
"(Intercept).Cage.48",1,1,0.517313994461621,0,0.00272413530874766,0.000379587186273443
"(Intercept).Cage.49",1,1,0.491473066528731,1,-0.0167076041181855,0.000345159443729833
"(Intercept).Cage.50",1,1,0.305389762515259,1,0.0124230729701836,0.0003252012804362
"(Intercept).Cage.51",1,1,0.946562555488037,0,0.00272576015131758,0.00035194780210114
