"","post.mean","lower.HPD.95","upper.HPD.95","post.mode","pMCMC"
"Intercept",-0.432007408132463,-0.447354766074568,-0.41693585030589,-0.43189178232429,5e-06
"PreClim",-0.0021584495754384,-0.0129404443578096,0.00771223256015219,-0.00155832914761789,0.50652
"InvClim",0.00248887846208392,-0.00769927296335027,0.0130663610761985,0.00205099107850298,0.4632
"InvTime",-0.00142687151573503,-0.0125038678306737,0.00909442639022018,-0.000581386114404697,0.6389
"Spp",0.000261336006806929,2.73896104490293e-20,0.000639521864524276,-1.65026586896508e-06,5e-06
"units",0.000163276390581123,5.64721743497068e-05,0.000316556948849709,9.63102511770527e-05,5e-06
"s2",0.369697332741803,3.39191552487221e-13,0.978199489406914,0.00204382185246072,5e-06
"CVspp",-0.0411293630692793,-0.189822892894704,-2.30194041695305e-08,-0.351840106316132,0.00099
"CVresid",-0.0280699728255376,-0.0424821683147196,-0.0179929092832019,-0.00694402642648129,0.00099
