"","Iteration","Intercept","scPreClim","scInvClim","InvTime"
"1",1,-0.0236702245188733,-0.00801805330466279,0.000544986561780916,-0.0415470504069891
"2",51,-0.023227276297842,-0.0234142736903943,0.0107389568144024,-0.0443529448439192
"3",101,-0.0201512077485838,-0.0263365869652945,0.00879427869271224,-0.0465952554244691
"4",151,-0.0266888343867519,0.0201954103295542,0.00904924575588669,0.000975002298039317
"5",201,-0.0141931912184406,-0.0172896380584334,0.00662586900683625,-0.0275022856778241
"6",251,-0.0344215988332563,-0.0102081846324106,0.00996413527666655,-0.0457025996110406
"7",301,-0.0179050166008752,-0.0233059811076457,0.0103591594990189,-0.0550401668995176
"8",351,-0.0167341116268737,-0.0263043436119841,0.00704742899170503,-0.0513491577812174
"9",401,-0.0459429773557171,0.00837027978360539,0.0102052660055468,-0.00212200321221633
"10",451,-0.0266780538400081,-0.018211381230179,0.0204109079467894,-0.0283925010057745
"11",501,-0.0384244477778054,0.0307397568453314,-0.00424248326040069,-0.0444781801384869
"12",551,-0.0414952711894519,0.0210686420162927,0.00941988603577766,-0.00290242202091111
"13",601,-0.0110348841350123,0.00283842166415078,0.0161761409873621,-0.0258940473038785
"14",651,-0.0178891385041825,-0.0154649680271568,0.0210618707118635,-0.0346846453890508
"15",701,-0.00735177579634229,0.0257850117475749,0.0226808791159448,-0.0236296307441588
"16",751,-0.0234778533844249,-0.0106090060729281,0.0213598071091357,-0.034229345846105
"17",801,-0.00163731892044407,0.00533010098017874,0.0432807158532534,-0.0215034245082792
"18",851,-0.0293171553137527,-0.00323899403164274,0.019896366689338,-0.0359613635545564
"19",901,-0.0149870549094513,-0.0246713469459651,0.00223569266021506,-0.0603714216742452
"20",951,-0.0260680609873411,-0.00230411070665446,0.0417068688771697,-0.0349893258925433
"21",1001,-0.025997951340089,-0.0289315289707433,-0.0122132490636335,-0.0304264839801199
"22",1051,-0.0228010757614836,-0.010801631314054,-0.00916009417530849,-0.0201101330390229
"23",1101,-0.0161410807700165,0.0276219771019199,-0.00053319396532749,0.00566895861153901
"24",1151,-0.0376100533112902,-0.0259522498330943,0.00797314202411821,-0.045463970586119
"25",1201,-0.0139718305714155,-0.019833170018852,0.00538622858631402,-0.0448894198470736
"26",1251,-0.0186521554598233,-0.0043791683278983,0.0126987330607154,-0.0448890149166309
"27",1301,-0.0260799403873944,0.0280088431129334,0.0446713205251115,-0.0256075252064755
"28",1351,-0.0318369774407301,-0.0127392530327287,0.0117523869489665,-0.0450890242056871
"29",1401,-0.0107498575247613,0.0354149370622824,0.00398612131421933,-0.00716598408483635
"30",1451,-0.00909626772955409,0.0519176856234351,0.0635580787768358,-0.0179681728370937
"31",1501,-0.0243221536536368,0.0190236519285361,-0.0203593489142979,-0.0152186659384593
"32",1551,-0.019176036736985,-0.0179540357017275,0.00839470449510188,-0.0520132248059026
"33",1601,-0.116038191618104,0.0155385700473387,-0.0192646259557466,-0.021103840545094
"34",1651,-0.018073854289818,0.0416653111279658,0.016460905843954,-0.0171152429241412
"35",1701,-0.00930890543828448,-0.000164277125667546,0.0212840122039662,-0.0212159380301773
"36",1751,-0.0187203711187523,0.0282185182617562,0.0101986431549847,-0.0062283286098931
"37",1801,-0.024446280664196,-0.0105028717614545,0.00315262979526126,-0.0119319238832606
