"","Iteration","Intercept","Preclim","InvClim","InvTime"
"1",1,0.0702552140750748,0.00527233476187816,-0.0459922308315544,-0.0108090293580907
"2",51,-0.00111478781097287,-7.43960136490064e-05,-0.000232479239807487,0.000134433224374359
"3",101,0.0863621592197529,-0.00514845213781034,0.0230810178865756,0.00290174473308169
"4",151,0.141114053651805,0.00774133839098218,0.0013994905220055,0.0156550819340325
"5",201,0.150021473710331,-0.00788672270414265,0.00406354478226507,0.00733069833503716
"6",251,0.174520455989349,0.011993819179733,-0.00490263082636372,-0.00213882982698743
"7",301,0.0811101772624302,-0.00904831938182943,-0.0107719730782758,0.0202228272249594
"8",351,0.231051919445091,0.0105108886156471,-0.00948430993162079,0.00732818535463375
"9",401,0.337800860621912,-0.00126143504313403,-0.0238485934501054,-0.00387784188956819
"10",451,0.130033715681349,-0.00626465474985105,-0.0136311191506735,0.00557844757017523
"11",501,0.203165312971412,-0.000676570821811356,0.00155816121921944,0.00625316679895602
"12",551,0.448549205033689,0.00282363877751329,0.000978865538391882,0.00888462509927035
"13",601,0.198704144501877,-0.0304124743444518,0.0121374762672308,0.0567339936755598
"14",651,0.0796197375886345,0.0184928775471227,0.00423190828603094,-0.00510453394671115
"15",701,0.237877768242981,0.00462400313618327,0.0191633237396431,-0.0260841805321945
"16",751,0.228239716945434,0.00254833105994022,0.0016240998949682,-0.00526607548935085
"17",801,0.274034970656376,-0.00487423606962395,0.0191113038451478,-0.00733038403567726
"18",851,-0.0619720985020674,0.026234295147515,0.00756120624148554,-0.0462855405009431
"19",901,0.0656585940817546,0.0122443145375088,0.000456707158351305,-0.00147601777378131
"20",951,-0.0473746226207902,0.0149748203693598,-0.0533641519242541,-0.010149759604217
"21",1001,-0.124834988512469,-0.00167321524643105,-0.00568212976518156,0.0158238153885827
"22",1051,0.121195035016807,-0.045504199173799,0.0475471782246732,-0.0539933610411485
"23",1101,0.249703490993355,-0.000657018425893274,0.00518906039497607,-0.0257669792134059
"24",1151,-0.0468041798695248,0.00755793818286599,0.0106926217305715,0.0191726112141251
"25",1201,-0.136242226516733,0.0198023093799315,0.0038101666904827,-0.0181312529584857
"26",1251,0.105051095343448,0.0125659248470957,0.00672537855720345,-0.0128852829020318
"27",1301,0.0219081153220414,-0.00580698485997599,-0.00468414629474939,0.000769490432578845
"28",1351,0.19142623563111,0.0180205384399583,-0.0127366950895997,0.00929196174385538
"29",1401,0.025151394714193,0.00863502471494726,-0.024085570941818,0.00519858040279209
"30",1451,0.253764414156731,0.00875060658914029,-0.0222803671847001,0.0218449701457732
"31",1501,0.04845087101588,0.0451258774295995,-0.0528101656926229,-0.00989080562213718
"32",1551,0.0634247899669244,0.0236535548463167,-0.00943347619721446,-0.00206558061876699
"33",1601,0.296518695120078,0.0173096042534873,-0.0106476306866269,-0.00874385039829312
"34",1651,0.135947206553194,0.00803434471971079,-0.00325848224794864,0.00321296425361539
"35",1701,0.141055217046095,0.000107369588412176,0.00166922710147908,0.00390940900639501
"36",1751,0.0258046526394009,-0.0128862437725194,0.0241133824413755,0.0309738922163802
"37",1801,0.0951606642722477,-0.00128096346670392,-0.00862797201380039,-0.00033532319750823
"38",1851,0.0468159661631372,0.0291267480492404,-0.033097436969902,-0.013107509136175
"39",1901,-0.0581264956246789,0.00502203694042674,0.00441348105997968,0.00474374567214408
"40",1951,0.154753645823751,0.011302748170895,-0.0245390123653247,0.0183570970520964
"41",2001,0.213667075353233,0.0185499769416154,-0.0362298421774478,-0.00184526150205633
"42",2051,-0.0739676384386206,-0.000320738676400673,0.000999014672111699,0.00106066156480205
"43",2101,-0.0272943807332466,0.00669107462065954,0.00733476597458871,-0.00964585821571895
"44",2151,0.196311915577995,0.00249368511659455,9.94975582122304e-05,0.00497231668932305
"45",2201,-0.227511627274191,-0.0345034601786185,0.00589558598637008,0.0186938961285652
"46",2251,-0.0691647899383788,-0.0172848993890367,0.0115331075597525,-0.00418882812316923
"47",2301,0.227804773755073,0.0118683486370662,-0.00334305919446201,-0.00699134859823447
"48",2351,-0.453427198627868,0.0330321799287431,-0.0428873152886674,0.0369562522401259
"49",2401,0.0823959177857316,0.0006572279997346,-0.000626323873547517,0.00118777267826663
"50",2451,0.127307452225026,0.00502983838565996,-0.00700364936608604,0.00392461798118998
"51",2501,0.0413263998510747,-0.00810272741897111,0.0179491480775417,-0.0473709767760726
"52",2551,0.238078101142616,-0.0148195430000559,0.00200695084255714,-0.00737383866195401
"53",2601,0.0729023107826978,0.00515425989597362,-0.0123369020924133,-0.00357994955121466
"54",2651,-0.0940594400701731,0.0373159899912409,-0.00883748409799545,0.0415449730574704
"55",2701,0.162138946961599,-0.00535047684460535,-0.00497008249933861,-0.00479933612922234
"56",2751,-0.0321194231746778,-0.00928245656377857,0.00394821866966588,0.000111024003850879
"57",2801,0.286994407436355,0.00594508250416137,0.017480985755382,0.0106870807729167
"58",2851,-0.0797217642389234,-0.00127224405517135,0.0730051211314702,-0.0199031284405398
"59",2901,-0.213882571856579,0.0103510554548785,0.000752661329483817,-0.0174406756136376
"60",2951,0.0288557549736809,0.0503263496250874,-0.00904386790508571,-0.0285235141161553
"61",3001,0.157698855582608,-0.0233519807982052,0.00688902708356454,0.00273685893381292
"62",3051,0.353793424894563,-0.0318185936353146,-0.0126763322701715,0.0127308022776531
"63",3101,0.364453418161836,0.00361453931434608,-0.00566211727883903,-0.00971210769541075
"64",3151,0.0140996492459053,-0.00046257808147146,-0.00348399832221875,-0.00103952281308105
