"","Iteration","Pass.Stat.Int","Pvalue.Int","Pass.Preclim","Pvalue.Preclim","Pass.InvClim","Pvalue.InvClim","Pass.InvTime","Pvalue.InvTime","Pass.Halfwidth.Int","Ratio.Int.","Pass.Halfwidth.Preclim","Ratio.Preclim","Pass.Halfwidth.InvClim","Ratio.InvClim","Pass.Halfwidth.InvTime","Ratio.InvTime"
"1",1,1,0.176091131524231,1,0.22851291450855,1,0.261392365047805,1,0.856527066202837,0,-0.181389753259814,0,0.128062758346983,0,-0.317903216208371,0,-0.171375605706842
"2",51,1,0.556282136188545,1,0.382005314500145,1,0.0632505567463512,1,0.292751928714148,1,-0.0796284860048673,0,0.240802019556767,0,0.141127759344397,0,-0.309411775867972
"3",101,1,0.802487157119882,1,0.895564613071237,1,0.278574369929447,1,0.525509240088145,1,-0.0520258836357611,0,0.444729215560208,0,0.156063049954294,0,0.483815311796145
"4",151,1,0.789948853484977,1,0.7203946054945,1,0.634216664850751,1,0.654329597831259,1,-0.082089017911596,0,0.248564593262974,0,0.113619277832745,0,0.138973502392828
"5",201,1,0.348573522151,1,0.915558124239031,1,0.712432348995732,1,0.425543597412993,0,-0.156930599630069,0,0.117523891001317,0,-0.362319939271742,0,-0.252641683364303
"6",251,1,0.495338418030768,1,0.728955574021331,1,0.21319399368964,1,0.612825765616659,0,-0.200874874431475,0,-9.59069889714737,0,0.248074161031886,0,-0.228442906913388
"7",301,1,0.967496032664014,1,0.306031889162967,1,0.839427360212163,1,0.331090621270843,1,-0.064518584857344,0,0.429819557733424,0,0.131950686203021,0,-0.274014595524682
"8",351,1,0.945737362093958,1,0.207051857914954,1,0.43537331817382,1,0.176081074449786,0,-0.102059858079867,0,-0.435214534674839,0,0.240198873741201,0,-0.487657736468304
"9",401,1,0.972344285829202,1,0.161869638940909,1,0.57789486674457,1,0.233449568081457,1,-0.0472981251974884,0,0.262825147473874,0,0.144081027343376,0,-0.107217391936736
"10",451,1,0.498894756141092,1,0.368942912090954,1,0.05251775074885,1,0.524603551770328,1,-0.0773080615880622,0,0.201471271481015,0,-0.307691905900769,0,0.523157292330749
"11",501,1,0.775046342504152,1,0.653919292818424,1,0.935442560231937,1,0.607025468244497,0,-0.115748268080091,0,0.182371878020296,0,0.236816234545689,0,-0.380261988963487
"12",551,1,0.408587774395372,1,0.690294318213508,1,0.421102814270748,1,0.863324544013346,1,-0.094043365209551,1,0.0599362999019755,0,-1.61673872174781,0,0.465371033767367
"13",601,1,0.761914533773009,1,0.783831039124997,1,0.202132950697514,1,0.907496855505249,0,-0.10897202739419,0,0.151473908570471,0,-0.189263092424252,0,-0.279710706974093
"14",651,1,0.880006334324391,0,0.001048495071441,1,0.380183791645698,1,0.620657220590081,1,-0.0898235136952666,NA,NA,0,0.652211094604617,0,0.444329092091217
"15",701,1,0.0709518237336526,1,0.0640951154646817,1,0.588577784608402,1,0.309241487993135,1,-0.0431174244558425,0,0.108534126749854,0,0.210273545322996,0,-0.110083370872508
"16",751,1,0.142605433811048,1,0.804086513984226,1,0.975067449933955,1,0.95226894441848,0,-0.103967230465404,0,0.226285673132981,0,0.154856317846414,0,-0.364035326758895
