"","(Intercept):(Intercept).Cage","nTreatment:(Intercept).Cage","(Intercept):nTreatment.Cage","nTreatment:nTreatment.Cage","units"
"Lag 0",1,1,1,1,1
"Lag 50",-0.0117079175321178,0.026141733652197,0.0261417336521969,0.0290517986649246,-0.00117605312165963
"Lag 250",-0.00289461759196331,-0.00582928803599874,-0.00582928803599874,0.00542579699946328,0.00153105004206994
"Lag 500",0.00578701194383709,0.00737125784218553,0.00737125784218553,0.00204401681952339,0.0221515724086609
"Lag 2500",0.00958799114479509,-0.0111762755858279,-0.0111762755858279,-0.00590414831118652,0.00408790842454315
