"","V1"
"1",0.157267435134818
"2",0.16536484244051
"3",0.166120470100538
"4",0.678724682683123
"5",0.128112887500917
"6",0.113346831690753
"7",0.130506443856704
"8",0.740160351675015
"9",0.704757938650488
"10",0.130023182346158
"11",0.36816706544401
"12",0.709841127091181
"13",0.214293403899252
"14",0.165798194420173
"15",0.792523535167415
"16",0.668067049821331
"17",0.122694561123189
"18",0.750892183550715
"19",0.0984614682877771
"20",0.137080354704654
"21",0.146819528761618
"22",0.140098820804063
"23",0.123206836210962
"24",0.699401652941529
"25",0.137287398816173
"26",0.117650346787448
"27",0.143849975936873
"28",0.167457302822727
"29",0.741526082396343
"30",0.0958799184704077
"31",0.511154028826447
"32",0.178788949603668
"33",0.782358258529324
"34",0.0919150452383257
"35",0.758082531534992
"36",0.119278029689873
"37",0.112218051443078
"38",0.0957964505624752
"39",0.714398757802921
"40",0.251424237961259
"41",0.583113536413254
"42",0.591477912914338
"43",0.163381170228985
"44",0.594985867584823
"45",0.0965275623458592
"46",0.725564394636323
"47",0.0835780867745873
"48",0.155300119471969
"49",0.64517741286317
"50",0.11853394814111
"51",0.138736292610358
"52",0.195234413034759
"53",0.14377338065415
"54",0.661669230000659
"55",0.751273519006931
"56",0.558454946566012
"57",0.185253787983963
"58",0.149028115723957
"59",0.0870735453745727
"60",0.142077531490288
"61",0.112281865493129
"62",0.15742927665193
"63",0.0895291166794756
"64",0.11195409549577
"65",0.14183309462737
"66",0.71229782782633
"67",0.132740094028847
"68",0.10020980907693
"69",0.138754272768116
"70",0.157880324230693
"71",0.125203195671522
"72",0.152745058456967
"73",0.515751474758579
"74",0.780707599243818
"75",0.140017936099516
"76",0.150068996102978
"77",0.155641932178491
"78",0.416610371122394
"79",0.157124046468641
"80",0.123555235595654
"81",0.313990309060847
"82",0.119637111260881
"83",0.754706944231168
"84",0.131283419185936
"85",0.683274461739434
"86",0.145111708090835
"87",0.127093780840393
"88",0.118865320892347
"89",0.420974647369892
"90",0.796312601215962
"91",0.161341943559294
"92",0.127484862901517
"93",0.459386210815354
"94",0.14535740368603
"95",0.103918416788255
"96",0.125013374183355
"97",0.123822403564222
"98",0.127222112494264
"99",0.131350821831627
"100",0.127689012890049
