"","post.mean","lower.HPD.95","upper.HPD.95","post.mode","pMCMC"
"Intercept",0.0597697377526441,-0.721205320063746,0.810256193566602,0.0967339715893374,0.77688
"PreClim",-0.00426618389476548,-0.825475644131075,0.892074442759622,0.0200619590026436,0.998
"InvClim",-0.058307150569464,-0.91885986244597,0.808053955857758,-0.0384486822854724,0.82071
"InvTime",0.0287697846151054,-0.874635718216268,0.861496347715729,0.0246815271880276,0.91064
"Spp",1.11767643363088,0.029567050751944,3.84112493020259,0.32843656707695,5e-06
"units",0.0190357790083509,2.46592641860187e-05,0.0480034750130654,0.000352885606106076,5e-06
"s2",0.846949145301604,0.172282288497369,0.999999156821464,0.998748704115155,5e-06
"CVspp",2.98365208468036,-21.4535210931712,22.4013101833818,224.654150052531,0.86412
"CVresid",0.446872381461237,-5.03189769438214,5.11770203628809,45.3489052822824,0.86412
