"","Iteration","AbSpec","units"
"1",1,0.275730896457483,-0.0284078374064036
"2",51,0.299622439032848,-0.0288175993399158
"3",101,0.292134959554721,-0.0286153138926947
"4",151,0.183637502743246,-0.0278276862305104
"5",201,0.280487256411374,-0.0281996857102763
"6",251,0.316789509085537,-0.0287728669151603
"7",301,0.278512080820441,-0.0284190715711464
"8",351,0.203212335451062,-0.0278582952671281
"9",401,0.194818720653471,-0.0278598896375976
"10",451,0.323397259944439,-0.0282201942174629
"11",501,0.325679707701132,-0.0279848600170464
"12",551,0.37993834160825,-0.0279353258988542
"13",601,0.33335288487235,-0.0280243703986595
"14",651,0.283003238974067,-0.0285886798496716
"15",701,0.31663910055685,-0.027868642470349
"16",751,0.177991406831588,-0.0278342513953927
"17",801,0.276011401021399,-0.0282955440496034
"18",851,0.318907231461111,-0.0278962613019406
"19",901,0.306261735794775,-0.0286661112475568
"20",951,0.347638553878336,-0.0280231793089824
"21",1001,0.285992603161302,-0.0284748329141085
"22",1051,0.271797097296828,-0.0282647492625954
"23",1101,0.290834847878405,-0.0282264101859771
"24",1151,0.336576106759661,-0.0278833405597254
"25",1201,0.265339473830642,-0.028399309899903
"26",1251,0.293272898238102,-0.0281498436604004
"27",1301,0.278447735468871,-0.0286051839013857
"28",1351,0.344927715090224,-0.0288728665596377
"29",1401,0.349169011890039,-0.0278961106799824
"30",1451,0.342609510083597,-0.0291339161659361
"31",1501,0.338988962311656,-0.0279745816123672
"32",1551,0.294815140572311,-0.0285905454691118
"33",1601,0.343178195436389,-0.0278825551551124
"34",1651,0.300103066025505,-0.0281290334118698
"35",1701,0.263581773344212,-0.027861481978331
"36",1751,0.304239170317903,-0.0281606135476984
"37",1801,0.347687698493502,-0.028117219416178
"38",1851,0.320972992222761,-0.0287099722916544
"39",1901,0.386181459941233,-0.0279331394648399
"40",1951,0.352400200464511,-0.0279796466132787
"41",2001,0.147674077214458,-0.0278409264201147
"42",2051,0.138232727776253,-0.0278785512147789
"43",2101,0.289237252497971,-0.0285442509995871
"44",2151,0.404981376393822,-0.0280065984129686
"45",2201,0.323908908150214,-0.0280841208299087
"46",2251,0.24522261834255,-0.0278932393553902
"47",2301,0.31226451660551,-0.029053207962845
"48",2351,0.292123863436344,-0.0284739617654061
"49",2401,0.321930337696086,-0.0279455776024275
"50",2451,0.294879401353282,-0.0281451986461594
"51",2501,0.319449999728692,-0.0285224387836443
"52",2551,0.0580852796046168,-0.0279438316637223
"53",2601,0.26341474253915,-0.0283815660581538
"54",2651,0.346842263172541,-0.0279302905776906
"55",2701,0.221602892863358,-0.0278452269881393
"56",2751,0.304311808122177,-0.0279433246964898
"57",2801,0.0345605541022082,-0.0279414790953426
"58",2851,0.276777557381531,-0.0281440727237493
"59",2901,0.346639454681743,-0.0286942803904403
"60",2951,0.255543215091547,-0.028527438870925
"61",3001,0.304512883940352,-0.0280790687277799
"62",3051,0.312180941555836,-0.0285844885552702
"63",3101,0.2809569778402,-0.0280763481431162
"64",3151,0.320641642415794,-0.02820920291277
"65",3201,0.298615263160492,-0.0284861386574334
"66",3251,0.198285373988632,-0.0278315345893458
"67",3301,0.281845789769516,-0.0282438660913257
"68",3351,0.31855702891559,-0.0281368481415129
"69",3401,0.29764754611301,-0.0281893922285049
"70",3451,0.29819816187982,-0.0285045593550402
"71",3501,0.286120447770464,-0.0282927823344541
"72",3551,0.296568473357219,-0.0283342672505254
"73",3601,0.349621211616482,-0.0279553520893112
"74",3651,0.315436173146388,-0.0278766593220475
"75",3701,0.276559293419281,-0.0287284438428341
"76",3751,0.297822519776465,-0.0287251580228508
"77",3801,0.286179444657739,-0.0283781976742778
"78",3851,0.323512815615502,-0.027923879910551
"79",3901,0.281661080971826,-0.0283908553471789
"80",3951,0.292094337304998,-0.0282338442017574
"81",4001,0.330017394540724,-0.0279698509444206
"82",4051,0.347495290653578,-0.028084196478163
"83",4101,0.254350455564154,-0.0278559611539171
"84",4151,0.288801258003331,-0.0280348416913593
"85",4201,0.178083946655628,-0.0278596332729782
"86",4251,0.305408504832891,-0.0287901528816033
"87",4301,0.286583400798159,-0.0284980082289461
"88",4351,0.327067339904917,-0.0281727525224749
"89",4401,0.361635908682453,-0.0279437981562787
"90",4451,0.308222118090494,-0.0278999251752607
"91",4501,0.276779164259782,-0.0283423498257619
"92",4551,0.305024567955901,-0.0286791723416648
"93",4601,0.352050380042911,-0.0279502998852133
"94",4651,0.291068683820392,-0.0285822295283155
"95",4701,0.282562111855252,-0.0281595730672734
"96",4751,0.322091008559542,-0.0281285689121399
"97",4801,0.288916802761891,-0.0281414184105502
"98",4851,0.275834278923167,-0.028248673765779
"99",4901,0.281726045920029,-0.0287533003267125
"100",4951,0.27181694076357,-0.0282858650261188
