"","Iteration","lowerInt","upperInt","lPreClim","uPreClim","lInvClim","uInvClim","lInvTime","uInvTime","lSpecies","uSpecies","lAbSpec","uAbSpec","lUnits","uUnits"
"1",1,-0.410389796874369,0.255560440884437,-0.404971417061461,0.393357747059781,-0.414702634589048,0.369009712187108,-0.464741679723375,0.386675767105771,3.2748971447379e-09,0.573142898545027,2.52311971818452e-08,0.511156044643528,0.0160973900323594,0.032597602047917
"2",51,-0.440115947538288,0.605315674096346,-0.328068274422549,0.646085783955641,-0.403981099309021,0.425582613417646,-0.414217568781169,0.513044937208178,9.34651184546125e-10,4.13118751805521,5.07732704938067e-11,0.257435172507373,0.00081445945466742,0.00165241865536674
"3",101,-0.404535665198637,0.313962799460569,-0.451826495758723,0.318356273186509,-0.31892234456609,0.327867247659015,-0.333132837629819,0.348307547654258,1.43412053100039e-10,2.12971424079296,1.09985037327512e-08,0.224700644697116,0.00192032189664079,0.00388655082116084
"4",151,-0.636892503942363,0.255328248342266,-0.481639584657387,0.465385211195098,-0.37015022453852,0.363725314586191,-0.402649668118102,0.399447790216072,1.38228774856884e-08,2.96646024828686,2.35383883207315e-09,0.288556360625446,0.00190231110192495,0.00384786405308297
"5",201,-0.455725022533443,0.22121907874498,-0.447063024854288,0.35088914228254,-0.297592213508324,0.322460455092369,-0.370935863807972,0.336734535325377,8.72640914959747e-10,1.74100365678734,1.09527225395022e-09,0.238031597153996,0.00243135877723598,0.00496723823476162
"6",251,-0.413573761736643,-0.0132153972735978,-0.248833563950029,0.24857026683685,-0.247729090973735,0.226236306418286,-0.233523939106817,0.237811003113165,3.71219679294874e-08,0.226187189136212,4.3614374758153e-08,0.171012229932515,0.00417627004477505,0.00844785109633981
"7",301,-0.312779839354334,0.135048896881926,-0.277576179578318,0.3011260391213,-0.286255716215237,0.275568921904778,-0.333508390736824,0.20563395661884,2.67252981695577e-11,0.286879730828765,2.23959959452589e-09,0.210286396097587,0.00552523938380311,0.0111432825520629
"8",351,-0.367199550024452,0.0306821648464393,-0.261899269666173,0.201689873501891,-0.187605915634776,0.271149036525458,-0.213505400795839,0.205148068820563,2.25804181843095e-09,0.172370002463547,3.93791395649928e-10,0.168658407844164,0.0098413577607078,0.020042265944273
"9",401,-0.0712543266854482,0.019044271131861,-0.05298856083391,0.0535040465765633,-0.0496945306076668,0.038781642462709,-0.0426992390857777,0.0481450469378615,3.54096482276401e-10,0.00892781091454157,4.52685262245722e-12,0.00821108896732726,0.000163245370813977,0.000329983796048501
"10",451,-0.329993346924311,0.013854306882422,-0.193364995793672,0.194424151859494,-0.143979656306328,0.219265538260515,-0.203941274514364,0.156849513266934,3.24260296931961e-10,0.14374591027318,2.83645385971666e-09,0.0782209512697389,0.004118753937743,0.00836469394801507
"11",501,-0.546044882015849,-0.0405484807997709,-0.430092200025683,0.268005044839811,-0.291184506510035,0.293748457421316,-0.367915557686501,0.232462695421418,1.27919140137447e-08,0.444573463209418,1.10371383770687e-08,0.197555569651546,0.00418695951684658,0.00849264874735498
"12",551,-0.28869922265585,0.340224313375074,-0.317707983820583,0.310017810003046,-0.272960022222833,0.35534854864818,-0.392973225709284,0.259625746483835,7.6511754026113e-13,0.359225843538045,2.36135909069557e-09,0.306744404874786,0.0200307232009501,0.0405768278569767
"13",601,-0.43593403333216,0.102682532145991,-0.292512152867857,0.295891002198914,-0.306303405352992,0.269828257907648,-0.329385059681954,0.239515867971932,6.74876296823991e-09,0.319390061277374,2.79700527941084e-09,0.200949336689049,0.00712369653015068,0.0144913447078389
"14",651,-0.28627104289626,0.138939096272225,-0.269034428188661,0.238228503119899,-0.267698704177747,0.203113330270753,-0.221320945048319,0.192611220583785,4.72786141341564e-10,0.260439883321045,4.57905669574398e-09,0.118845328085597,0.00319169145044718,0.00648635090812056
"15",701,-0.20372525183484,0.101875416032271,-0.211069998230414,0.0998412684421055,-0.134786609265575,0.2161930182574,-0.203810243358021,0.117710737627931,1.46772396980246e-08,0.0912656938272565,8.29877007198809e-10,0.092613939851578,0.0080869912528382,0.0164108411346249
"16",751,-0.613988244207576,0.123200818154146,-0.381280464614974,0.434148526942408,-0.370509214619233,0.429608033722616,-0.337473968720587,0.43427912669722,9.98850353005728e-10,0.574625101484378,1.52802298733779e-08,0.475081242686963,0.0204193813811467,0.0415420153146096
"17",801,-0.378023559853318,0.202947681642399,-0.279051616598736,0.345100357109914,-0.285797999546048,0.323083430575934,-0.330662418051361,0.269461511481495,1.21465028195464e-09,0.308133531891378,6.98980117509542e-09,0.269910001575859,0.0147910644538251,0.0300444976964153
"18",851,-0.304572471955908,-0.0765055418669363,-0.149423065784504,0.12108170191641,-0.103248825689661,0.131216399502591,-0.138888810593926,0.103610139194643,1.4672698073042e-11,0.0498427238764104,1.78754829633283e-09,0.0563819335811029,0.0011700737584877,0.00237071407833354
"19",901,-0.253947468969272,0.174562942265766,-0.15843607194256,0.232383250200655,-0.102451282540187,0.230211856280221,-0.203200689313235,0.17070259102411,1.19752593480671e-11,0.834393212186027,5.6739298230966e-11,0.0213414196152607,7.2734281073771e-05,0.000148253207538518
"20",951,-0.388423410709947,0.152650069641822,-0.473816015975899,0.245363716909196,-0.304553840156586,0.300696200865787,-0.364080876286607,0.276570937370707,4.48323633994885e-09,0.461905475126565,9.66716794780841e-10,0.277442573020119,0.00618331279881961,0.0125409222222455
"21",1001,-0.123508493183181,0.239921102886001,-0.232668273575655,0.194815384169488,-0.20060270022077,0.199014063531649,-0.211563087592367,0.185015132003173,4.35874081352102e-10,0.172256952961151,2.96765574737919e-09,0.0965725895167439,0.0044233111337135,0.00901661860814482
