"","Iteration","Species","AbSpec","units"
"1",1,0.225136847331466,0.472916641783563,0.00746019164512304
"2",51,0.535093834833154,0.0203608253908663,0.00830226513057302
"3",101,0.494331772300755,0.129569851464547,0.00888057429300927
"4",151,0.507380439439434,0.0767868442681576,0.00783268110719768
"5",201,0.490678046952856,0.288749354604472,0.00645336409331701
"6",251,0.156003780820199,0.30267798246488,0.0113620243672155
"7",301,0.240241102860519,0.311908902040475,0.00591186913082089
"8",351,0.404242380774351,0.522780153323987,0.00549370716066282
"9",401,0.482622880298492,0.51331215977334,0.0108406221206157
"10",451,0.438858756102161,0.108070226103903,0.00107616541889161
"11",501,0.459504238538577,0.110930275190765,0.0078729259702197
"12",551,0.0784155349284479,0.398401394073959,0.0102611885790787
"13",601,0.440831844078208,0.302678144520318,0.00400884481074293
"14",651,0.461782446726023,0.155308025915358,0.00242292565789055
"15",701,0.229638320709396,0.0319195507237937,0.00526528154044049
"16",751,0.326767064152577,0.300051507982552,0.00744846589877272
"17",801,0.407147655021099,0.28504881492093,0.00674812881435075
"18",851,0.144917652906408,0.27279512068501,0.00864629867726134
"19",901,0.551697324300502,0.00988222029338892,0.00450268213160436
"20",951,0.43322805047624,0.303286319131075,0.00870965995744
"21",1001,0.435324163964793,0.21617652822837,-0.000298685892358762
"22",1051,0.536166835131304,0.0185213298624563,0.00846995669345601
"23",1101,0.470419041929649,0.221995663213712,0.00906509459491512
"24",1151,0.428174210179332,0.293535648144437,0.00251681630557749
"25",1201,0.467911497020898,0.313075210694981,0.00480657143605413
"26",1251,0.271535122755922,0.0646960993914128,0.00761028749638604
"27",1301,0.1491334728677,0.214323916017589,0.00740548767523866
"28",1351,0.45232904459413,0.336231712209033,0.010432489182264
"29",1401,0.49855821817235,0.463910075704236,0.0124964961698031
"30",1451,0.447358215922829,0.0761487760143603,0.00689401430325677
"31",1501,0.446332817992702,0.0596880857183133,0.00891876521837471
"32",1551,0.44840853041523,0.0780879773718276,0.00997181070338817
"33",1601,0.369997321549715,0.068176360467747,0.00461669388342213
"34",1651,0.156007642842884,0.106030912910104,0.00909585888586134
"35",1701,0.517593939495478,0.038277882594757,0.0112147162651306
"36",1751,0.296555434221021,0.422070529430704,0.00562689799764556
"37",1801,0.45962949744469,0.253339300106855,0.010142596516443
"38",1851,0.222016654017578,0.221103927689611,0.00994517369133875
"39",1901,0.472465643516061,0.212247419015781,0.00903315499511311
"40",1951,0.186736047654377,0.58426017017138,0.0064310581745986
"41",2001,0.445110423503727,0.185433678727303,0.00372814961725455
"42",2051,0.433191644148281,0.249665444644524,0.0093665972885943
"43",2101,0.481888697120567,0.207845770197428,0.00612564501383771
"44",2151,0.440271067978892,0.29470752669537,0.00843832577407304
"45",2201,0.558072455785356,0.414563088657693,0.010132135683902
"46",2251,0.423306492781615,0.321727154787896,0.0114952933908151
"47",2301,0.499817889313285,0.023416170238337,0.00808057118355059
"48",2351,0.40940077938076,0.260482878374471,0.00574110135764072
"49",2401,0.0908624061348894,0.397424012877397,0.00542558318720249
"50",2451,0.441065488639118,0.567967223394323,0.000908426033584699
"51",2501,0.531569223071356,0.0223966102835717,0.00680047208948857
"52",2551,0.448218807956365,0.293075170012521,0.0117050303133401
"53",2601,0.366854548526555,0.316086996268478,0.0103072404824632
"54",2651,0.453705273029033,0.301349516184341,0.00725171015934254
"55",2701,0.397328460401391,0.286856615338817,0.00801750352613339
"56",2751,0.242204643115354,0.110571432976826,0.00847060610452729
"57",2801,0.46302533851321,0.2038808752981,0.00767972509218967
"58",2851,0.436935924613283,0.580818605036536,0.00242757238848662
"59",2901,0.436561923726655,0.324449073955639,0.0105116627072305
"60",2951,0.167872067960401,0.597220011062994,0.00487863481501181
"61",3001,0.217179662148876,0.559292996550792,0.00269742754460826
"62",3051,0.436591261478111,0.301435482892161,0.00537999386074834
"63",3101,0.435991075079785,0.0698307489946155,0.00308380057839105
"64",3151,0.452375591306024,0.105778626447712,0.000610697277511936
"65",3201,0.528362216031582,0.0240504321870555,0.00742785311442695
"66",3251,0.346275136277817,0.336032401138686,0.0103452266801351
"67",3301,0.530374851686241,0.023299423444851,0.00806065790162737
"68",3351,0.192351184055983,0.358328642976509,0.00834422144607893
"69",3401,0.532010159069008,0.0183838611329147,0.00494443708645661
"70",3451,0.447900859994122,0.13912870586502,0.00631777665767705
"71",3501,0.188712314197961,0.57249194729684,0.00846820373760114
"72",3551,0.103599277129617,0.212772651765148,0.0106270518893531
"73",3601,0.473369043978952,0.069604502984647,0.00922410568382648
"74",3651,0.238728742732159,0.556187450557824,0.0093841305359606
"75",3701,0.48400253367998,0.280864731463636,0.00961563556696773
"76",3751,0.433752320005731,0.282904698095073,0.00299978129639535
"77",3801,0.51022582467051,0.0558013729700005,0.00798719022039155
"78",3851,0.406737939073749,0.520331235569259,0.0048046982483225
"79",3901,0.528695382424266,0.022895962269552,0.00400808072644149
"80",3951,0.288822977986533,0.0712240645823685,0.00384821904553409
"81",4001,0.364361999806101,0.0663950261512538,0.00280084546734451
"82",4051,0.142606617713877,0.220213082991663,0.00833109761487612
"83",4101,0.499621731475312,0.029096652177,0.0117579108586872
"84",4151,0.430400009762932,0.192824740930061,0.00266762304066957
"85",4201,0.459837135716355,0.225713402316072,0.00889353851538637
"86",4251,0.299970639331916,0.161176660018346,0.00926825159074582
"87",4301,0.42156626885593,0.317642613327516,0.00641756746870168
"88",4351,0.426613142763909,0.242795455140763,0.00855566586231959
"89",4401,0.351171130228661,0.527640472532958,0.00799577896803513
"90",4451,0.543450857576813,0.0160248109523293,0.00866577845263039
"91",4501,0.459201878873868,0.0916562868111146,0.0104942217052829
"92",4551,0.431848842814708,0.308898341768312,0.0037876852801624
"93",4601,0.159061740958301,0.598602557743114,0.00692476777265338
"94",4651,0.3875908052379,0.301493834714474,0.00141090553121345
"95",4701,0.492826177850977,0.285669970377232,0.00719889856865378
"96",4751,0.234547699077469,0.592968545533327,0.00688561545281207
"97",4801,0.498113872846621,0.0826385980411411,0.00850606864982541
"98",4851,0.451418015470677,0.0758520807410438,0.00989885642870733
"99",4901,0.456257995834133,0.508490447359765,0.00488259073559692
"100",4951,0.540005106680109,0.0181198220814818,0.0080335866080336
