"","Iteration","PhyloDIC","PolyDIC","Diff"
"1",1,-189.290532959543,-190.526740832715,1.2362078731725
"2",51,-257.953649482509,-259.664154087035,1.71050460452568
"3",101,-116.595974651399,-118.198459891597,1.60248524019809
"4",151,-186.778736104107,-187.893107206257,1.11437110215027
"5",201,-77.3719649083364,-77.9833790647628,0.61141415642642
"6",251,-193.470642653109,-194.831287431275,1.36064477816629
"7",301,-151.592693302284,-151.463144673207,-0.12954862907651
"8",351,-129.40079488774,-130.828136000502,1.42734111276164
"9",401,-147.083763444925,-146.9421668688,-0.141596576124726
"10",451,-136.756824387406,-137.879751440686,1.12292705327962
"11",501,-125.152516802311,-126.733930950527,1.5814141482156
"12",551,-65.0022415191375,-66.0922562360605,1.09001471692305
"13",601,-289.007472769456,-289.932586046116,0.925113276659488
"14",651,-288.672509787839,-288.370811255181,-0.301698532658065
"15",701,-272.887229124275,-273.015471161229,0.128242036954532
"16",751,-125.947787389011,-127.611155117755,1.66336772874345
"17",801,-70.9784925611357,-72.8559255654163,1.87743300428063
"18",851,-143.29518447768,-144.912656905918,1.61747242823824
"19",901,-302.391604941352,-302.845050642965,0.453445701613191
"20",951,-147.9584850109,-148.969798869822,1.01131385892211
"21",1001,-443.677580165338,-443.550471963393,-0.127108201945646
"22",1051,-98.1047930785293,-99.5584848623287,1.4536917837994
"23",1101,-139.058552209903,-141.036918331177,1.97836612127387
"24",1151,-215.610247193261,-215.2873172766,-0.322929916660996
"25",1201,-78.4669512172056,-80.0885875158401,1.62163629863448
"26",1251,-389.807377673951,-390.129905820083,0.322528146132015
"27",1301,-74.1360507922314,-74.9636462821426,0.827595489911232
"28",1351,-128.986739620662,-129.677145348894,0.690405728231298
"29",1401,-191.799129281229,-191.543836035733,-0.255293245496631
"30",1451,-273.719033866689,-273.593324401244,-0.125709465444913
"31",1501,-427.773769912437,-429.997233951611,2.22346403917425
"32",1551,-110.922327598968,-112.12362799428,1.20130039531215
"33",1601,-189.243718658557,-189.673563384629,0.429844726072361
"34",1651,-183.289155377663,-183.913636848782,0.624481471118543
"35",1701,-283.458539795507,-284.242481589395,0.783941793888062
"36",1751,-198.303601648609,-198.08522088557,-0.218380763038255
"37",1801,-175.618158676053,-177.456326861707,1.83816818565364
"38",1851,-162.937503976741,-164.256400241495,1.3188962647543
"39",1901,-43.0417133174197,-43.665179149761,0.623465832341331
"40",1951,-148.733134874766,-149.300409196409,0.567274321642543
"41",2001,-245.020521735034,-244.766180188068,-0.254341546965691
"42",2051,-99.8116928478631,-101.804181377725,1.99248852986172
"43",2101,-56.2860006692965,-56.4811994775917,0.195198808295231
"44",2151,-91.3437586092267,-92.2531875170398,0.909428907813052
"45",2201,-125.954121262886,-127.168731796184,1.21461053329773
"46",2251,-158.013452812959,-159.716198811485,1.70274599852561
"47",2301,-73.4566945083674,-74.8397547194131,1.38306021104574
"48",2351,-232.568259646474,-232.554151873885,-0.0141077725884031
"49",2401,-78.5867474835112,-79.3812506857167,0.794503202205519
"50",2451,-159.181409389449,-160.915837680509,1.73442829106077
"51",2501,-190.117108375645,-191.473249916646,1.35614154100111
"52",2551,-265.562428644559,-266.198768943775,0.636340299216897
"53",2601,-77.3670393758596,-78.406135484278,1.03909610841845
"54",2651,-55.9140272823876,-57.758862504734,1.84483522234643
"55",2701,-148.615291220878,-149.736012074177,1.12072085329891
"56",2751,-339.608537411569,-340.208559390994,0.600021979425037
"57",2801,-402.738566378901,-404.881423488763,2.14285710986167
"58",2851,-286.109770259149,-285.788599669303,-0.321170589846872
"59",2901,-203.60965298092,-204.680781744666,1.07112876374524
"60",2951,-148.67662730846,-150.101080876127,1.42445356766711
"61",3001,-315.743241952926,-315.396231848286,-0.347010104640333
"62",3051,-127.288873617437,-129.005675231893,1.71680161445616
"63",3101,-129.913645131329,-130.954051086455,1.04040595512586
"64",3151,-77.2615503629302,-77.860722650735,0.599172287804834
"65",3201,-456.025099371754,-455.909909568027,-0.115189803727617
"66",3251,-287.541204454048,-287.162845071875,-0.378359382173528
"67",3301,-114.371927782408,-115.454168420125,1.08224063771698
"68",3351,-143.77933789269,-143.883307262929,0.103969370238929
"69",3401,-347.513009137516,-347.189940695277,-0.323068442238821
"70",3451,-78.3235440217114,-79.347970435308,1.0244264135966
"71",3501,-46.2826986437739,-47.1974989005779,0.914800256804007
"72",3551,-101.904015287881,-103.753732898758,1.84971761087654
"73",3601,-156.226971429988,-158.222919770238,1.99594834025064
"74",3651,-190.400974055059,-192.286153765644,1.88517971058474
"75",3701,-406.345656882978,-406.310436492931,-0.0352203900476411
"76",3751,-169.01136313378,-170.610321889417,1.59895875563748
"77",3801,-217.33843660362,-217.626533847632,0.288097244012306
"78",3851,-235.638204545156,-237.040043591135,1.40183904597839
"79",3901,-339.983174599825,-339.591455426522,-0.391719173303045
"80",3951,-253.826776738849,-254.253674393253,0.426897654404172
"81",4001,-269.398816659973,-270.968832149424,1.57001548945118
"82",4051,-127.515043218926,-127.431872480722,-0.0831707382039326
"83",4101,-255.041828598588,-254.919955325576,-0.12187327301217
"84",4151,-237.590994822838,-237.258794324299,-0.332200498538697
"85",4201,-137.179143250103,-137.907377598935,0.728234348831904
"86",4251,-207.754939980841,-208.337094551275,0.582154570434369
"87",4301,-350.3228727616,-351.661745115036,1.33887235343542
"88",4351,-324.128298752102,-325.164903649593,1.03660489749046
"89",4401,-75.8051197649418,-76.0588595882413,0.253739823299554
"90",4451,-89.3352506903291,-90.422127410457,1.08687672012788
"91",4501,-123.195413856635,-124.015457969202,0.820044112566848
