"","V1"
"1",0.191143346813437
"2",0.157122523297757
"3",0.0847436935482523
"4",0.258024701550705
"5",0.198885668774499
"6",0.29149025155968
"7",0.223976226102604
"8",0.10123990626871
"9",0.200255163880654
"10",0.195486874344754
"11",0.198189423439985
"12",0.102961185349867
"13",0.0305220596871484
"14",0.11461793690741
"15",0.377614404343943
"16",0.206734683063429
"17",0.420590772756186
"18",0.109559105050385
"19",0.0753161788857072
"20",0.0700277653686711
"21",0.507128034265134
"22",0.158088642590645
"23",0.316066601478237
"24",0.183655822036459
"25",0.0931273890225384
"26",0.109559575515745
"27",0.095049959603046
"28",0.212083360278137
"29",0.23375422627601
"30",0.235709647316393
"31",0.286296270726139
"32",0.11481828546543
"33",0.146322417140847
"34",0.01742329570127
"35",0.136743772117185
"36",0.28227717759472
"37",0.231638518835701
"38",0.253092957163725
"39",0.151717292584084
"40",0.0329626629122923
"41",0.103941747378934
"42",0.29327984713105
"43",0.135624640239987
"44",0.176939577702462
"45",0.423126602713876
"46",0.269493954939584
"47",0.14607375952198
"48",0.114693271177997
"49",0.0751442233526915
"50",0.12211697136663
"51",0.0477190873347677
"52",0.209324898614414
"53",0.0735644453047413
"54",0.391429763588335
"55",0.107131722375974
"56",0.109624626035003
"57",0.177584309010316
"58",0.23302180400491
"59",0.1547547731056
"60",0.0775472638371688
"61",0.197512939200429
"62",0.116822127900187
"63",0.106521948552216
"64",0.156247922298542
"65",0.118145221590726
"66",0.170961747934091
"67",0.0835306177653468
"68",0.269072823752945
"69",0.102013714744702
"70",0.0815355195601189
"71",0.0842897278262299
"72",0.248133164229005
"73",0.261966185106155
"74",0.188853900087251
"75",0.0615610521577561
"76",0.149586876033607
"77",0.213582258435558
"78",0.0765705249371396
"79",0.257918927130582
"80",0.0703910685469973
"81",0.246628808738616
"82",0.0832119395161552
"83",0.127076672504555
"84",0.117712055844328
"85",0.0833844064398091
"86",0.289931044228088
"87",0.1208387286206
"88",0.0379713782849089
"89",0.109689924932155
"90",0.106186655519486
"91",0.124241387130531
"92",0.0321003556576316
"93",0.179427658216733
"94",0.0677995897873783
"95",0.280846251746589
"96",0.174439164832931
"97",0.241729505889536
"98",0.0547770241724587
"99",0.261359273586207
"100",0.350589047960344
