"","x"
"(Intercept):(Intercept).Cage",8.31080677903415e-05
"nTreatment:(Intercept).Cage",8.20994190604135e-06
"(Intercept):nTreatment.Cage",8.20994190604135e-06
"nTreatment:nTreatment.Cage",0.000221009919762874
"units",0.132732598796251
