"","Phylogeny","Species","Residuals","Intercept","InvClim","PreClim","InvTime"
"1",863.500376350337,653.68631238623,2000,1672.52662567051,2000,2312.15154955174,1854.11341658287
"2",981.893807157387,915.060976903689,2000,1638.1852957206,2000,2070.89424343204,2215.26063256396
"3",1474.15688405387,956.008256959316,2000,1211.75063449669,2000,2000,2034.03439872351
"4",255.514108692143,269.248867212977,2000,2738.38861793994,3088.49038571945,2261.57259827122,1366.48665128809
"5",1260.35850689272,459.564292976645,2000,1919.33915692786,2200.94764006822,2085.44566059493,2042.48492984171
"6",1549.89542021047,1144.69603008696,2000,1681.49147908409,2000,2000,2169.99920420943
"7",868.659276439228,829.26844149979,2000,1928.33959350109,2000,2098.1000811474,1873.12328685886
"8",367.057881238312,888.76044299128,2000,2235.06756245749,2168.17635955277,2397.83067466906,2235.03029896217
"9",391.008146886538,782.263562271938,2000,2438.45088879685,2164.70559563901,2634.75190260363,1182.15141682655
"10",741.447591968999,294.49792418969,2000,1804.89269350629,2818.09969116401,1910.10636828332,1984.57377350546
"11",508.796338788932,457.121581516431,2000,2000,2000,2000,1883.66992227619
"12",483.832817432775,453.995115412121,2000,2360.64183585611,2000.00000000001,2324.03704971745,2568.4195356054
"13",374.246516559248,319.399930983377,2000,1963.56805564113,2936.47488996394,2000,2067.02595418493
"14",738.565547641192,726.019525252398,2000,1632.35135597965,2000,2315.49246961715,1801.27927308022
"15",343.549790278754,1114.96130412033,2000,2352.03273951958,2231.20552991927,3011.51496437133,2424.41735222991
"16",234.735220896394,221.900721780628,2000,2713.63740091113,2705.25248716332,1755.9220565211,1516.17370785175
"17",1361.28129523588,868.208036642899,1999.99999999999,2000,2143.36246049195,1957.36207590725,2558.35624565914
"18",470.526111352248,915.648836051198,2000,2337.13899999225,2363.21473047634,2462.41112279167,2270.68176460434
"19",1653.29269144796,1118.60109695338,2000,2128.27730394061,2000,2000,2606.08656663021
"20",803.889515908112,304.4251266473,2000,1717.45209422781,2000,2000,1839.09784764561
"21",1438.91135632951,871.63826021142,2000,1372.4398553272,2000,2142.85783423308,2085.33608432955
"22",1194.66686366338,689.400336650331,2000,1398.20494944242,2137.36291838817,2000,2008.27576996181
"23",1197.10041650398,401.348773166142,2000,1711.03728216922,2173.5515744864,1947.94629633601,1911.18905654842
"24",572.581156494444,506.884568360812,2000,2301.92541087225,2000,2256.96132042607,2133.62648097209
"25",1209.61454362647,918.77349162962,2000,2035.1716693366,2187.36251677849,2000,2000
"26",1265.2659345169,425.361100429703,2000,1710.195797695,2000,2000,2000
"27",1504.6409054228,994.470379215259,2000,1457.19073212229,2141.63597234887,2000,1926.70147794664
"28",1392.66205306442,945.603165487976,2000,1174.22433948805,2000,2147.03213315504,2326.05952346484
"29",477.660030970472,839.410334208905,2000,2083.25152891726,2018.42510610465,2178.96742567222,2137.81137167374
"30",1763.7998473847,1235.26139804885,2000,1364.04138501312,2000,1936.09264095416,2429.20897972833
"31",532.749845478751,402.413642179742,2000,2077.64690029157,2414.01666116244,2000,2346.91804063331
"32",1320.09715212415,848.97366811967,2000,1884.30366530415,2149.24736454166,2000,2000
"33",470.1584244254,1023.44787798909,2000,2182.23117778052,1963.57046425623,2417.94805632181,2122.96255481708
"34",1236.67743684909,377.097120803948,2000,1777.03075220802,2228.830832243,2000,1893.90363672392
"35",317.471765910316,828.06788002378,2000,2326.12749459379,2226.81268480019,2117.7117020404,2391.41880270167
"36",1082.8197449452,431.930461791198,2000,1642.01182101071,2857.74318389702,2169.243547439,1998.82902656742
"37",1019.87084046749,302.893886360311,2000,1787.77597698168,2000,2000,1891.26680753426
"38",1616.29134706158,1195.42683773526,2000,1384.5944152018,2000,2195.39752026051,2421.55134643627
"39",476.68326754417,388.885750728364,2000,2144.33321513429,2165.29948084936,2253.86383026287,2347.84777417523
"40",457.580040151946,363.656439705013,2000.00000000001,1925.96859316747,2000,2049.84439354632,1896.8020918692
