"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp"
"1",1,0.000827426418752571,8.20208439162346e-12,0.000774871673829952,687.042735984387
"2",51,2.77473220844675e-05,1.63546816439464e-12,9.75605656663339e-05,1800
"3",101,0.000637140450434343,3.87276713792618e-10,0.000574350653708383,700.264092434577
"4",151,0.000642265749073797,2.38071574902502e-11,0.000542487745873853,722.523879281265
"5",201,0.000502875171267477,3.15048426479304e-13,0.000743571516452561,963.621061407643
"6",251,0.000196041123444907,1.11941868568186e-10,0.000647169287565116,1485.2333060289
"7",301,0.000412919758699343,2.15506132018926e-11,0.000357554419697941,697.726423666578
"8",351,0.000172097369208415,3.48171859167561e-11,0.000429508182892229,1467.7639430517
"9",401,0.000881232505342591,7.57905159805046e-12,0.000831947558300919,690.795150271299
"10",451,0.000225782195701952,4.64085605936446e-11,0.000799108205892102,1436.52301621026
"11",501,0.000152717355940276,1.33776291922604e-13,0.000392061231963561,1381.68016768725
"12",551,7.15628159555736e-05,2.15983457105581e-11,0.000206116204587211,1639.80654843855
"13",601,6.34005332910491e-05,6.61761348588014e-13,0.000215483790225044,1434.91595287562
"14",651,0.00104413704366853,7.56013425267904e-11,0.0010394207389546,679.586445613603
"15",701,7.67536451886916e-05,2.42497230478072e-11,0.000262596993732986,1800
"16",751,0.000655899694043811,1.12207954247204e-14,0.000572155553949045,699.750724939141
"17",801,0.000204585660088527,5.29606413479639e-10,0.000605609585346733,1630.53849392138
"18",851,0.000491912416908889,1.2759500038601e-18,0.000343337259514431,813.110747116329
"19",901,6.40691094019887e-05,1.36390607723371e-12,0.000210380719994968,1800
"20",951,5.73404685203244e-05,2.02679892975731e-17,0.00019843842354346,1432.24885603161
"21",1001,7.50287755422124e-05,1.26499091038444e-12,0.000158081567817949,1492.57999905004
"22",1051,0.000976429835569091,3.89148571596755e-10,0.000865634301166865,704.672196575365
"23",1101,0.000104961880142449,1.11662528875191e-12,0.000323100785077849,1481.52395302703
"24",1151,8.45430889083428e-05,1.26571951815369e-12,0.000195640246351051,1451.81710110521
"25",1201,0.00123451913622656,1.57408176899452e-10,0.00119317869985756,702.150145518764
"26",1251,0.00138444593545298,1.34853141937472e-09,0.00117755865219498,711.271952686221
"27",1301,0.00112541379124468,7.3668441643563e-12,0.00108298556496862,694.716421945582
"28",1351,0.000139394795728112,4.66942311210636e-13,0.000465907079865523,1800
"29",1401,0.000876683725577902,8.47968728485299e-11,0.00079414400779335,703.314856273954
"30",1451,0.00121422607787016,1.58472105486777e-09,0.00131856943404559,680.523020153303
"31",1501,0.000126725388967166,4.73075099224297e-14,0.000448814358638654,1429.47480421833
"32",1551,0.000853267295219512,5.38386266690099e-10,0.000825832490818622,699.237643749761
"33",1601,0.00135820190196997,3.79957385274226e-10,0.00130449800129706,703.5501559454
