"","Iteration","Intercept","Preclim","InvClim","InvTime"
"1",1,-0.432537992255913,-0.00296738665536538,0.00379765517896213,-0.00183158054227363
"2",51,-0.422066664050652,-0.000244489375974152,0.00138614494454451,-0.00151306102960643
"3",101,-0.428873322783157,-0.0024456276711783,0.00153049092954907,-0.00140072659219262
"4",151,-0.429676452995701,-0.00173084549970917,0.00248112315005836,-0.00193350802893671
"5",201,-0.447100130065847,-0.00139592257704119,0.00283118560953846,-0.00117169303224385
"6",251,-0.432275133890346,-0.00312719344623225,0.00218682068862072,-0.000833273717701533
"7",301,-0.424919437880622,-0.00195284771603842,0.00190360150664479,-0.000810079667736038
"8",351,-0.427710034221069,0.000248926848947596,0.00100556532951961,-0.00335765361250052
"9",401,-0.441464896312381,-0.00381108266475902,0.00179621165223992,-0.00201392085254165
"10",451,-0.43282000192702,-0.00291681042239821,0.00255288248482815,-3.56422652288135e-05
"11",501,-0.441105332832741,-0.00142425221566164,0.00189445214253154,-0.000901536452202811
"12",551,-0.432850631666363,-0.00158188684385433,0.000965665394388471,-0.000280684389023386
"13",601,-0.426335880750341,-0.000876165285258711,0.00229281208515763,-0.00113516636953515
"14",651,-0.439870553713338,-0.00259432843873841,0.00337463472919072,-0.00161984127351185
"15",701,-0.423387552454431,-0.00137783161574156,0.00176862603324221,-0.000902778304956248
"16",751,-0.432646021891473,-0.0023772568046188,0.00250080728018384,-0.00125088116108472
"17",801,-0.432516947375577,0.00269820675501946,0.00162688754255352,-0.00400981730067884
"18",851,-0.422454898886269,-0.00176515456440741,0.00233697097400616,-0.00177671683391388
"19",901,-0.419676220389322,-0.00124801971211666,0.0015637380483451,-0.00101882758938396
"20",951,-0.420664832005053,-0.00154023358985137,0.00268562676001124,-0.00111829641370413
"21",1001,-0.423918545915072,0.000310125626873218,0.00285708528980699,-0.00365525875368133
"22",1051,-0.43579315032903,-0.00306560289935204,0.00260494554684595,-0.00138478491287201
"23",1101,-0.435042380096256,0.000604841915964268,0.00232297811326916,-0.00225196355368652
"24",1151,-0.431581521214298,-0.00529586546648748,0.00488377560215089,0.0010959790527573
"25",1201,-0.442203194501908,-0.00308377890467734,0.00321759740071348,-0.00158733869513493
"26",1251,-0.438346304205689,-0.00212700633211327,0.00121906522350987,-0.000719628815195827
"27",1301,-0.432226870053666,-0.00277497080524733,0.0023928484994053,-0.00245499335020202
"28",1351,-0.437972382416178,-0.00345430827080082,0.00285137598995674,-0.00162140171328561
"29",1401,-0.436590977514171,-0.000689360620295759,0.00148409690568579,-0.00168264392193359
"30",1451,-0.440187863740208,-0.00386455238133382,0.00218704480930579,-0.000377004720457139
"31",1501,-0.424070048126446,-0.00340296977098815,0.00339655217757083,-0.000309099041928038
"32",1551,-0.426687021293846,-0.00237764736292542,0.00207655719215299,-0.00104901697234099
"33",1601,-0.441158456365312,-0.00292165624687632,0.00301641307597877,-0.00193680372895226
"34",1651,-0.436635050438564,-0.00291844167198241,0.0018570181610571,-0.00119828689876809
"35",1701,-0.423674708596324,-0.00200702966576163,0.00174397634078735,-0.00102745483076558
"36",1751,-0.431612151478633,-0.00185110624044899,0.00194810206613807,-0.000994130752618713
"37",1801,-0.447622402846018,-0.00522174191106489,0.00409662472989031,0.0018657351322847
"38",1851,-0.41762509359618,-0.00185279253048151,0.00674567074534446,-0.00622911076307212
"39",1901,-0.439784293573271,-0.00278576679147863,0.00346363981196318,-0.00246535573210561
"40",1951,-0.444584743285993,-0.00274979782074526,0.00240709635176023,-0.00151724020242787
"41",2001,-0.437034753914284,-0.00270431294966955,0.00185374839504715,-0.00144993250213735
"42",2051,-0.431228854490949,0.000259321779588699,0.00311968715970511,-0.00464644970015806
"43",2101,-0.426416368757479,-0.000518126522091815,0.00118630726173298,-0.00182231721490872
"44",2151,-0.443646778217075,-0.00218742111009844,0.00373763016133405,-0.0016304317008482
"45",2201,-0.423796316255164,0.000309004179540384,-0.00120691287053637,-0.00244223222428439
"46",2251,-0.428270937954693,-0.00205396194873549,0.00229609062046973,-0.0012706271462842
"47",2301,-0.446837127708635,-0.00322709934655985,0.00306248744659224,0.00273849713826124
"48",2351,-0.426352607632393,-0.00204761286553527,0.00218151338254318,-0.00172611537878659
"49",2401,-0.445385244561264,-0.00183935470374975,0.00132494914541553,-0.000586334683860962
"50",2451,-0.447588137868396,-0.00111802902057179,0.00170233620599888,-0.00131617956894765
"51",2501,-0.437407347797955,-0.00294326107234849,0.00253332704901998,-0.00162192489504361
"52",2551,-0.430846408153408,-0.00187547979875503,0.00275765751911041,-0.000307703515446567
"53",2601,-0.430542229623926,-0.00290654847918,0.00309154488442573,-0.00110171483968065
"54",2651,-0.435432442034422,-0.000813176846477255,0.00188663233054048,-0.00201199835859822
"55",2701,-0.438535360897407,-0.00156714658399998,0.00225385828103253,-0.00145536678144524
"56",2751,-0.432340218813382,-0.00223689735891325,0.000557039292005013,1.09521533275259e-05
"57",2801,-0.434049850283782,-0.00147922301293993,0.00290475573231175,-0.00239888393775335
"58",2851,-0.440575065750683,-0.0030096301587023,0.00252191539670524,-0.0013062844726356
"59",2901,-0.446674178370044,-0.00328368177913727,0.00394637432425723,-0.00160698462778143
"60",2951,-0.428027745681871,-0.00181381839649755,0.00112135792975889,-0.00275742753382753
"61",3001,-0.434099693894473,-0.00259926731720878,0.00223490253865899,-0.00126217431418879
"62",3051,-0.437647435748281,-0.0036033474145894,0.002834174369862,-0.00128406307662647
"63",3101,-0.427238692689984,0.000459158739810221,-0.00113833457492463,-7.48526775029568e-05
