"","Iteration","lowerInt","upperInt","lPreClim","uPreClim","lInvClim","uInvClim","lInvTime","uInvTime","lSpecies","uSpecies","lAbSpec","uAbSpec","lUnits","uUnits"
"1",1,-0.465585358717362,0.460543466513627,-0.528610952227609,0.508616845829238,-0.441840863029938,0.367472045996692,-0.313942027176381,0.577702938520815,4.8633130144631e-08,3.52324836135455,1.72994338389265e-09,0.315330538179394,0.00200545543975876,0.00410981498998526
"2",51,-0.0374619149952196,0.131391846865881,-0.0956080760224722,0.0973125536329462,-0.106829560099868,0.0722456702496856,-0.0723318926175125,0.105787143926136,3.92941267534638e-10,0.0321916499871147,3.65988082778329e-10,0.0267894830902451,0.00113815695083676,0.00232249388516164
"3",101,-0.413466580786917,0.227430542930961,-0.290874088226701,0.426811508270475,-0.317760807738523,0.306371390179265,-0.351884277930367,0.250958009153692,1.41074590401865e-11,2.39749660238781,4.99232248404187e-10,0.158666333570062,0.0021955864145431,0.00449410598801579
"4",151,-0.173928566378891,0.425479044381063,-0.289361352406559,0.364132516711834,-0.284067507222062,0.357963807313354,-0.313203015171894,0.332020738205756,7.60712430654025e-08,0.373365891703445,2.7602501035371e-12,0.294739586465961,0.0161300525413915,0.0325481724982361
"5",201,-0.175078755404684,0.829628156941908,-0.418061186239356,0.54583021797589,-0.35720083504566,0.456452363920107,-0.463766239467077,0.428984889324056,1.9577437271242e-10,3.63667859465545,7.89173793522152e-11,0.198874558952159,0.000673787921569489,0.00136173164210292
"6",251,0.0417117063043406,0.511224547604797,-0.23369365157123,0.229194287690916,-0.165619787854666,0.269002967979759,-0.196091663565312,0.252405559574981,7.64707627897751e-09,0.203009123012566,7.61852050246566e-10,0.162921848201238,0.0116742242345017,0.0236511761963893
"7",301,0.196857920178445,0.287722343840869,-0.0597131146787433,0.0474730044370517,-0.0390756994456751,0.0510235137553536,-0.0393062233051751,0.0482291928638006,6.07631647532329e-12,0.010070553023932,6.3722221913833e-11,0.00695998262575654,0.000141671938217583,0.000286029801333626
"8",351,-0.0848901874342118,0.345443742618954,-0.240606289598873,0.238091303766851,-0.230379258282483,0.22618979238905,-0.165311920529348,0.262646937932004,1.05795692837786e-08,0.215754810309453,3.73185180318254e-09,0.149893633812249,0.00606884156065078,0.012358797080888
"9",401,-0.108368607572629,0.224117548146751,-0.202751292294124,0.156683113658801,-0.141311708197463,0.191354762057017,-0.20236672993633,0.183170214997517,1.27718328263998e-09,0.140623832964712,1.65507160659707e-08,0.113462300903202,0.00252332232489763,0.00508353534435932
"10",451,-0.52663303623558,0.148735621718515,-0.333204663125798,0.515530336822849,-0.268581144948257,0.345921005558921,-0.41833594875061,0.317101364584232,3.65945647692044e-11,3.84706040486307,3.01708507061222e-10,0.184981047919086,0.00169239961442204,0.00341798253146713
"11",501,-0.0444602363859303,0.185073174470745,-0.0965691671517561,0.125413928866692,-0.11273306964722,0.107401942048455,-0.0995518299896503,0.11317938513821,2.15483965100948e-11,0.0605527920904839,2.12636336565559e-11,0.0380291882455189,0.00149427555511018,0.00300411061253052
"12",551,-0.428033982028865,0.912472589629033,-0.465067419077968,0.817127183865523,-0.420731147940387,0.619269818424073,-0.626081665061065,0.541853616567096,4.9811239336397e-09,4.9385224037098,1.74105328715649e-11,0.428528987199925,0.0014275234417794,0.00289444621066094
"13",601,0.046494525813614,0.336157497324166,-0.172401828118382,0.162282215896994,-0.132309125245229,0.173010746570071,-0.169244131462619,0.152854473766638,2.55558770703208e-11,0.0943619395796239,3.99752345155712e-10,0.0861522235672241,0.00300138180878793,0.00602471864573424
"14",651,-0.14868895879772,0.153766446419468,-0.184338919076254,0.1201588405238,-0.142560106294695,0.19600844825618,-0.140172503161011,0.14941458022804,2.66631514768977e-10,0.0793439700569007,3.8914952219459e-10,0.076150522012147,0.00547360475941729,0.0109835417357815
"15",701,-0.345346278354555,0.578144982689992,-0.312897538002289,0.54289432882797,-0.299543615445145,0.484897589522006,-0.516558109753532,0.332378861286998,5.65117524687353e-11,4.15822465311526,3.46089452243939e-12,0.124513146365444,0.00059861422856728,0.00122783245723448
"16",751,-0.0010196269286098,0.398402388846989,-0.239379142847611,0.223306932624837,-0.180158686997402,0.315677361184498,-0.219744526307295,0.171160723431967,1.15792779224394e-10,0.180204848394179,1.08936419405131e-09,0.178300645198328,0.0111595182633804,0.0226153412625756
"17",801,-0.195673748617992,0.462484801260871,-0.341118963144254,0.365104982221055,-0.384394007422088,0.312457553831791,-0.398713608941762,0.282896427203923,1.59088129686527e-14,0.421662965853674,1.0299681784637e-09,0.357721144689472,0.0153918558848215,0.0310572288953755
"18",851,-0.294337563645968,0.401564183528535,-0.417751063912874,0.34696265427192,-0.352626423082256,0.324078606281546,-0.407399501527834,0.369628396627377,1.11857036883108e-09,0.528298392804488,1.13353622356084e-09,0.411392447747247,0.0123021475147269,0.0252589560840426
"19",901,-0.16741400132014,0.245891028651386,-0.264771702655707,0.251283896202949,-0.200378597677627,0.202190073860038,-0.215675664803712,0.207524408731842,5.12981304288519e-10,0.293144236839082,1.12953317826218e-10,0.111660470349006,0.002786958467223,0.00572518989918513
