"","V1"
"1",0.0883299028276467
"2",0.171671393561017
"3",0.161768591858127
"4",0.55751840759667
"5",0.148184712767784
"6",0.120991035217216
"7",0.418316775064219
"8",0.164965909042875
"9",0.195167198044148
"10",0.126489676045827
"11",0.166765084652737
"12",0.350900653762635
"13",0.0482056972295221
"14",0.21197369970171
"15",0.391737805233289
"16",0.131540308016453
"17",0.139556164821876
"18",0.149504069997664
"19",0.166810930269192
"20",0.133062932013176
"21",0.144517341344633
"22",0.427254967118285
"23",0.145537699423332
"24",0.168640853004734
"25",0.335512599397648
"26",0.319951007940423
"27",0.0450817337035487
"28",0.152021489180719
"29",0.379299564577147
"30",0.310371859069939
"31",0.151231200589678
"32",0.138559525309251
"33",0.12798359844864
"34",0.29055527668519
"35",0.155253233229687
"36",0.0917309577850789
"37",0.167763803745585
"38",0.157453610468184
"39",0.178671172231106
"40",0.272570371729702
"41",0.333153291476405
"42",0.205657753114357
"43",0.155024170694366
"44",0.103580832211967
"45",0.094457866766269
"46",0.0596290833372226
"47",0.117938485693209
"48",0.108112431911498
"49",0.187720976760005
"50",0.161821476071871
"51",0.065467895539754
"52",0.623631190155229
"53",0.218026446409704
"54",0.0912298137618492
"55",0.1640722427766
"56",0.157867034805945
"57",0.267738322201705
"58",0.0803872389576739
"59",0.0882761221954778
"60",0.132809013870982
"61",0.0736159894526557
"62",0.382208930127363
"63",0.128580483693441
"64",0.0635479982138294
"65",0.108614012831361
"66",0.481429571616081
"67",0.451598515253593
"68",0.230648096513025
"69",0.0690280145063653
"70",0.109860572718741
"71",0.112294433203543
"72",0.434283256192986
"73",0.486540261269872
"74",0.239818254244851
"75",0.0517076370079717
"76",0.0599185191687428
"77",0.137270901505102
"78",0.157092533008526
"79",0.437065720977356
"80",0.181910696804419
"81",0.0935949490374331
"82",0.0778850650176384
"83",0.550834679959925
"84",0.0880953054869832
"85",0.134339985773269
"86",0.183150178869695
"87",0.0772417121152948
"88",0.0418939549370117
"89",0.142626343422919
"90",0.216769812690605
"91",0.0517819943477979
"92",0.0647631336988986
"93",0.426572915857914
"94",0.125482060466497
"95",0.433615472167576
"96",0.0970946370018144
"97",0.469372957132401
"98",0.143831969492269
"99",0.118688049000978
"100",0.528238424279585
