"","Iteration","Pass.Stat.Spp","Pvalue.Spp","Pass.Stat.Resid","Pvalue.Resid","Pass.Halfwidth.Spp","Ratio.Spp","Pass.Halfwidth.Resid","Ratio.Resid"
"1",1,1,0.672805803813122,1,0.172251248942676,0,0.47644931029828,1,0.0083709623660495
"2",51,1,0.66912594289776,1,0.173982405435485,0,0.333559756799803,1,0.00837043709715751
"3",101,1,0.904856282739871,1,0.173848037735019,0,0.288939099812416,1,0.00836967235785336
"4",151,1,0.977708865059063,1,0.171936451197015,0,0.27030433034051,1,0.00836829526178386
"5",201,1,0.39403483792812,1,0.172786004944353,0,0.287616407183976,1,0.00836958174366034
"6",251,1,0.820787771809504,1,0.168534777015884,0,0.430049566438815,1,0.00837140319339328
"7",301,1,0.7972593203898,1,0.168487930370661,0,0.421888167938968,1,0.00837134861060587
"8",351,1,0.690514956387378,1,0.172045932882572,0,0.341745916098336,1,0.008371446513823
"9",401,1,0.85131825521215,1,0.169886882859203,0,0.352433674000266,1,0.00837177024945334
"10",451,1,0.850308392095255,1,0.170297253323633,0,0.350134683055846,1,0.00837312951021057
"11",501,1,0.37522671015853,1,0.166761881976247,0,0.438628324572212,1,0.00837423303088243
"12",551,1,0.702125194020308,1,0.171315186690821,0,0.31298022585301,1,0.00837030704775934
"13",601,1,0.728599352413627,1,0.173148034436877,0,0.254702713307733,1,0.00836959048739508
"14",651,1,0.888594718343824,1,0.171409694835236,0,0.308556222838957,1,0.00836966885082655
"15",701,1,0.783586896455438,1,0.169010982649885,0,0.422444385237953,1,0.00837078944643227
"16",751,1,0.713488164225851,1,0.172885187079146,0,0.364709002082103,1,0.00837271819818648
"17",801,1,0.741710402287849,1,0.173403487702324,0,0.304077948080058,1,0.00837065841091113
"18",851,1,0.880345988438792,1,0.172516496262102,0,0.288922092414788,1,0.0083698135493995
"19",901,1,0.954867791346639,1,0.172725558225904,0,0.283808220430231,1,0.00836968320361607
"20",951,1,0.918260873421414,1,0.170029975965641,0,0.312951039867285,1,0.00837148002319075
"21",1001,1,0.851637738452465,1,0.172351932959943,0,0.31701807120156,1,0.00837232161061039
"22",1051,1,0.792880711910774,1,0.173854253157187,0,0.339174892733959,1,0.00837153196880375
"23",1101,1,0.694914514634643,1,0.171164896289654,0,0.467539081071361,1,0.00837272473715705
"24",1151,1,0.917091809511887,1,0.169950367051522,0,0.310094970265571,1,0.00837170508288778
"25",1201,1,0.925445553230783,1,0.173500649536328,0,0.292693633039609,1,0.00837059811221048
"26",1251,1,0.864305978058537,1,0.167218023838196,0,0.42778286603159,1,0.00837158031346733
"27",1301,1,0.91478290765471,1,0.170740894935535,0,0.286761256275358,1,0.00836887228633092
"28",1351,1,0.917353945629749,1,0.169398359152888,0,0.320840809213073,1,0.00837077207443675
"29",1401,1,0.186836284893368,1,0.172045070477506,0,0.353959820412196,1,0.00837007285146384
"30",1451,1,0.84267136383622,1,0.172891591708613,0,0.295942563677677,1,0.00837010674496464
"31",1501,1,0.928762707980846,1,0.170023617822827,0,0.317950962109168,1,0.00836991181625364
"32",1551,1,0.577875804461915,1,0.172396921998941,0,0.243712284241077,1,0.00836909486582145
"33",1601,1,0.839184345684835,1,0.168155133955841,0,0.417801234320148,1,0.00836921402702101
"34",1651,1,0.51015605540339,1,0.1724792898938,0,0.302226034154972,1,0.00837031240655777
"35",1701,1,0.29178942027361,1,0.172285063939631,0,0.348652362018133,1,0.00837038568613534
"36",1751,1,0.239734823374936,1,0.173111553486457,0,0.384299402703056,1,0.00837060526288981
"37",1801,1,0.721606429593303,1,0.172178594310695,0,0.285582763899487,1,0.00836956748200561
"38",1851,1,0.897793860189064,1,0.165089834983159,0,0.420741049942222,1,0.00836882802755928
"39",1901,1,0.825130420900993,1,0.168745540682007,0,0.373505863627552,1,0.00837014248843659
"40",1951,1,0.921310970991822,1,0.170116702121105,0,0.311127519111681,1,0.00837115424586896
"41",2001,1,0.864856296705363,1,0.170037557157576,0,0.330458710435496,1,0.00836960773415613
"42",2051,1,0.812190824332493,1,0.172902194498543,0,0.344995676143198,1,0.00837348507049835
"43",2101,1,0.851081215132012,1,0.168762487127457,0,0.396844270926574,1,0.00837380683126387
"44",2151,1,0.794374101278552,1,0.174162046679141,0,0.316363380020549,1,0.00837080636558266
"45",2201,1,0.641061550849869,1,0.171897672384162,0,0.242958132072967,1,0.00836868117802698
"46",2251,1,0.67077465514648,1,0.17118186351395,0,0.35872407132631,1,0.00836994432945784
"47",2301,1,0.854143480870325,1,0.168827890737937,0,0.318028799129319,1,0.00836995703361935
"48",2351,1,0.511495745166279,1,0.170772745370641,0,0.307661823426174,1,0.00836990139656225
"49",2401,1,0.852303599222608,1,0.169028376116625,0,0.336189443516455,1,0.00837249957865599
"50",2451,1,0.862948436316576,1,0.170114802640667,0,0.342962495999708,1,0.00837230165436964
"51",2501,1,0.778697857972859,1,0.171117485024094,0,0.341059963093722,1,0.0083726155338869
"52",2551,1,0.927015141808413,1,0.172098147472409,0,0.326992400871938,1,0.00837201737242306
"53",2601,1,0.522338825585784,1,0.172397214024406,0,0.317113004265993,1,0.00837090445962629
"54",2651,1,0.924333711431018,1,0.169308945878543,0,0.32094222336902,1,0.00837015956924108
"55",2701,1,0.824639311212519,1,0.172042580786298,0,0.333034299325995,1,0.00836857005070941
"56",2751,1,0.917620681631342,1,0.170326468222719,0,0.317439298579975,1,0.00837016840905067
"57",2801,1,0.832173702432827,1,0.17326691326127,0,0.264401279968204,1,0.00836962666516987
"58",2851,1,0.841707373226183,1,0.172658277764392,0,0.272394894943495,1,0.00836942456146517
"59",2901,1,0.524301462256511,1,0.17169415757764,0,0.3377952313494,1,0.00837200651790062
"60",2951,1,0.939889335598314,1,0.172733153055862,0,0.291795166544974,1,0.008369558073454
"61",3001,1,0.883936835196358,1,0.172786599494879,0,0.330256270532613,1,0.00837015782569496
"62",3051,1,0.908560318668307,1,0.17038255515985,0,0.318339880895315,1,0.0083703162655304
"63",3101,1,0.35207415169702,1,0.168956457641376,0,0.364504733787903,1,0.00837246974800271
"64",3151,1,0.926310773691018,1,0.171644135929806,0,0.307006392687173,1,0.0083700383874878
"65",3201,1,0.707930871404719,1,0.174634397366457,0,0.314870386469696,1,0.00837045593938922
"66",3251,1,0.941154297711392,1,0.172681688946757,0,0.263339313018963,1,0.00836914224590525
"67",3301,1,0.703573704152637,1,0.17414435597977,0,0.328690081443352,1,0.00837094565519522
"68",3351,1,0.832329194273507,1,0.168424822150054,0,0.437910422807834,1,0.00837054381793116
"69",3401,1,0.781028224884793,1,0.173863279153275,0,0.329033555143459,1,0.00837143822902938
"70",3451,1,0.811607911275691,1,0.17062637713679,0,0.355086222499712,1,0.00837244976733644
"71",3501,1,0.781862764810031,1,0.173911822564864,0,0.319811462017433,1,0.00837103553783073
"72",3551,1,0.532645168712641,1,0.173138440086969,0,0.312234508120224,1,0.00836992419366262
"73",3601,1,0.50429417595129,1,0.17293061760664,0,0.319560119398116,1,0.00836991365749177
"74",3651,1,0.945855794419951,1,0.172744909161752,0,0.295390740630254,1,0.00836998508018003
"75",3701,1,0.839512332437208,1,0.169469314961952,0,0.354011291667058,1,0.00837305919412137
"76",3751,1,0.317119892380041,1,0.171672355361926,0,0.342946549497622,1,0.00837032038122408
"77",3801,1,0.907871141476911,1,0.17007752062356,0,0.314391227157567,1,0.00837212706892907
"78",3851,1,0.855693965696118,1,0.169489731000253,0,0.33314257983818,1,0.00837112956426151
"79",3901,1,0.910411043940674,1,0.168962500500375,0,0.323652812196339,1,0.00837160166833689
"80",3951,1,0.821830466440259,1,0.172299994224022,0,0.322752154214024,1,0.00837288053104331
"81",4001,1,0.952844891690411,1,0.172372353197188,0,0.300175951070848,1,0.00837002201279107
"82",4051,1,0.398418562236019,1,0.172858266117139,0,0.347961415602635,1,0.00837028993655464
"83",4101,1,0.899937482138211,1,0.172098046573493,0,0.320283675629912,1,0.00836930875337169
"84",4151,1,0.925952964990683,1,0.172088979266768,0,0.305049498368621,1,0.00837031162289265
"85",4201,1,0.332937083128829,1,0.172858806388635,0,0.340280127272926,1,0.00837010169762504
"86",4251,1,0.904565022152137,1,0.169696403587352,0,0.319141202987203,1,0.00837240362268987
"87",4301,1,0.839374620360505,1,0.174064858522507,0,0.309640810933616,1,0.00837076195390444
"88",4351,1,0.585359504676374,1,0.172879375287242,0,0.321590539653005,1,0.00837022153947597
"89",4401,1,0.932420140993424,1,0.171855543377918,0,0.331160135096402,1,0.0083720023135507
"90",4451,1,0.807316993748692,1,0.174210672299961,0,0.284062379991825,1,0.00837017711285955
"91",4501,1,0.872394402911659,1,0.173107982588076,0,0.322772130361539,1,0.00837018381231434
"92",4551,1,0.804456537471654,1,0.168057765062873,0,0.48545497305533,1,0.00837112253879396
"93",4601,1,0.646805023850717,1,0.172073678106533,0,0.288710827824556,1,0.00836963632861379
"94",4651,1,0.954311913169069,1,0.173064084657208,0,0.298817898935701,1,0.00837040468005471
"95",4701,1,0.753145428578855,1,0.173990379603499,0,0.313224759440423,1,0.00837023159871372
"96",4751,1,0.773348250833541,1,0.173502568267808,0,0.347619386408981,1,0.00836909534251858
"97",4801,1,0.747979778239123,1,0.173446783801848,0,0.355151657397679,1,0.00837154584400201
"98",4851,1,0.806938375061898,1,0.171430128557933,0,0.349655937991371,1,0.00837402403403763
