"","stest","start","pvalue","htest","mean","halfwidth"
"(Intercept)",1,1,0.161603334523644,1,3.03245033481146,0.000243028874752973
"EggMass",1,1,0.758068073168959,1,0.0507251960508067,0.000463753921768655
"nTreatment",1,1,0.842590823962911,1,-0.0237426716728171,0.000242805891836785
"Specieschlorocyanus",1,1,0.49543060383204,1,0.0582241937738261,0.00028560103483855
"Speciescristatellus",1,1,0.0550783586056559,1,-0.105168992033371,0.000296560191642297
"Speciescybotes",1,501,0.204856602721839,1,0.0153753297497227,0.00030502821581373
"Speciesdistichus",1,1,0.235638808159611,1,-0.0519050607675387,0.000307471065921078
"Speciesequestris",1,1,0.395737466611548,1,0.54505614085015,0.0010745976023006
"Speciessagrei",1,1,0.495245547674406,1,-0.166200601364561,0.000291666920856861
"nTreatment:Specieschlorocyanus",1,1,0.730373185676245,1,-0.0141430943610542,0.000405807626473063
"nTreatment:Speciescristatellus",1,1,0.304081644615781,1,0.00413886774666791,0.0003459920061771
"nTreatment:Speciescybotes",1,1,0.181235628376502,1,0.0100091513038231,0.000344845590328845
"nTreatment:Speciesdistichus",1,1,0.565132428684357,0,0.002859065350621,0.000405687942207651
"nTreatment:Speciesequestris",1,1,0.161183237992708,1,-0.0554598057262488,0.000429127266636703
"nTreatment:Speciessagrei",1,1,0.611407044257638,0,0.00253714881173319,0.000312914450653387
"(Intercept).Cage.1",1,1,0.16217629959577,0,0.00211195240847707,0.000431928510227831
"(Intercept).Cage.10",1,2001,0.0518802414424538,1,0.0189946829880661,0.000377549590793707
"(Intercept).Cage.11",1,1,0.921150602484938,1,0.0151655460035544,0.000377010674192338
"(Intercept).Cage.12",1,1,0.791756513833996,1,0.0137739829017518,0.000297671758347431
"(Intercept).Cage.13",1,1,0.287849333146008,1,-0.0119839159618507,0.000300993542346155
"(Intercept).Cage.14",1,1,0.139014391633954,1,0.00681938047806952,0.000309705277376813
"(Intercept).Cage.15",1,1,0.135640151822641,1,-0.0140377591776098,0.000300902375937114
"(Intercept).Cage.16",1,1,0.937432457562006,1,-0.015309900525905,0.000319617612127341
"(Intercept).Cage.17",1,1,0.794432110860421,1,0.0118196488800903,0.000295608990827022
"(Intercept).Cage.18",1,1,0.959723506691625,1,-0.0190017802546837,0.000365634044628291
"(Intercept).Cage.19",1,1,0.288119768734039,1,0.00526417487676763,0.000322912718395942
"(Intercept).Cage.2",1,1,0.822101216249804,1,-0.00414976066313596,0.000311100851810709
"(Intercept).Cage.20",1,1,0.2792956906043,1,0.0062097400576431,0.000318123685904113
"(Intercept).Cage.21",1,1,0.0893957085153555,0,0.00408345588072587,0.000412124776357175
"(Intercept).Cage.22",1,1001,0.794322678759181,1,-0.0268821789941035,0.000333778978525409
"(Intercept).Cage.23",1,1,0.255315786477724,1,0.00878673234350643,0.000303662358240046
"(Intercept).Cage.24",1,1,0.760800055955643,1,0.00866685263502384,0.000317687414387641
"(Intercept).Cage.25",1,1,0.221283040422468,1,0.0172494033234452,0.000359684893644745
"(Intercept).Cage.26",1,1,0.96552032318821,1,-0.0081813503933126,0.000322218546712207
"(Intercept).Cage.27",1,1,0.816353408813548,1,0.00322020164718818,0.000318770887709718
"(Intercept).Cage.28",1,1,0.0759805497562711,1,0.0033076531435555,0.000304299358522423
