"","post.mean","lower.HPD.95","upper.HPD.95","post.mode","pMCMC"
"Intercept",-0.0211860979095125,-0.0371951302076923,-0.00413684928207658,-0.0215399750037254,0.00998
"PreClim",-0.000208747044165954,-0.00688402241826225,0.00563018142383953,0.000235775871477342,0.95347
"InvClim",0.000181997387307529,-0.00586172602561419,0.00638387532308116,0.000281220178953934,0.94241
"InvTime",-0.000294533284221415,-0.00682999490527436,0.00551947777921669,-0.000401208487378901,0.90434
"Spp",7.29811581210806e-05,2.07887939246211e-16,0.000172289988554458,-3.36243901267884e-07,5e-06
"units",0.000103665076172045,2.08737895468981e-05,0.000266473526246424,3.51756037385189e-05,5e-06
"s2",0.279232597798158,1.37880745289135e-11,0.954078313633329,0.00250979285576417,5e-06
"CVspp",0.114147728288879,-3.22933505356491,1.60115765839872,2.81266617149231,0.08086
"CVresid",-0.188733296521926,-2.28062001715768,0.547300779660058,-9.45292433502618,0.08086
