"","Iteration","Intercept","scPreClim","scInvClim","InvTime"
"1",1,-0.00381216166184404,-0.0174791214393359,4.65253948667121e-05,0.0014717319255238
"2",51,-0.00870848665759734,-0.00883564806510051,0.00162062595867944,-0.000805180201602489
"3",101,-0.0319038616595534,0.0129495835974004,-0.0155020106376459,0.00386699554066966
"4",151,-0.00797318908523275,-0.0191618369953852,-0.0121937535042253,-0.00131054317666679
"5",201,-0.0167932136324565,-0.00389525867845351,0.0170155136071424,0.0104282218455839
"6",251,-0.00987384413946602,0.0113915394964881,0.00494253448006439,0.0033665095811648
"7",301,-0.0666679553683397,-0.121161212128574,-0.00903985847539054,0.0483312115352406
"8",351,-0.0195694679957763,-0.0130095174609554,-0.00608125651669735,-0.0110673101507389
"9",401,-0.00946082053596488,-0.0344128742967953,0.0383102349800694,-0.00942356474438965
"10",451,0.00699259423057219,-0.0218315459362518,-0.00401382352033105,0.011204031822864
"11",501,-0.010552402493831,-0.0182534533103235,-0.00814492251695399,-0.000326703192677165
"12",551,0.000468164604165494,-0.0172665822530882,0.0132424931331578,0.00277950709577279
"13",601,-0.00187428182302491,-0.0357198315753563,0.0101748117118861,-0.0138379714019669
"14",651,-0.074394035502601,-0.0298883119823575,0.0225886103722976,0.00414731084079275
"15",701,0.0161077212696083,-0.00126355895677909,0.0116363443435229,0.0215696085760643
"16",751,-0.0156670123541366,-0.0203413431919754,0.0076540171099127,0.00941301580469924
"17",801,-0.0129775321305285,-0.0212025464931927,0.00199169817862343,0.0192177059887633
"18",851,-0.0336550012367658,-0.0159230749027785,-0.00857986862597417,0.00500571355479749
"19",901,0.0175102702071868,-0.0256822319806413,0.0317288828336819,0.0222989287094512
"20",951,-0.0153859038069577,-0.0226839926234484,0.0118290420527785,-0.0238029024981448
"21",1001,0.00816301955506994,-0.0272539916851097,-0.0162661775989623,0.016458082587175
"22",1051,-0.00711335477494507,-0.00420376982919742,0.00305982834131809,-0.000952836033006415
"23",1101,-0.0160904806164856,-0.0143913440501993,-6.27879441440408e-05,0.0168031513921817
"24",1151,-0.0526054361572034,0.0566774422072498,0.0266685933878299,-0.06627567222334
"25",1201,-0.0125640699912121,-0.0209990314275844,0.00459809291883264,0.0130299615196981
"26",1251,0.0212099594050128,-0.0311874043659515,0.0267612632290395,0.0252771894624804
"27",1301,-0.0034701129349419,-0.0227346974342086,0.0150828452824617,0.00977152803898158
"28",1351,0.00219915266092274,-0.0160766381067342,-0.00435954099251556,0.0287598828334982
"29",1401,-0.0451612036875675,0.0764907953185697,0.0510623408716013,-0.0675928884464115
"30",1451,-0.0593138918043858,-0.057429325854832,0.0126156262327888,-0.00211197887066837
"31",1501,-0.0233259379454193,-0.00722351271523808,-0.011451570870917,0.00591258575121777
"32",1551,-0.00348577634349608,-0.0119883562307028,0.00894931999812723,0.00786663585933574
"33",1601,0.0229221991288339,-0.037192027193311,0.0124042932133511,0.0203967607985992
"34",1651,0.00108179044139898,-0.0228669350365438,0.0207425983205408,0.00884143030362173
"35",1701,-0.00206964456874921,-0.0054404799663402,0.00659276558263022,0.0130736623473651
"36",1751,-0.0602121084361326,-0.0416814876441151,-0.0198033360674899,0.0548042965871161
"37",1801,-0.0186017808934529,0.00922780514956378,-0.00726437986188244,0.00660558733124124
"38",1851,-0.00458995266752455,-0.0214870910226837,0.011389649610309,-0.00180575659407164
"39",1901,-0.034080678994699,0.0225893967756814,-2.0798860046678e-05,0.000617869977744913
"40",1951,-0.0273913612146173,-0.019431440065537,0.0588895661666435,-0.0775983451885655
"41",2001,0.000461771984273896,-0.0523690249382744,-0.00138138518434843,0.0203608028827962
"42",2051,-0.017652187127841,-0.0251098539187203,-0.00168846953320185,0.0165789341567576
"43",2101,0.00310784890540423,-0.0152372608155184,0.00817012270030317,0.010036400402881
"44",2151,-0.0326646750830716,0.0185677679637334,-0.00676827807433452,-0.00042048875339882
"45",2201,0.00182696276003433,-0.0251970816961357,-0.0098119479246088,0.00763877993819636
"46",2251,-0.0189122306971952,0.0166100597163281,-0.00338814337996402,0.00417343556504539
"47",2301,-0.00863737144725695,-0.00401402660399553,0.00571777825980064,0.00722576180857552
"48",2351,0.00246703897143178,-0.0247838125648974,0.0428576180232716,0.0340771685561023
"49",2401,-0.00444468674687492,-0.0256879407075775,-0.000777339066778205,0.00857636711305349
"50",2451,-0.0223920087428075,-0.0136728888646532,-0.00820574985225862,0.016517557529358
"51",2501,-0.0204439679532884,0.0129521239223886,-0.0108476046865158,0.00556398046723774
"52",2551,-0.00191803176241793,-0.00566116460841404,0.0231856261821732,0.0153416189204789
"53",2601,-0.0241406448251838,0.00532088176487999,0.00104477038947206,0.00376653862861274
"54",2651,-0.0125066942026615,-0.0253345196295209,0.00161788104976713,0.0190852047205488
"55",2701,0.00116733843361197,-0.0150410213052102,0.0122914140559975,0.00604043275462861
"56",2751,0.00213023857261009,-0.0117689594183128,0.0156909956751852,0.0195653074812847
"57",2801,-0.0122019440924182,-0.0297818914445048,-0.00416375192145254,0.0187765310167098
"58",2851,-0.053943115622348,0.0569868866030701,0.0258117841189151,-0.0712496089811462
"59",2901,-0.00677188906966444,-0.0157943905352723,0.00845797593072904,0.00942731160558407
"60",2951,-0.02329834598666,0.0141410893936934,-0.0111124320447031,0.00107062349182088
"61",3001,0.0134946592039576,-0.0120382478497928,-0.0364085769324321,-0.0168102584895655
"62",3051,-0.0129026112521229,-0.0115360100525519,-0.00739446812337964,0.00258689939146423
"63",3101,-0.00733860333911587,-0.0271738476930353,0.00509599519885874,0.00335657351798172
