"","V1"
"1",0.330545340719227
"2",0.152922696200425
"3",0.0784830513274658
"4",0.262853071459964
"5",0.246512109129532
"6",0.394032728372742
"7",0.223656724637305
"8",0.0957005284590695
"9",0.203340092548556
"10",0.197849830785442
"11",0.182144426230479
"12",0.109549455777069
"13",0.0336312416970676
"14",0.108055402909449
"15",0.378470424517523
"16",0.194389631176225
"17",0.357147350153662
"18",0.105702005307959
"19",0.102926607278899
"20",0.073217168801288
"21",0.469252367480021
"22",0.145810283904504
"23",0.300885167831108
"24",0.184505933239803
"25",0.0988710304057966
"26",0.134301642539584
"27",0.0631620845442681
"28",0.342347345414727
"29",0.230973509304064
"30",0.257953061254969
"31",0.272226841662474
"32",0.120211089173806
"33",0.147230293435432
"34",0.0241790283518344
"35",0.137968929721822
"36",0.322474639582342
"37",0.304510902606056
"38",0.25097402837898
"39",0.162242449419785
"40",0.0341308787504852
"41",0.125434531417666
"42",0.283631514156295
"43",0.123947556374524
"44",0.188218854126783
"45",0.425996992384329
"46",0.461502844599201
"47",0.146928807198937
"48",0.112934263103956
"49",0.0795360411481813
"50",0.269300897564009
"51",0.112847453870306
"52",0.211088599989132
"53",0.0742208469374044
"54",0.336500119678279
"55",0.121526791456118
"56",0.111319353557806
"57",0.178759939321323
"58",0.233412650804674
"59",0.1561636272805
"60",0.1240022920019
"61",0.260918776934058
"62",0.120877268788543
"63",0.111216687031445
"64",0.141957467097926
"65",0.114326506305667
"66",0.173551239116456
"67",0.129652416081069
"68",0.26282201216185
"69",0.100099147572995
"70",0.0883310791130915
"71",0.088638805776309
"72",0.239770851663884
"73",0.270361358929157
"74",0.196598769941971
"75",0.0905709654470647
"76",0.146985660433146
"77",0.214135897761924
"78",0.0851010761663561
"79",0.258382660891655
"80",0.0773308466125585
"81",0.247920540083926
"82",0.0839080473293258
"83",0.128614170567119
"84",0.118414622192197
"85",0.0843344542259412
"86",0.291663294735565
"87",0.121517853666763
"88",0.110540077016895
"89",0.140244072193609
"90",0.122353238135678
"91",0.121604174854441
"92",0.0652551920924827
"93",0.179298541635809
"94",0.117555160737228
"95",0.262642312978736
"96",0.172673940936997
"97",0.246596277610992
"98",0.0532400111477332
"99",0.256091468580022
"100",0.339699104173586
