"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp","pMCMC"
"1",1,0.113830307798932,-0.162771216550027,0.391142465319717,1889.6761196007,0.112222222222222
"2",51,0.0654639004825959,-0.164023366218316,0.309066918938697,1800,0.246666666666667
"3",101,0.0395003794235186,-0.22054893427412,0.327224334183484,1800,0.502222222222222
"4",151,0.185840214843245,-0.030858478101436,0.340916951390682,1546.10222979731,0.0511111111111111
"5",201,0.129460858587211,0.0347292539518094,0.237730761611601,2417.54624735842,0.0411111111111111
"6",251,0.171328714925053,-0.232524491730146,0.6900726242784,1957.8194863003,0.161111111111111
"7",301,0.197466761224195,-0.111915661866078,0.625828766773338,1806.08836068911,0.101111111111111
"8",351,0.0915993422021985,-0.147279197888565,0.343826311494922,1484.08697184541,0.157777777777778
"9",401,0.0495456846540361,-0.166427353542531,0.322997362323804,1664.52212775236,0.261111111111111
"10",451,0.101978054040976,-0.0707476477473392,0.417032703553559,2223.43786301558,0.135555555555556
"11",501,0.232030097785032,-0.223240576580793,0.794411879760446,1936.98688363672,0.133333333333333
"12",551,0.0108481137023573,-0.333209312157123,0.403832470576162,1800,0.95
"13",601,0.0782973792030004,-0.110731324384687,0.271237573542749,2092.35506198949,0.143333333333333
"14",651,0.100841875408839,0.0300194670562632,0.21333297676756,2725.91807089153,0.0477777777777777
"15",701,0.0364921813337845,-0.195898175796174,0.245802720359279,2256.03150093392,0.387777777777778
"16",751,0.0507495172280298,-0.321466933659394,0.48229305955465,1800,0.49
"17",801,0.184591314241371,-0.209226220991695,0.65571456910402,1800,0.145555555555556
"18",851,0.137806226650286,-0.304631895254715,0.461524562982049,1892.35111746696,0.175555555555555
"19",901,0.123223260010639,-0.372875655171811,0.767231873383935,1800,0.354444444444444
"20",951,0.0368637436302009,-0.182162703251379,0.237825943855569,2505.79269824889,0.308888888888889
"21",1001,0.228141128839484,0.103024300886318,0.440192136811675,1756.10276444629,0.0411111111111111
"22",1051,0.0804446779602907,-0.15940945528564,0.370288603007793,2059.97304749026,0.184444444444444
"23",1101,0.0907893589639125,-0.211068321441417,0.443206050607841,2502.8719288798,0.243333333333333
"24",1151,0.100577020124793,-0.226881668357237,0.526310717512388,1845.4957071304,0.196666666666667
"25",1201,-0.00627587072257964,-0.188604668210246,0.345506811660016,2079.69101245744,0.776666666666667
"26",1251,0.277310445286902,0.0745223089325009,0.57416006186395,2228.39886350911,0.0533333333333332
"27",1301,0.328905262792314,0.163101196958451,0.464677258411029,2451.40642889718,0.0255555555555556
"28",1351,0.0725322609119174,-0.269267996351118,0.367234376259148,1800,0.312222222222222
"29",1401,0.0134822849827494,-0.239600901782978,0.27613297607877,2123.41942904887,0.764444444444444
"30",1451,0.388298956854797,0.100279127189424,0.745154921431094,2007.96489737026,0.0355555555555556
"31",1501,0.248564329553127,-0.0040237953835458,0.516297575202771,2613.96781727122,0.0433333333333332
"32",1551,0.164963511206172,-0.0663111249377835,0.572182787989732,2334.80177681291,0.103333333333333
"33",1601,0.108251137843984,-0.258488659137583,0.465938977142287,1828.05759148524,0.211111111111111
"34",1651,0.0887824744051278,-0.306169947783928,0.489442812689958,1800,0.284444444444444
"35",1701,0.0418643310690548,-0.11523942934582,0.203619483756484,2461.70351035713,0.194444444444444
"36",1751,0.189754034047505,-0.193280660532764,0.661081255355384,3198.19364251699,0.125555555555556
"37",1801,0.144520513294556,-0.163826760428492,0.529874139610911,1820.77930807255,0.132222222222222
"38",1851,0.0223511634888457,-0.308852648173342,0.410741800325923,1630.76034704211,0.671111111111111
"39",1901,0.0315589613391866,-0.186899989959784,0.293310681416187,1829.30839210855,0.456666666666667
"40",1951,0.110070609292397,-0.150625853071688,0.545835958197131,2127.97777905873,0.175555555555555
"41",2001,0.420354145850521,-0.0551432834126899,1.1057650139519,1571.63662236221,0.0777777777777777
"42",2051,0.254500359803142,0.147435639315518,0.359398848726414,2570.75193648585,0.0211111111111111
"43",2101,0.158224232042085,-0.21419747575419,0.441748535968145,2118.04721837988,0.0911111111111111
"44",2151,0.246963270742295,-0.161142539349385,0.618779352269485,2625.26750232343,0.0833333333333333
"45",2201,0.310268457864759,-0.0447387380700093,0.673637266980222,2068.11534210452,0.0655555555555556
"46",2251,-0.0679997059287965,-0.414054592081811,0.338136202980422,1957.17126664561,0.268888888888889
"47",2301,0.142422709077607,-0.502369260227852,0.676825055401423,1946.94958506252,0.254444444444444
"48",2351,0.21121343881133,-0.0354174205713207,0.490670672312262,2542.50059372127,0.0622222222222222
"49",2401,0.0182071752413155,-0.395679475637735,0.458062491496094,2191.54597630488,0.831111111111111
"50",2451,0.314323192467472,-0.0488838532291993,0.658589001948712,1799.99999999999,0.0522222222222222
"51",2501,0.152867975587185,-0.22186836056062,0.566707190213492,2013.47530172775,0.148888888888889
"52",2551,0.0973150817276323,-0.358413275811472,0.543846151253092,1904.0771728107,0.318888888888889
"53",2601,0.0840053329638714,-0.131664899163297,0.426521987639717,2332.05167529589,0.151111111111111
"54",2651,0.10198315187218,-0.0876771638577338,0.40341634095239,1776.77361119185,0.133333333333333
"55",2701,0.294120241029539,-0.0482755820557941,0.605935711784696,1979.55594181174,0.0577777777777777
"56",2751,0.198400282948218,0.00112670577073004,0.394196402980015,1345.19197670632,0.0433333333333332
"57",2801,0.076296798115815,-0.143183918145951,0.395691719473689,1761.40765649424,0.204444444444444
"58",2851,0.135936535255632,-0.188013120321557,0.603076995059382,2129.39642345991,0.173333333333333
"59",2901,0.0940478466409229,-0.10619152939762,0.397361988289049,1935.83663072893,0.141111111111111
"60",2951,0.140410334992189,-0.402799161318399,0.739705050466,1800,0.261111111111111
"61",3001,0.180020879683818,0.0697126191371353,0.382904097859864,2054.57201654441,0.0444444444444445
"62",3051,-0.0227002847008773,-0.492491320881527,0.357551201041133,1800,0.72
"63",3101,-0.011666866824281,-0.293203044006077,0.355462968640495,2550.44962464334,0.783333333333333
"64",3151,0.299268733197141,0.109834380709799,0.596556062933814,2057.14569032432,0.0344444444444445
"65",3201,0.171704482116334,-0.299331648107909,0.565307664081047,1892.81084139039,0.154444444444444
"66",3251,0.151133692422806,-0.409809179851436,0.574680498044472,1841.10745362136,0.194444444444444
"67",3301,0.0322548741264081,-0.306651726918062,0.412337987043429,1793.91801780912,0.651111111111111
"68",3351,0.198642478652904,-0.195548285966652,0.678887937356194,2006.02051416187,0.136666666666667
"69",3401,0.186370367008659,-0.103113942954224,0.476909869460542,1639.5342942462,0.0800000000000001
"70",3451,-0.0130612480462934,-0.431151988201236,0.393677663581911,1773.75420216456,0.801111111111111
"71",3501,0.166396650393899,-0.331688317686712,0.783678346255329,1812.9458123647,0.238888888888889
"72",3551,0.313259333168779,0.145721283421153,0.463792887934687,1083.2596929275,0.0266666666666666
"73",3601,0.0939398108404139,-0.0683442280860618,0.254527570528808,2304.7760633993,0.0877777777777777
"74",3651,0.0159354854996202,-0.250100800243672,0.280608773886343,2296.67602963844,0.661111111111111
"75",3701,0.082369736523019,-0.185471135278931,0.342302052147716,2039.67457174094,0.218888888888889
"76",3751,0.191999041900743,0.0125325239205267,0.346063714094271,1169.28481725689,0.0344444444444445
"77",3801,-0.0319675059588051,-0.32098886525273,0.326326012873324,2509.90504405484,0.448888888888889
"78",3851,0.190443450820734,-0.0424293039613985,0.474001387163298,1115.02727380165,0.0644444444444445
"79",3901,0.0790293200202984,-0.157567140671745,0.339960768877063,1816.28741691532,0.196666666666667
"80",3951,0.202869758985,-0.249281776908902,0.612957527206163,2086.50036528697,0.113333333333333
"81",4001,0.097439435223529,-0.165867955343856,0.330976411656593,2139.6959399856,0.126666666666667
"82",4051,0.232857286481527,-0.245819491778093,0.696494322342915,2008.75715055909,0.121111111111111
"83",4101,0.0771806955269634,-0.18797626014566,0.391335874403012,2316.14228531106,0.2
"84",4151,0.047542707344347,-0.271765070137917,0.428992750457837,2068.66762290959,0.44
"85",4201,-0.0384056112239245,-0.310686663491651,0.412936564694974,2244.36188072752,0.51
"86",4251,0.108574249343685,-0.112690611473226,0.41413476409798,2345.96210434109,0.121111111111111
"87",4301,0.160291394094277,-0.0605257883580634,0.558435453793209,2813.79534801752,0.112222222222222
"88",4351,-0.0119660845785461,-0.458532688018749,0.392499441833934,1572.80806120419,0.803333333333333
"89",4401,0.0662103472739837,-0.310395278207579,0.325594451602228,1669.11707828016,0.282222222222222
