"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp"
"1",1,0.00365922005682203,0.00254260907942055,0.0050319776303391,1800
"2",51,0.00238974740711862,0.0015964501743672,0.0032199999684486,1932.18088416162
"3",101,0.0178669506050828,0.0121617531625387,0.0243937462376571,1937.65723407798
"4",151,0.00514361336037641,0.00345864034949595,0.00697708041707815,1931.98436666536
"5",201,0.00619412300634632,0.00423020065679825,0.0084054820098271,1800
"6",251,0.00108374601304062,0.000741225690373923,0.00147614106446692,1800
"7",301,0.00118602142557299,0.000785491366147586,0.00159411535594933,1926.20345522191
"8",351,0.0107553228217866,0.00734181155564385,0.0146390941644432,1800
"9",401,0.00367681362001968,0.00254465868951862,0.00507300980125544,1943.34674958913
"10",451,0.0053771755309044,0.00364246319895822,0.00727512914762542,1800
"11",501,0.00521611873003324,0.00354905218297417,0.00707518223995851,1800
"12",551,0.0129655451220212,0.0088829957244457,0.0175379441972411,1800
"13",601,0.00692525732898284,0.00471530256364217,0.00943857454576622,1800
"14",651,0.013352436817195,0.00903325409932303,0.0181023063817714,1800
"15",701,0.0027520859079589,0.00188454886512912,0.0037499636898018,1800
"16",751,0.00400706275232496,0.00269956094211521,0.0054352744913883,1800
"17",801,0.0187339469099323,0.0126919608070733,0.0252800298424033,1940.90847717418
"18",851,0.00521689258116669,0.00352082222579682,0.00702326542209192,1800
"19",901,0.00837497916283349,0.00576724005165353,0.0114543069550287,1928.74679146053
"20",951,0.0108672992876242,0.00742971532897063,0.0148866320354092,1929.15311331835
"21",1001,0.00485424665605725,0.0033556212657474,0.00667719125126301,1936.38825655788
"22",1051,0.00939558657945679,0.00643081395473571,0.0126898191607364,1800
"23",1101,0.00697408622617019,0.00480770379509274,0.00955601068257461,1800
"24",1151,0.00945475240566306,0.00645129301191953,0.0128641802977451,1800
"25",1201,0.00568075271578439,0.00383640002873603,0.00771410314859619,1800
"26",1251,0.000783704639924327,0.000533160014619002,0.00106942749736919,1923.24095518348
"27",1301,0.018133168286659,0.0123714442295171,0.0246537393968394,1800
"28",1351,0.011405451317024,0.0076938231950537,0.0153982439688376,1924.98117491047
"29",1401,0.000357026014066673,0.000240720680177283,0.000481449744356843,1924.88624922245
"30",1451,0.00186711542978973,0.00127948656865552,0.00252451086053737,1800
"31",1501,0.0074062077834645,0.00507184863787928,0.01009025249459,1800
"32",1551,0.00360610437625395,0.00249133182722409,0.00496429825593071,1936.77248567157
"33",1601,0.0111990399810264,0.00765032803504634,0.0151253088428372,1932.88153853976
"34",1651,0.0153690891349729,0.0105534933235265,0.0208038533163961,1800
"35",1701,0.00896587961101457,0.00610694448064269,0.0121838993712088,1927.19846781362
"36",1751,0.0297767025798376,0.0201287262153929,0.0399644671127393,1927.16251264395
"37",1801,0.0283627239309056,0.0192131780726295,0.0384626292744921,1923.10165362887
"38",1851,0.00991134196877603,0.00668668993804721,0.0134208786495518,1800
"39",1901,0.00158694245971251,0.00109380648474687,0.00216763091114707,1800
"40",1951,0.00909742769748289,0.0062271342837977,0.0123815521531094,1800
"41",2001,0.00892314837788776,0.00610670748099898,0.0120784440277915,1800
"42",2051,0.0091689727258189,0.00626867662376506,0.0124345576091929,1927.11270499983
"43",2101,0.0235598909494517,0.0158928295881567,0.0317126566323145,1800
"44",2151,0.00867729301450018,0.00593528234185316,0.0116930870729153,1800
"45",2201,0.00725161033366757,0.00490693796642811,0.00981236105320931,1800
"46",2251,0.00425191028703878,0.00289328531979744,0.00578101382688476,1928.20345166014
"47",2301,0.00678131076945978,0.00460107162506073,0.00917729489731473,1800
"48",2351,0.00355206061191627,0.00242813127011186,0.00481404201033552,1923.25262174221
"49",2401,0.00525572349764614,0.00366927239069021,0.00727750015966308,1935.41351757228
"50",2451,0.00175100206004028,0.00118309079782886,0.00236005956631124,1800
"51",2501,0.0315537636796531,0.0215469763612264,0.0429759382846018,1928.62457550878
"52",2551,0.00444450240719631,0.00302210666000316,0.006055807681296,1929.74289388007
"53",2601,0.00307568428338604,0.00210240805290054,0.00420149853944493,1800
"54",2651,0.0451321976850773,0.0309060138920123,0.0612439807197733,1800
"55",2701,0.00305995735294904,0.00208557748765566,0.00414983350704268,1800
"56",2751,0.00256927834516511,0.00178221852591466,0.00355313385348643,1800
"57",2801,0.00280351288251636,0.00188999134308373,0.0037946556974466,1928.54816515985
"58",2851,0.00686909450792619,0.00452226994856827,0.00918141896945072,1928.05467761064
"59",2901,0.00247267010470213,0.00171129558069808,0.0033797779762915,1800
"60",2951,0.00260615089030072,0.00177998161476411,0.00354288676163903,1923.44478932635
"61",3001,0.00450896335108189,0.00306764344562954,0.00615177682984734,1929.64011219943
"62",3051,0.00366819948511191,0.00250897279790043,0.00498969454362587,1800
"63",3101,0.00794772469853113,0.00542929147029872,0.0107791102996383,1800
"64",3151,0.00667142276711047,0.00448645804719852,0.00902893242670199,1800
"65",3201,0.00992725248794622,0.00666466484800907,0.0133618750095343,1924.66168755875
"66",3251,0.00231725843365854,0.00158035969381305,0.00313767992520539,1930.21230267854
"67",3301,0.00156747132395148,0.00107227329061236,0.00213343203892787,1930.6808422917
"68",3351,0.00324255956295472,0.00221152989552943,0.00440176480785696,1923.38294904545
"69",3401,0.00698268450643399,0.00478714133096912,0.0094341177956999,1800
"70",3451,0.00896693449178965,0.00608621908310563,0.0120852300701939,1927.33597511806
"71",3501,0.00424511843916611,0.00285608178264639,0.00574718930909612,1938.48800086824
"72",3551,0.0165650252487286,0.0113357257597622,0.0225709566477747,1800
