"","Iteration","Pass.Stat.Int","Pvalue.Int","Pass.Preclim","Pvalue.Preclim","Pass.InvClim","Pvalue.InvClim","Pass.InvTime","Pvalue.InvTime","Pass.Halfwidth.Int","Ratio.Int.","Pass.Halfwidth.Preclim","Ratio.Preclim","Pass.Halfwidth.InvClim","Ratio.InvClim","Pass.Halfwidth.InvTime","Ratio.InvTime"
"1",1,1,0.942028925591684,1,0.0597108088484009,1,0.665908299578927,1,0.866446169482789,1,-0.0452990626641959,0,-0.314486518725239,0,0.631737709065892,0,-1.11894594747828
"2",51,1,0.448716727560253,1,0.541899750745879,1,0.549321506923701,1,0.670390602597799,1,-0.0288154917580662,0,-0.369021452704686,0,0.415779521840635,0,-0.801737073678265
"3",101,1,0.509283937211799,1,0.367011305280825,1,0.905414808045444,1,0.898237588303001,0,-0.103239172351034,0,4.07161712450685,0,4.98760872198464,0,-0.565806328786744
"4",151,1,0.491602520244157,0,0.0232964550621575,1,0.789241514056801,1,0.87626703662881,1,-0.0251078264041348,NA,NA,0,0.70324514126306,0,-0.5581441277802
"5",201,0,0.00142110380322791,1,0.166857393557513,1,0.911018587253326,1,0.715470703188348,NA,NA,0,-0.851003902380895,0,0.286639976714064,0,-0.657718589320952
"6",251,1,0.106628156223968,1,0.463960221269783,1,0.0754150881037399,1,0.632214328916022,1,-0.0334112461953665,0,-1.02585171396341,0,0.390995508285333,0,-0.640107488790457
"7",301,1,0.170304723925222,1,0.142731064013072,1,0.133337121551387,1,0.372735376874793,1,0.0364963802380346,0,-0.390498747810408,0,0.56910687108149,0,-0.455776887171794
"8",351,1,0.391042634860642,1,0.447078566317893,1,0.629049997114009,1,0.631651202240975,1,-0.0331520547710856,0,-0.31715092245962,0,0.147355090134999,0,-0.813343760607111
"9",401,1,0.205260963009518,1,0.725775168587653,1,0.147839720717253,1,0.941307090389635,0,-0.15651691111536,0,1.99119545490378,0,0.265049352327712,0,-0.520542421670267
"10",451,1,0.341218163187308,1,0.294103229281475,1,0.565164626494307,1,0.996563666405582,0,-0.107045194577904,0,-1.399659302249,0,0.179138630170918,0,-0.505105969790313
"11",501,1,0.719639902395782,1,0.33243165759341,1,0.819878197874029,1,0.84285178059884,1,-0.0516123501236874,0,-0.74772948790756,0,0.353827389243856,0,1.07466915239188
"12",551,1,0.535462007775941,1,0.144842406168791,1,0.519032822130226,1,0.640155073930916,1,-0.05306679379208,0,-0.259619968959041,0,0.289568977272441,0,-3.52965988902927
"13",601,1,0.773822196637864,1,0.903708613597534,1,0.958537016124867,1,0.654313643988493,0,-0.11748305514296,0,-1.07094494063514,0,0.466121934211371,0,-0.799681151090714
"14",651,1,0.461965489528403,1,0.243140322522966,1,0.964433694266995,1,0.80231549034697,1,-0.0445279979532678,0,-2.08253203774627,0,0.190288462807641,0,-1.12204888681289
"15",701,1,0.108681921824171,1,0.0754326060042018,1,0.0660631714799229,1,0.875834900460151,0,-0.20991389385522,0,-1.8876073181942,0,0.323251849307757,0,-1.09850050675014
"16",751,1,0.610242277648791,1,0.207755649408932,1,0.59025530570523,1,0.531820382607263,0,-0.102094167100357,0,-1.76858410130124,0,0.272247659973753,0,-1.32262952106706
"17",801,1,0.503183535668402,1,0.677233376164948,1,0.936889328763851,1,0.894563782240814,0,-0.162535680916499,0,-5.782922092276,0,3.58644115328122,0,-0.327536566232507
"18",851,1,0.0534145707119092,1,0.127691538462853,1,0.444234731422296,1,0.368000093106666,0,-0.119252844758582,0,-2.58774624059486,0,0.443176111597435,0,-0.505275927637861
"19",901,1,0.35691530493271,1,0.747457666505395,1,0.395565896038231,1,0.861761130276813,1,-0.0419125971319421,0,-1.31987836541696,0,0.662252270293134,0,0.476563038633117
"20",951,1,0.141506595985276,1,0.290348689327291,1,0.801372400722155,1,0.486306893366276,1,-0.0704886334542672,0,-0.659380376149588,0,0.263669415683887,0,-0.723400072326591
"21",1001,1,0.26659078697069,1,0.222076010144617,1,0.665139409449746,1,0.768734104391707,1,-0.0268784150204972,0,-0.95848669661754,0,0.215340317335531,0,-0.308803560073776
"22",1051,1,0.719530522234862,1,0.219536034555279,1,0.26922820225342,1,0.494297364314474,1,-0.0663983870642617,0,3.7232327852296,0,0.512919664470953,0,-0.941913823890828
"23",1101,1,0.206572678547167,1,0.621668178444643,1,0.0896055561456872,1,0.932708969620133,0,-0.353472420363822,0,-4.91459604844172,0,0.54442492609443,0,1.68553839621892
"24",1151,1,0.236927474818506,1,0.0577791819602681,1,0.362174362542946,1,0.780823351130088,0,0.24179178414937,0,-1.12503572689279,0,0.287779576830733,0,-0.487871667307088
"25",1201,1,0.331372654021873,1,0.148394107761764,1,0.815636176290421,1,0.607580335521145,0,1.31136723485118,0,2.89710992070939,0,0.290257164536493,0,-0.353066810142288
"26",1251,1,0.209717707530819,1,0.390337014017484,1,0.244463571489342,1,0.163928415499943,1,-0.0490602034738363,0,-1.26546202408492,0,0.575403727546149,0,-0.921393160056658
"27",1301,1,0.54374479366808,1,0.431148167037332,1,0.522512988594162,1,0.735045918842359,0,-0.106265300341997,0,-2.40727269599106,0,2.52422432720688,0,-8.79846824972851
"28",1351,0,0.00202154551471534,1,0.253115627435963,1,0.254592950396644,1,0.776797336577779,NA,NA,0,-0.492610606605546,0,1.15272887434659,0,4.28697091604519
"29",1401,1,0.613743343823618,1,0.297458105840549,1,0.0642038918668766,1,0.480467151873678,1,-0.0308333049226947,0,-1.37266631936188,0,0.475404217797819,0,-0.923607550778277
"30",1451,1,0.0835855342136349,1,0.2798533582424,1,0.394266296732913,1,0.0563599286770634,0,-0.309346876011769,0,2.56056091170781,0,9.7223639969073,0,-0.423125970681399
"31",1501,1,0.0596516260084524,1,0.119906415653519,1,0.858676839090785,1,0.864017437849112,1,-0.0879151313771515,0,-0.479706799216481,0,0.19403485543576,0,-0.50800144796909
"32",1551,1,0.735987555202387,1,0.409191919898454,1,0.789947245025485,1,0.504015827546776,1,-0.0341432629493154,0,-1.39078545130489,0,0.297988924836988,0,-0.838399676336497
"33",1601,1,0.367605900990895,1,0.21204698180841,1,0.826903554875479,1,0.690593668280827,1,-0.039061365593975,0,-0.52248252148042,0,0.333579769834196,0,-1.38245923899446
"34",1651,1,0.507933783756522,1,0.403260757990456,1,0.726382554439648,1,0.330612701816096,1,-0.0309740393347064,0,-4.97649128275624,0,0.490313859819999,0,-0.632384902329442
"35",1701,1,0.241876751755778,1,0.0723223451260292,1,0.421641282954907,1,0.664509346273605,1,-0.083254005711837,0,-0.430514129254405,0,0.334864883064402,0,-0.512979417116475
"36",1751,1,0.262135478368492,1,0.524831705171203,1,0.674128427975736,1,0.674313257348877,1,-0.063588941650386,0,0.83991086718211,0,3.70194534933272,0,-1.40535037986308
"37",1801,1,0.586602715634923,0,0.00695617108189051,1,0.176601345087862,1,0.386059351668678,1,-0.0252168048244544,NA,NA,0,0.189573869368121,0,-10.3158148938093
"38",1851,1,0.31292202530003,1,0.219392007174673,1,0.540617923993817,1,0.68103231012949,1,-0.0703065837381889,0,-1.11857526806019,0,0.276296972006358,0,-0.522464725309237
"39",1901,1,0.233287766504709,1,0.0704054193555315,1,0.638482483126882,1,0.893288788140371,0,0.49731119512013,0,2.42790034893216,0,4.86489660934841,0,-0.607208634391614
