"","Iteration","Pass.Stat.Int","Pvalue.Int","Pass.Preclim","Pvalue.Preclim","Pass.InvClim","Pvalue.InvClim","Pass.InvTime","Pvalue.InvTime","Pass.Halfwidth.Int","Ratio.Int.","Pass.Halfwidth.Preclim","Ratio.Preclim","Pass.Halfwidth.InvClim","Ratio.InvClim","Pass.Halfwidth.InvTime","Ratio.InvTime"
"1",1,1,0.550993488625805,1,0.825150980400941,1,0.67139302322478,1,0.241757526706585,1,-0.0556339806524419,0,0.413193904948358,0,-0.815154103981655,0,0.801614852124933
"2",51,1,0.395685571312929,1,0.546053428163724,1,0.86212445544189,1,0.233425352574162,1,-0.0288046249281931,0,0.420625419359437,0,-0.968225723751232,0,7.71761175803189
"3",101,1,0.226389907172101,1,0.734067014511177,1,0.521619834511355,1,0.817626523513406,1,-0.0545716522634169,0,-0.332948821961122,0,2.42174839909641,0,1.08998593025987
"4",151,1,0.753302781072627,1,0.608364434967277,1,0.739054508845186,1,0.731055607473798,1,-0.0189027204410674,0,1.73058329365455,0,13.7160812252136,0,-1.24594907342874
"5",201,1,0.129750531005987,1,0.70095897417158,1,0.675921345108089,1,0.86157099338182,1,-0.0425576310983631,0,0.951535024290973,0,0.479742641692058,0,0.771979079381648
"6",251,1,0.653726183444497,1,0.619987551050383,1,0.982998019160644,1,0.195869491093672,1,-0.0269244310572125,0,0.481658150819525,0,-1.2927630185292,0,2.27327463548124
"7",301,1,0.0805512095904435,1,0.649893301766313,1,0.926883703530817,1,0.37840060238472,1,-0.0832527492253109,0,-0.465396135754999,0,0.303194573450814,0,0.543467068735277
"8",351,1,0.146790163073796,1,0.638716155104949,1,0.690075223915823,1,0.0831428691308453,1,-0.0681774347234505,0,2.8628155190947,0,1.26014173159417,0,-0.817014654219141
"9",401,1,0.567670358527329,1,0.51176387437449,1,0.711215966916118,1,0.295727789683293,1,-0.0251752278114179,0,0.542934485637036,0,-0.953601814201714,0,0.602913944991947
"10",451,1,0.283970527560839,1,0.552959979660433,1,0.965470016253755,1,0.161095134772873,1,-0.020321897405452,0,0.647148619343157,0,-1.29374685005719,0,0.651216806795325
"11",501,1,0.313974392321645,1,0.999618899607115,1,0.858557337959807,1,0.253032630939764,1,-0.0260463914838494,0,-0.478520372821346,0,0.395390584646765,0,-1.64882469640393
"12",551,1,0.50067959907008,1,0.487377772576582,1,0.815244774918407,1,0.591124445672876,1,-0.0144553861757619,0,-1.05606929724985,0,1.10002643730332,0,-0.777330237099483
"13",601,1,0.110125609723482,1,0.864511978048366,1,0.550433047449158,1,0.250045263838177,1,-0.0936434554601049,0,-0.70199548609417,0,0.411832230606883,0,1.36469108737859
"14",651,1,0.61190628721687,1,0.0844578588473184,1,0.625342118137254,1,0.148592347963019,1,-0.0169270083820872,0,0.773584586542685,0,6.12894391665293,0,2.94395579071325
"15",701,1,0.379903716941337,1,0.687783277658247,1,0.883867236347366,1,0.448961158363414,1,-0.0224586209029717,0,-0.801049122344619,0,0.640461575570308,0,0.623798017794629
"16",751,1,0.511749573122209,1,0.203261804542833,1,0.894045706914163,1,0.391406971764708,1,-0.0280391226005404,0,-0.585877446718025,0,3.5624069004381,0,4.18188482582774
"17",801,1,0.128326201210545,1,0.880770724554735,1,0.586420105101423,1,0.0690527646458989,1,-0.0364585061816278,0,0.422974362615784,0,-0.277882946112027,0,-1.51359763397892
