"","Iteration","Species","Units"
"1",1,-0.000540509179484607,0.0210853575165282
"2",51,-0.000418555770009059,0.0359129149316573
"3",101,-0.000536491077918785,0.0306093609514184
"4",151,-6.50435394401831e-05,0.00172008864802691
"5",201,-0.00196369372818322,0.0244136278641659
"6",251,-0.00101233646466111,0.0493114187414446
"7",301,0.00253233132041752,0.0277869411598649
"8",351,0.000501264801932975,0.00492351148461396
"9",401,-4.80537445068586e-05,0.00193491844429121
"10",451,-0.000381064570363509,0.0131207474687146
"11",501,-0.000161026907237038,0.0119795051348085
"12",551,-0.000145519811648219,0.00627220360543835
"13",601,0.001401816290722,0.0111352975236147
"14",651,-0.000153262992508417,0.0191197088867225
"15",701,0.000411405822800792,0.00418670234271126
"16",751,-1.88389056708556e-05,0.00101359695029779
"17",801,0.00314773207283133,0.0347569125741575
"18",851,-0.00012383239694836,0.00644571480487543
"19",901,-0.00052863458796121,0.0459017791751654
"20",951,0.00141663948622432,0.0142741342126304
"21",1001,-0.000710730707319494,0.0291156998782156
"22",1051,-0.000146597365958394,0.021764174387524
"23",1101,-0.000144531339712871,0.0176394430955138
"24",1151,-0.000103112716239729,0.00594417922080394
"25",1201,0.00120555970335808,0.0298263888130031
"26",1251,-0.000128038819465983,0.0194060632775791
"27",1301,-0.000403643655364756,0.0342219934322446
"28",1351,-0.00054675247556668,0.0315483136714955
"29",1401,-4.51046698682848e-05,0.00670052280251565
"30",1451,-0.000588683579980656,0.051503833035156
"31",1501,-0.000185847040629496,0.00961306912992626
"32",1551,-0.00054255007963686,0.0300575629081137
"33",1601,-9.202621093032e-05,0.00579028054118416
"34",1651,-0.000136708903484818,0.016544004532578
"35",1701,-4.89902465255692e-05,0.00327846246790748
"36",1751,-0.000365358216488044,0.0204306035169869
"37",1801,0.00177983116802673,0.0106528471970841
"38",1851,-0.00048168735849902,0.045902503986526
"39",1901,-0.00015640555876374,0.00668941817681335
"40",1951,0.0004365823099687,0.0104580917644921
"41",2001,-0.000175422671964207,0.00228362647071959
"42",2051,1.98276815845929e-05,0.000347112051727251
"43",2101,-0.00025059832990517,0.0316681726163895
"44",2151,0.000521596083271525,0.00754187371419841
"45",2201,-0.000107928666200186,0.0138836819965299
"46",2251,-8.4079307187371e-05,0.00378271429086959
"47",2301,0.00447281881063912,0.0604060571065171
"48",2351,0.0148160565835784,0.0245642334646235
"49",2401,-0.00015417697326889,0.00582494278430186
"50",2451,-0.000756696515493243,0.02006736231079
"51",2501,-0.00105660927551022,0.0252238294472133
"52",2551,-0.00018841161381247,0.00295013316156485
"53",2601,-0.000413223425868646,0.0437135891379356
"54",2651,0.000410032029591665,0.00865417303605714
"55",2701,-0.00010631233434736,0.00261360679688931
"56",2751,0.00107883227105479,0.00867880811821634
"57",2801,-0.000138891428542049,0.00266333263943205
"58",2851,-0.000353508720451982,0.0192561776001841
"59",2901,-0.000496190556637375,0.0539007372695367
"60",2951,0.0018977573019879,0.0385632181844735
"61",3001,-0.000344193384198506,0.0151104540216908
"62",3051,-0.000385547608319662,0.0471968709862382
"63",3101,-0.000216831632001271,0.0216097883771292
"64",3151,-0.000210277046150175,0.0134639385382072
"65",3201,-0.000833438119144264,0.0377755113432736
"66",3251,0.000163507286294867,0.00175762288634387
"67",3301,-0.000144013800041247,0.0237029255759581
"68",3351,-0.000183789608652679,0.0138365775966331
"69",3401,-0.000313460195732284,0.0182806042161536
"70",3451,-0.000117879172722035,0.0202929922192995
"71",3501,-0.00016134605831774,0.0172450458168588
"72",3551,-0.000114967789194791,0.0148619557024303
"73",3601,-7.07295367989682e-05,0.00997437400338059
"74",3651,-7.96985309183173e-05,0.00581934142210772
"75",3701,-0.000256439474124394,0.0343711381693536
"76",3751,-0.000952166572730005,0.0293249925477208
"77",3801,0.00208086358419922,0.0279910174313751
"78",3851,0.0014259656852351,0.0115324087203858
"79",3901,-0.000159958052918867,0.0177398594249521
"80",3951,-0.000273549075621134,0.0164663613511466
"81",4001,-0.000570499760313147,0.0170621574561508
"82",4051,-0.000114373168279236,0.0109675780328365
"83",4101,-4.77793751616285e-05,0.00229053419575428
"84",4151,-0.000113048076692486,0.0176385832382924
"85",4201,-0.000112880909481069,0.00347422050470077
"86",4251,0.00175837895479551,0.037324800619196
"87",4301,-0.000397677519310645,0.0181630625539462
"88",4351,-8.54123604043737e-05,0.0126016595270266
"89",4401,0.00112315488528667,0.0101746636773671
"90",4451,-0.000119663438783472,0.00491523726797113
"91",4501,-0.000384771219301907,0.0213640651880757
"92",4551,-0.000299044135944369,0.0380773334224804
"93",4601,-0.000149425035374021,0.0129435317276839
"94",4651,-0.000543184032328162,0.0369848600084174
"95",4701,-0.000222200700391738,0.0251049428526617
"96",4751,-0.000136478999812883,0.0124295249523852
"97",4801,-0.000121572578172893,0.0184631611298539
"98",4851,-0.000190363584393495,0.021004401225894
"99",4901,-0.000809492738055781,0.0477481598582715
"100",4951,-0.000254380952121382,0.0238793486824779
