"","Iteration","PhyloDIC","PolyDIC","Diff"
"1",1,-60.0787489330195,-60.3471443203133,0.268395387293793
"2",51,-22.6412861876765,-23.8196947671076,1.17840857943108
"3",101,-33.9221091604058,-34.6214041536214,0.699294993215581
"4",151,-235.864127374392,-235.689480887707,-0.174646486684225
"5",201,-53.2745427400287,-53.0354914256604,-0.239051314368368
"6",251,-1.92748964479233,-2.5120971266402,0.584607481847875
"7",301,-42.139700713351,-43.0504223162055,0.910721602854544
"8",351,-163.435250590801,-163.909575684488,0.47432509368781
"9",401,-226.918847819741,-227.223225655747,0.304377836006182
"10",451,-97.1727930468506,-97.1179424884145,-0.0548505584361436
"11",501,-98.7201381011481,-99.7492774987968,1.02913939764876
"12",551,-150.007528971113,-150.18079808349,0.173269112377113
"13",601,-104.252534195652,-104.106604431199,-0.145929764453214
"14",651,-64.7562438774153,-66.4007342143657,1.64449033695047
"15",701,-177.231805277717,-178.448547120844,1.2167418431269
"16",751,-274.344304826585,-274.93940790384,0.595103077254635
"17",801,-25.1856601900209,-26.571832596897,1.38617240687609
"18",851,-144.214989876313,-144.754357232049,0.53936735573626
"19",901,-5.38394010624559,-6.61471597573764,1.23077586949205
"20",951,-91.3808745364375,-91.9274256440626,0.546551107625064
"21",1001,-38.4026388959208,-38.6760907269456,0.273451831024801
"22",1051,-57.4372496919543,-59.2640343164475,1.82678462449319
"23",1101,-77.0942996132574,-78.6928747952309,1.59857518197354
"24",1151,-148.216477781534,-149.026016000588,0.809538219054559
"25",1201,-35.2454966021663,-36.9356155815232,1.69011897935695
"26",1251,-64.9961791781011,-66.9198874783862,1.9237083002851
"27",1301,-26.1414731597159,-27.2751525070712,1.13367934735531
"28",1351,-32.0699808488342,-32.7291304076203,0.659149558786083
"29",1401,-140.101016679682,-141.967575593747,1.86655891406534
"30",1451,-1.08715483969838,-2.17616365352354,1.08900881382515
"31",1501,-116.179777258714,-116.813156540726,0.63337928201264
"32",1551,-36.477089957347,-36.992467570123,0.515377612775929
"33",1601,-154.996532401399,-155.734409778089,0.737877376690221
"34",1651,-81.663375477875,-83.1309472055778,1.4675717277028
"35",1701,-195.226162299314,-196.057400488012,0.831238188697967
"36",1751,-67.2909080471854,-67.8628210232997,0.571912976114362
"37",1801,-109.441901111393,-110.120332498772,0.67843138737868
"38",1851,-5.51460288995118,-6.84681545866442,1.33221256871324
"39",1901,-141.731842306697,-142.091753102587,0.359910795890244
"40",1951,-108.853573135481,-110.673908666786,1.82033553130465
"41",2001,-217.232929437489,-216.918202883417,-0.314726554071143
"42",2051,-353.117735277595,-354.56831191105,1.45057663345511
"43",2101,-30.4371853020763,-32.1237383274988,1.68655302542248
"44",2151,-131.706563230462,-133.410539933834,1.70397670337158
"45",2201,-89.4626986891079,-91.1897712492587,1.72707256015077
"46",2251,-184.547963987759,-184.886315506657,0.33835151889798
"47",2301,13.6022999371936,11.9232323945553,1.67906754263837
"48",2351,-49.540626147841,-49.2546691686949,-0.285956979146135
"49",2401,-151.296064874009,-151.563733217958,0.267668343948998
"50",2451,-62.6159368463271,-62.4944061697217,-0.121530676605403
"51",2501,-48.9372920729084,-48.7951109188695,-0.14218115403888
"52",2551,-197.683059172663,-197.330605411035,-0.352453761627828
"53",2601,-8.88809647168563,-10.4048419912937,1.51674551960808
"54",2651,-122.042870324163,-123.906576595098,1.86370627093473
"55",2701,-205.313154914989,-205.167157902833,-0.145997012156329
"56",2751,-122.201941446807,-122.986541865421,0.784600418613167
"57",2801,-205.278774804593,-204.965544114472,-0.313230690121117
