"","V1"
"1",0.103642295257323
"2",0.0883449032388497
"3",0.205324078899446
"4",0.162525375180471
"5",0.104194882387046
"6",0.145911629531293
"7",0.127054046235684
"8",0.384789990294231
"9",0.0375189903310435
"10",0.103565132908862
"11",0.19688350176292
"12",0.156529844617949
"13",0.409857576957678
"14",0.610989755097483
"15",0.156321155848964
"16",0.109517433916724
"17",0.140536623544007
"18",0.301828132550494
"19",0.201876742931488
"20",0.159268137610355
"21",0.155233078625905
"22",0.16476910775385
"23",0.39102185357821
"24",0.263051040085189
"25",0.172286392776643
"26",0.720573919548868
"27",0.149274917600589
"28",0.145658947864319
"29",0.53545804658787
"30",0.182820407149458
"31",0.140554404806764
"32",0.253753031079564
"33",0.0779258210629051
"34",0.25202826478502
"35",0.0969383308594178
"36",0.1158150887477
"37",0.325632240400306
"38",0.124380903664563
"39",0.20798156792226
"40",0.241678732469771
"41",0.18756793168746
"42",0.0880151653797051
"43",0.206707996606401
"44",0.172299992237056
"45",0.230791043481287
"46",0.215535878744875
"47",0.263249783463246
"48",0.414719085852981
"49",0.120361953533073
"50",0.715941734281182
"51",0.0816960909389664
"52",0.168282754926744
"53",0.164769810012491
"54",0.22885299513963
"55",0.146163834514132
"56",0.153800579812467
"57",0.170743727755714
"58",0.263095572020241
"59",0.146447530866631
"60",0.317423953995301
"61",0.198582848333728
"62",0.440645776708395
"63",0.3764276088506
"64",0.409907724232829
"65",0.307547168390906
"66",0.375305763067113
"67",0.153297682307724
"68",0.405492622517567
"69",0.314863369822615
"70",0.0775987964866428
"71",0.58150921966363
"72",0.15211904228233
"73",0.346941291178239
"74",0.347119463231842
"75",0.156083422269094
"76",0.212987340189493
"77",0.376359212980376
"78",0.463660240647114
"79",0.337038813248654
"80",0.383195937426839
"81",0.264758410654032
"82",0.179554228550871
"83",0.161618719154921
"84",0.358300190313501
"85",0.0874789734343042
"86",0.293156582890377
"87",0.329983133060096
"88",0.0668779429208134
"89",0.184348668031474
"90",0.159425769569816
"91",0.752027916879096
"92",0.077978811484449
"93",0.161194161094439
"94",0.394457444564922
"95",0.341417049612189
"96",0.337217315468534
"97",0.264355253091275
"98",0.344870194027942
"99",0.0790337300920584
"100",0.130660616144602
