"","V1"
"1",0.209426464153344
"2",0.157346797587187
"3",0.0865464298546477
"4",0.195565088701434
"5",0.192942442061015
"6",0.158558437656093
"7",0.100156515323268
"8",0.186278015324819
"9",0.0754366838618225
"10",0.185056596407202
"11",0.168295742688585
"12",0.191454101801204
"13",0.444400017587864
"14",0.138471957606468
"15",0.156938218692138
"16",0.155724082049247
"17",0.252885369515152
"18",0.160991013652264
"19",0.162067592884933
"20",0.177621107100509
"21",0.166719522556726
"22",0.163384765158043
"23",0.14944451290169
"24",0.139485684401701
"25",0.178574111791759
"26",0.107890117317402
"27",0.156293587522643
"28",0.15356611449826
"29",0.186395165894239
"30",0.146934702641812
"31",0.178771865785109
"32",0.169632764822517
"33",0.167931828654905
"34",0.165596505445893
"35",0.167618034543782
"36",0.17995668264446
"37",0.152555105627388
"38",0.211951754605411
"39",0.103139411795788
"40",0.100609683993472
"41",0.172293921519586
"42",0.155377962798779
"43",0.166485693708569
"44",0.183381756860364
"45",0.161754850944219
"46",0.174830284171467
"47",0.176195016410709
"48",0.177093408176366
"49",0.208563951926638
"50",0.235583311337128
"51",0.192573175389104
"52",0.1007810024423
"53",0.0931585220164845
"54",0.185151958254285
"55",0.223076842704276
"56",0.105096574120072
"57",0.146767903357604
"58",0.24140272205973
"59",0.151297376784532
"60",0.178201109138
"61",0.123423305674229
"62",0.196120676375999
"63",0.186199574459512
"64",0.106472117849605
"65",0.0909799711765358
"66",0.176816986127183
"67",0.142067357253357
"68",0.23206125262504
"69",0.0988551023366538
"70",0.125603401793777
"71",0.183151961769388
"72",0.167489200848519
"73",0.216469715460455
"74",0.531959962360049
"75",0.187353144076948
"76",0.188455350246021
"77",0.229955350941918
"78",0.122757760999239
"79",0.210276854615086
"80",0.192311999037681
"81",0.139467889233889
"82",0.158383162912284
"83",0.225330663630441
"84",0.243468637861504
"85",0.167287748214664
"86",0.107929797213051
"87",0.128147029682992
"88",0.131199162344
"89",0.134993684517385
"90",0.07324458984196
"91",0.115618857876753
"92",0.107395433748901
"93",0.189221296095381
"94",0.158460524060299
"95",0.170921691499638
"96",0.105132932045205
"97",0.193953344776953
"98",0.195084905209026
"99",0.11554580682164
"100",0.172849000477835
