"","Iteration","post.mean","lower.95%.CI","upper.95%.CI","eff.samp"
"1",1,0.000212141911719403,7.73006827600895e-12,0.000634716368477459,898.923499695334
"2",51,0.000133890885177778,1.31597454578267e-12,0.000350900163244297,908.99189076796
"3",101,0.00282459360749671,9.20651411931593e-11,0.00505632730664464,470.866842384275
"4",151,0.00042067278283219,1.35582446418729e-11,0.000860480783965696,260.735222844332
"5",201,0.000931573344894324,5.37308618611916e-11,0.0030010338658861,373.963055361916
"6",251,0.000262781527095384,2.08126449301368e-13,0.000636694836736283,809.306678898158
"7",301,0.000565223631835601,5.1817609294195e-11,0.00136525454387309,478.794257439762
"8",351,0.000507284994282278,3.44045773063035e-11,0.00130212910784438,660.039574071038
"9",401,0.000117269167660851,3.47572300933897e-14,0.000324222225079444,773.658642405424
"10",451,0.00014662576871535,2.36404953312254e-14,0.000421671575996014,907.035091428926
"11",501,0.000506457489284695,4.64021200910226e-12,0.0015398003135379,867.419608138929
"12",551,0.000216674955653035,3.93630560026847e-12,0.000690509662899712,743.572168987833
"13",601,0.011714412724378,1.90203061753055e-10,0.00488166834425465,44.4969360508737
"14",651,0.000548988876826764,3.13850969169234e-11,0.000777449190912466,392.535444630658
"15",701,0.000695620637014521,8.25461228891266e-11,0.00182048999006935,771.633723581778
"16",751,0.000466760972331399,8.13919936121572e-13,0.00112735916599032,950.071391426202
"17",801,0.000242148565083589,6.55302875247875e-11,0.000685446636689094,743.751120700603
"18",851,0.052929606507934,3.52599876500331e-10,0.0478648700705844,48.003098293255
"19",901,0.00137178789546733,5.66868169728923e-10,0.00462334497777852,652.594957557829
"20",951,0.000361973884320275,3.17314535772172e-12,0.00103099870920359,729.293728771326
"21",1001,0.00051302535070277,4.99434688396921e-12,0.00132996588045145,681.780211275251
"22",1051,0.00178689229616059,7.21172411827140e-11,0.00352525407253475,253.613213724176
"23",1101,0.00217307081733058,1.98331047749157e-11,0.00524895097660408,282.711122115317
"24",1151,0.000497425145059051,6.14696161268583e-12,0.0014809725481736,648.155888489189
"25",1201,0.000701445597001847,1.46798973557485e-12,0.00155921274553363,228.363804817257
"26",1251,0.0149621621270607,4.26165997190928e-13,0.013274968502809,172.641199338814
"27",1301,0.000709884942718309,8.37675583699800e-13,0.00215389393968148,730.424473417667
"28",1351,0.000326426701921286,1.18468423538973e-12,0.000751869593346831,582.27463762151
"29",1401,0.00197444384864016,5.2529324657393e-12,0.00446784217305671,251.123970778149
"30",1451,0.00267279216249182,8.00654016880737e-13,0.00863273733195386,975.069234301193
"31",1501,0.000169691709689833,9.87629314624496e-14,0.000482626733815909,702.385592589119
"32",1551,0.004677372590188,5.13679193326787e-13,0.00326467512829539,83.4336736521719
"33",1601,0.000157432176624463,1.8933663293566e-11,0.000549655839382969,1038.23615827723
"34",1651,0.0065502534397131,1.54184747889926e-11,0.00682895635966952,58.2358177706648
"35",1701,0.000147841860232414,1.38482804992039e-12,0.000402700618680182,893.732341934445
"36",1751,0.000524587899606117,2.13415384514454e-11,0.00131582094778969,447.856491607025
"37",1801,0.000621231492933368,6.0179059334197e-11,0.00104093642578088,275.723488258559
"38",1851,0.00236769713871002,8.44214882763904e-13,0.00555967100661672,424.683291741205
"39",1901,0.000520330899582608,4.97475231124822e-15,0.00151597544216449,822.272929830018
"40",1951,0.00229125259351265,7.14314254046099e-11,0.00444583015595342,447.534982545278
"41",2001,0.000497139850896062,2.59103114821494e-11,0.00144301281680538,529.952819767573
"42",2051,0.000146206706098329,1.37627868200674e-12,0.000400221980324786,891.068927619321
"43",2101,0.00272197456007197,1.85862497734076e-10,0.0108913465122401,831.299145653534
"44",2151,0.00149078455105466,1.79535466738623e-11,0.00398449197723237,306.647871594871
"45",2201,0.000971644319680788,3.99047996862572e-11,0.00252709812384525,130.76173171467
"46",2251,0.000665657535057705,1.45875366812213e-11,0.00146623806407951,261.777865306233
"47",2301,0.00327554084712949,9.53457896803802e-11,0.00498593342914496,420.860875038444
"48",2351,0.00036485771252434,6.94902962117058e-12,0.000761664923697028,212.915202698224
"49",2401,0.00119960205516874,1.16509454826976e-11,0.00270549681659414,751.303717572472
"50",2451,0.011082896458509,3.94555345024361e-12,0.00893629040582145,168.65749702868
"51",2501,0.000195069038030953,3.04804161043373e-13,0.000524462785575998,935.523424174628
"52",2551,0.0022652041185829,1.20699534626994e-11,0.00762766872854863,933.052427491228
"53",2601,0.000326201401251624,3.81584471185792e-14,0.000825700139757218,734.867595586055
"54",2651,0.00505596621362875,2.99832130669196e-10,0.0142673778489914,150.691394488558
"55",2701,0.00063325958827668,3.71589367980036e-12,0.00119397294882778,527.791153897983
"56",2751,0.000221667660714163,1.65772915481973e-13,0.000723978404820242,739.286627905825
"57",2801,0.0183426672150036,2.99611744130105e-11,0.0208857113344295,108.867803689576
"58",2851,0.00825292545568842,5.40921315776979e-13,0.00497636137540261,57.7601445159227
"59",2901,0.00168379389830555,1.77302872046668e-10,0.00337599830167881,518.415251046
"60",2951,0.000149964159279618,9.08221064777926e-13,0.000430198845120253,597.570579413976
"61",3001,0.0014755195904489,3.05245964366178e-11,0.004740240244184,1008.81161546747
"62",3051,0.000246746427955807,2.12270850552365e-11,0.000446124932467961,472.62242578815
"63",3101,0.0444750175940707,5.64148640968286e-11,0.0226741546566419,40.9834906459264
"64",3151,0.0141190199140182,2.57215175187833e-12,0.0134148914380503,36.12064555244
"65",3201,0.000184866218218533,3.92649806695801e-11,0.000566601861512131,603.645873329581
"66",3251,0.000201598659018936,1.86055462308958e-13,0.000581410898837523,617.910944979513
"67",3301,0.000176096263563469,1.1848837196896e-11,0.000464782992591156,688.652891213673
"68",3351,0.00130947650902211,7.49251782118971e-12,0.00242601522308139,232.984222600193
"69",3401,0.00028357819783787,1.12233398864215e-13,0.00100233819224149,1204.89071999759
"70",3451,0.000681465954934678,9.69839325212942e-13,0.00184688530382609,884.297692643635
"71",3501,0.000633062503764882,3.01955736152986e-13,0.000762296640607186,329.579297237462
"72",3551,0.00110018988503586,1.16952980295926e-13,0.00200643216950686,509.159243414096
"73",3601,0.00508444330686691,4.16733787364219e-14,0.00277798390864071,44.7059782014093
"74",3651,0.000434034221721358,2.46342122485013e-11,0.00124966235043433,653.940115702737
"75",3701,0.000511077733773416,1.18431977825124e-13,0.00117661740719726,231.122874606231
"76",3751,0.00034369276589278,1.23672165375835e-11,0.00094543554681583,792.859531852865
"77",3801,0.000150088432181505,9.24309396280879e-11,0.000434880455075863,647.952200615711
"78",3851,0.000627139665435209,4.06289041212225e-11,0.00149263739276735,829.677820582299
"79",3901,0.00836723931646606,1.55496801496748e-11,0.00542840088831155,40.3962156040568
"80",3951,0.0294912629255533,1.48414998512221e-10,0.0182588844588929,48.073476924523
"81",4001,0.00603580344649469,5.35053526826908e-14,0.00632273510756969,57.3013129492666
"82",4051,0.000287001071832382,4.20076486018225e-11,0.000921245513197082,822.294065294195
"83",4101,0.00312048221228509,2.10022509619815e-12,0.00618719711178495,226.446208742872
"84",4151,0.00441234137690646,2.75379844642449e-12,0.0016862948058578,44.4400355150556
"85",4201,0.000165557403653427,6.86831378577967e-11,0.000501642368948288,934.532499228004
"86",4251,0.000889781703114202,4.19534006386041e-11,0.0022206382570153,308.924161129065
"87",4301,0.00567711047756876,2.78111600737725e-12,0.00345707717573479,62.647636487548
"88",4351,0.00014325809497261,1.36684991445373e-11,0.000393989135341613,1116.90662092636
"89",4401,0.000434880990045937,2.18252004800947e-12,0.0014654506347156,892.732794521073
"90",4451,0.00193787011443959,3.82288131518529e-12,0.00450754909615345,636.535739368656
"91",4501,0.00922469730530928,2.18494122811219e-12,0.0109751128548077,148.984497277608
"92",4551,0.00031498543989147,7.97803975795944e-13,0.00101269741912792,914.729886851087
"93",4601,0.000444497763560358,3.18560398614064e-12,0.00112890444550423,640.370268118869
"94",4651,0.00307545066930146,3.942458995993e-13,0.00671635846605266,318.109903989435
"95",4701,0.0195103857942384,1.22929742818148e-12,0.026437006682853,47.5097737290195
"96",4751,0.00244266881809118,2.09207448192694e-11,0.00508963648838557,249.244370305016
"97",4801,0.000235217684178611,1.59393993108159e-13,0.000734674041058312,764.177323283469
"98",4851,0.000755841538324893,3.59038674923506e-11,0.00258501054638319,1800
"99",4901,0.000689574914563907,3.77780991316995e-12,0.00242942902159733,828.259022574622
"100",4951,0.000198917538744361,1.0614838051243e-13,0.000720749076390535,1531.38638634996
