"","Iteration","Intercept","scPreClim","scInvClim","InvTime"
"1",1,0.0443413967352154,0.0242175620336193,0.0224389209703991,0.0161329599368886
"2",51,-0.0561116899138957,-0.0125191090650115,-0.0178200850887581,0.0073602621421202
"3",101,-0.0135551911268049,0.00938133348006958,0.0126454460014615,-0.00689387458324548
"4",151,0.18726252532563,-0.11899362584534,-0.119126837257641,0.107636810236637
"5",201,0.141281088860354,-0.0335344461276023,-0.0810721530395544,0.114208987791771
"6",251,0.0376906139932639,-0.0113861926906681,-0.0051362142220255,0.0614308355410744
"7",301,-0.0495040712298309,-0.00333381588158644,0.00475927961959136,0.00708903924789307
"8",351,-0.0130891947496461,0.0557522158738346,0.0200372393618375,0.0137285402106098
"9",401,-0.0142856176585022,0.0324362305644498,0.0268547822374954,0.023241314078275
"10",451,0.0740692684227653,-0.165900453609544,-0.123931599991453,0.0630353470090227
"11",501,-0.000784357696860803,0.0177470319838149,0.00539793162141345,0.027521995660577
"12",551,-0.00591388626801378,0.0276923781335873,0.0114611575865276,0.0173227749077487
"13",601,-0.0206979584471213,0.0242996150382639,-0.00129548965022118,-0.0235786768721947
"14",651,-0.0270195119164177,-0.00383083166877987,0.00927097532049144,0.0147756825619895
"15",701,-0.0453777774641138,0.03741054407945,0.0232093567930236,0.0222564838506555
"16",751,-0.0492450957608107,0.032343762244755,0.00535842232942039,0.00825024805185899
"17",801,-0.0277675013975569,0.000396506009246379,0.00394633205617422,-0.004248299044615
"18",851,-0.0184922403465267,0.0276392552461933,0.00743787122159738,0.0134125471042479
"19",901,-0.0585154958877835,-0.00605721553271769,-0.0339692258864604,0.011342443414049
"20",951,-0.0365851984873506,0.0362105279791709,-0.00458120675765511,0.00176459986974908
"21",1001,0.00420948005982915,0.0231784462091831,-0.000306851138070034,0.0084030185556045
"22",1051,-0.0506234445743701,-0.0149781944140774,-0.0322666477644759,0.0400678921929355
"23",1101,-0.0121235564064603,0.0126367616644411,-0.013188812903255,0.0288417678439598
"24",1151,-0.0307715837707023,0.0159009503270425,-0.0219517609621426,0.0439216412861101
"25",1201,-0.0155150791200806,0.0302763792562013,0.00193126393945807,0.017612846802847
"26",1251,-0.0306129088856808,0.00452308735306606,-0.0045108652502268,0.0230644321256863
"27",1301,0.01168563902684,-0.0112221566240995,0.0153339764484534,0.0133994553662402
"28",1351,-0.0436892923602434,0.0475184539087211,0.0120077260650623,-0.00158618740664476
"29",1401,-0.0428569739677907,-0.0147460295506678,-0.0286768172256901,0.0323877017879633
"30",1451,0.00691669470892647,0.0188847778279954,0.0194818360365318,0.0147286230579081
"31",1501,-0.0114420216255194,0.0515983422423825,0.0204955229986168,0.0300397803399347
"32",1551,-0.0267029100509486,0.0223820792373819,-0.00934795202428409,0.0081130875925242
"33",1601,-0.0491593481253496,0.0322676142281264,-0.0011245204384556,0.0123484328510843
"34",1651,-0.033556371883626,-0.00168426216575963,0.00706760313787138,0.0155538301751051
"35",1701,-0.0463819332553639,0.0284674467659359,-0.0066316547340379,0.014850524251736
"36",1751,-0.0227267376465495,0.0515028104218202,0.0282430849591084,0.00137732332863463
"37",1801,-0.0226398743132268,0.0517926720964807,0.0228597325705949,0.0393803538070589
"38",1851,-0.0382825965239312,-0.0154764912753419,0.002080958042375,8.53819001610273e-05
"39",1901,0.151152478297576,0.0132156163880787,-0.0310589396091372,0.112994824102133
"40",1951,-0.0123384976136276,0.00702496043618855,0.00478927108879124,0.00743566387815141
"41",2001,0.1870033161635,0.110153051883908,0.0578396846847057,0.0655153481723966
"42",2051,-0.0101627410097666,-0.00800699920220816,0.0258810381116972,-0.00550356610076618
"43",2101,-0.013550664045687,-0.0205039171959676,0.0140414859855696,0.00146432617170506
"44",2151,-0.0155247893681724,0.0052225088072849,0.00177963627795553,0.00685316529421641
"45",2201,-0.0148299477466412,0.00928776658751676,-0.00388822857981314,0.0247977751429974
"46",2251,-0.00710993859489206,0.0120448339203112,0.0225409187691824,-0.00161648519045168
"47",2301,-0.0156318410913582,-0.013040564273176,0.0195954130313647,0.00651018531729737
"48",2351,-0.0662750333037692,0.0044007296026054,-0.0365033334787171,-0.0524691753075938
"49",2401,0.208329888928628,0.0752533413844557,0.0139917971449703,0.130118256191866
"50",2451,0.161157504027738,0.0927118189464756,0.0224877381255793,0.101087207820992
"51",2501,0.152396495336924,0.0252128445641583,-0.0322272429104527,0.112057811149668
"52",2551,0.136070809142616,0.0357205085837513,0.00279414706810109,0.0606336881462019
"53",2601,-0.00050014361126534,0.0194329949316998,-0.0126820180895606,0.0249456545620609
"54",2651,-0.0133373376963579,0.0102274481314332,0.0221405362943198,0.0119176574259352
"55",2701,0.210121252650147,-0.0896360866674583,-0.096959911997031,0.110014643128909
"56",2751,-0.0122226833692845,0.0484852172736475,0.019628629180797,0.0171983155525096
"57",2801,0.167720168222814,-0.0890932084375916,-0.103255576548671,0.0778655634212204
"58",2851,-0.0108757922199259,-0.00167175618396615,-0.0241580637925917,0.0493358414957958
"59",2901,-0.0163802758109739,-0.00438634634911265,0.0256950698028061,-0.0191105435375803
"60",2951,-0.016564362664619,0.00164657506104683,0.00819444181618311,0.00824895067191947
"61",3001,-0.0276078309129898,0.0428164491284027,0.0310674359809952,-0.000963903007285824
"62",3051,-0.0283214491551981,0.0125512079708835,0.00649392158675002,0.0197994767126715
"63",3101,-0.0211902354412053,-0.00383889814858313,0.00110466426890245,-0.00706857069120545
"64",3151,0.00268216554753627,-0.0494446155877443,-0.0412382877991198,0.0612854674512159
