"","V1"
"1",0.0955436290459405
"2",0.16629756886327
"3",0.160277806137135
"4",0.55709213851523
"5",0.149760231692988
"6",0.13853225509964
"7",0.416653714252499
"8",0.165875873455165
"9",0.19504921570124
"10",0.125178407477885
"11",0.20544578629907
"12",0.351032067914229
"13",0.0693509504150498
"14",0.238493420043295
"15",0.36980387599837
"16",0.131959700456748
"17",0.137878058799093
"18",0.154062423703197
"19",0.17008468068503
"20",0.13303323064904
"21",0.158076260322297
"22",0.391877603901544
"23",0.22181141428091
"24",0.170686409938214
"25",0.294750390841487
"26",0.286007024657642
"27",0.0607369902842253
"28",0.150042501808609
"29",0.357155588749273
"30",0.316320400153593
"31",0.151803736965885
"32",0.136883463898261
"33",0.128067574686253
"34",0.330750649664427
"35",0.155417205537228
"36",0.0914247498103771
"37",0.168534292208954
"38",0.155219509436772
"39",0.179585280043253
"40",0.256053754039527
"41",0.331359972538925
"42",0.205904348501921
"43",0.150386094390208
"44",0.103186618369892
"45",0.1082019676895
"46",0.0598898298124546
"47",0.112624116470653
"48",0.112272819136269
"49",0.19189854622471
"50",0.153712068917662
"51",0.0656296601563968
"52",0.62142021077791
"53",0.257039348367574
"54",0.0905751846500786
"55",0.166099924980555
"56",0.152998275139586
"57",0.262253834499828
"58",0.103158148122521
"59",0.0855810216357399
"60",0.129621490357104
"61",0.0764002711083963
"62",0.338373794533783
"63",0.127536893380944
"64",0.0936313836900324
"65",0.108236568509346
"66",0.480545291696702
"67",0.365821605520736
"68",0.366210370234368
"69",0.0911022914663726
"70",0.1060232730569
"71",0.111629863570341
"72",0.410723601035748
"73",0.439917006750504
"74",0.238262206825209
"75",0.0575676850305878
"76",0.0664202771115175
"77",0.13579262689743
"78",0.161955983406644
"79",0.414471313241635
"80",0.181383857658359
"81",0.0932639941632278
"82",0.088079297498303
"83",0.548659529231203
"84",0.0878046686011277
"85",0.142336903213956
"86",0.173221424561775
"87",0.0799122205622674
"88",0.0410536185662857
"89",0.14387342781411
"90",0.221574869158251
"91",0.0740384433491794
"92",0.0689143903618669
"93",0.424979782792282
"94",0.125733880220789
"95",0.397417937060041
"96",0.113095193821927
"97",0.408778320607204
"98",0.142623077093727
"99",0.137930074267074
"100",0.485707347882397
