"","Iteration","Intercept","Preclim","InvClim","InvTime"
"1",1,-0.078190025732422,-0.0111675093253976,0.00550353388582217,-0.00244438161712851
"2",51,-0.170043785079295,-0.0117792394233986,0.0104131833903799,-0.00670678423237714
"3",101,-0.104940460112879,0.00589010290309733,-0.0299883650608758,-0.0241346559884079
"4",151,-0.172422186849167,-0.00919512242675885,0.00103376703404098,-0.00904082020632979
"5",201,-0.141040729859187,-0.0162338231029495,0.0139695456730237,-0.0138227672635252
"6",251,-0.179985119195484,-0.00689960474916951,0.00995426002828881,-0.00544496668102726
"7",301,0.0722912895420629,-0.00459039890479429,0.00610412849766745,-0.00742761273405323
"8",351,-0.223458385887771,-0.0218445766938213,0.0372122356229737,-0.0089295981724698
"9",401,-0.0414780241809515,-0.000728610768650162,0.0183155315794287,-0.0169380717823109
"10",451,-0.0634368983933971,-0.00986283226340051,0.0233078536830998,-0.0182117849892447
"11",501,-0.0957843485222498,-0.00504759999879961,0.0131268671522366,0.00453382431677374
"12",551,-0.145447905495724,-0.0279981537216926,0.0182037316746529,0.00224646335642398
"13",601,-0.0525511479969831,-0.00935718040994882,0.0169197516468453,-0.0152092621537414
"14",651,-0.239845407821782,-0.0104166735503667,0.0320567422287929,-0.0158366302306642
"15",701,-0.0402468255291622,-0.0157917326273676,0.0123928000817939,-0.00796421592888308
"16",751,-0.0934587449315425,-0.00965557794779981,0.0249708530423283,-0.00609749157873363
"17",801,-0.0604665650527266,-0.00835373373438297,-0.007772084611404,-0.0287192795485157
"18",851,-0.0577960069469106,-0.00825205212669777,0.00839410057895196,-0.0159164157306901
"19",901,-0.14741225815705,-0.00855468673869036,0.00939787727668251,0.0148672964343338
"20",951,-0.132202092257601,-0.023818075785921,0.0370066535886983,-0.0159258427713258
"21",1001,-0.265204186788612,-0.0141141122607996,0.0246551962088535,-0.0179200139775001
"22",1051,-0.140938464197646,0.00244664190005994,0.00564156728005522,-0.00971627574752743
"23",1101,-0.0145020778594917,-0.0063949959281473,0.008181520976278,0.00381126169092999
"24",1151,0.0434476893229171,-0.0060440769625838,0.0204677206600159,-0.0149449172160162
"25",1201,0.00974005351182461,0.00423693156852756,0.0251348787607273,-0.0266387232332402
"26",1251,-0.136324079406478,-0.00583419100144245,0.0056058800997406,-0.00370178601192139
"27",1301,-0.0989206674124632,-0.00564678585215006,0.0145687206666973,-0.0140223323830641
"28",1351,-0.181588593993303,-0.0198216022844994,0.000448256989394991,-0.00099920033167411
"29",1401,-0.0556644300397123,-0.00354846128129351,0.00649788425373743,-0.00347184486178921
"30",1451,-0.00761759380769818,-0.000822623792721688,-0.000978074060936862,-0.00952564940349079
"31",1501,-0.104979660331557,-0.0188226823639808,0.0320986133690542,-0.0122000453115403
"32",1551,-0.238514860103927,-0.0111032623547435,0.0189129589124714,-0.00982843858918447
"33",1601,-0.253321238200646,-0.0265775341809394,0.0189860133457412,-0.00476718399461884
"34",1651,-0.29651063492558,-0.0069730347250036,0.0129826714286722,-0.019471554820561
"35",1701,-0.110057125660065,-0.0196047539710091,0.0265067250897774,-0.0161398427702864
"36",1751,-0.172016325259909,0.012191740785747,-0.0102599722921398,-0.00641039835082791
"37",1801,-0.391967187414471,-0.0328068664752679,0.037689699550319,-0.00395409986276418
"38",1851,-0.117019917948145,-0.0133633226658084,0.0320601229870908,-0.0172751088303836
"39",1901,0.00987941017427743,0.00816967673980194,0.000526533378139765,-0.0116606046900682
"40",1951,-0.210460443892002,-0.00668593573046206,-0.00818412677514513,-0.00866873190866063
"41",2001,-0.131000786053852,-0.0138453707135081,0.0161122539548201,-0.0207790554629966
"42",2051,-0.0342017740721688,-0.0397016299814999,0.0360599159838956,-0.00689136401911228
"43",2101,-0.268851569645244,-0.0460264532484207,0.048252387366454,-0.00705445112656589
"44",2151,-0.269901840364852,0.00363215966738506,0.00310440589338978,-0.0256724697105164
"45",2201,-0.208305552999657,-0.0141179054514784,0.00753532287387182,-0.00980644729728419
"46",2251,-0.102292458828686,-0.0105420273181172,0.0154862161427842,-0.00821899701685408
"47",2301,-0.0631783336756419,-0.0121162860023543,-0.00191481070693839,0.00343719102532092
"48",2351,-0.0610196539117585,0.00427049946745828,0.0128044987064186,-0.0151664243837314
"49",2401,0.0434920540042827,0.00386067369431903,0.00394430353509215,0.000495614080508355
"50",2451,-0.110161262233148,-0.00481148360953554,0.00123488475689015,-0.00312173691880169
"51",2501,-0.296184711205597,-0.0318274065557922,0.0319154889633,-0.0152509190297458
"52",2551,-0.0649038303116795,-0.0114428079341938,0.0176651679957243,0.00241882624962142
"53",2601,-0.0999882927915759,-0.00874871535856825,0.0203110258726087,-0.00486400987159774
"54",2651,-0.28324554569154,-0.0396661182564486,0.0151939623352118,0.0236332398608317
"55",2701,-0.0578783490650668,-0.00989906622413186,0.00469004468298456,-0.0103062994347412
"56",2751,-0.171071811396822,-0.019123699130978,0.00961525437157751,9.80217360495583e-05
"57",2801,-0.0662604744701235,-0.00964510015175901,0.0166034528649823,-0.00858476211282838
"58",2851,-0.0529856594676112,-0.012532550153131,0.00491116585956519,0.00056936598969265
"59",2901,-0.0158522228360089,0.00148731316070247,-0.00619115848968523,-0.000476072230084001
"60",2951,-0.211298536857271,-0.0161616483522118,0.0125270924409694,-0.0100782867196051
"61",3001,-0.107333146303662,-0.0142761821070229,0.0207208587206923,-0.0134709669624393
"62",3051,-0.0518563727702314,-0.0121556912940937,0.0134754843115755,-0.0124738156941377
"63",3101,-0.22301101679593,-0.0098503197791735,0.0137922169290039,-0.0154278963204618
