"","Iteration","Pass.Stat.Spp","Pvalue.Spp","Pass.Stat.Resid","Pvalue.Resid","Pass.Halfwidth.Spp","Ratio.Spp","Pass.Halfwidth.Resid","Ratio.Resid"
"1",1,1,0.760105116561994,1,0.937414463374095,0,0.442122713102569,1,0.00854196621680477
"2",51,1,0.593440945143746,1,0.897570009847822,0,0.909400125811983,1,0.00865875765804245
"3",101,1,0.275866630559487,1,0.819848823952063,0,0.209666894305538,1,0.00874484603632566
"4",151,1,0.420217164661735,1,0.944630338854486,0,0.319249496434071,1,0.00857333811291054
"5",201,1,0.398327661973553,1,0.964094006279684,0,0.200239339728703,1,0.00861725203355332
"6",251,1,0.581737134632613,1,0.955073819279562,0,0.199460056067074,1,0.00866444023230844
"7",301,1,0.630566843180828,1,0.968819124765622,0,0.352281723896851,1,0.00860358106342839
"8",351,1,0.773346546248423,1,0.981026489524427,0,0.337664698180617,1,0.00857990629281146
"9",401,1,0.810693972555933,1,0.884720843816781,0,0.189447604315039,1,0.00874801851150626
"10",451,1,0.650027741957017,1,0.991876111481757,0,0.320784772431086,1,0.0085754591252519
"11",501,1,0.94556564372251,1,0.954728794259694,0,0.36464632754762,1,0.00856719098102193
"12",551,1,0.692764336725221,1,0.959044830604993,0,0.283279302122768,1,0.00860255378467448
"13",601,1,0.723625775939131,1,0.821667537565086,0,0.444309087842222,1,0.00876849569445356
"14",651,1,0.348129843986946,1,0.895789377505707,0,0.205955676203571,1,0.00868615151210431
"15",701,1,0.427593452602705,1,0.953127920547407,0,0.317433842527646,1,0.00861429147777554
"16",751,1,0.88623177160652,1,0.863734777416455,0,0.193960130355484,1,0.00872063304782074
"17",801,1,0.681110897343847,1,0.932386402005533,0,0.390429317919443,1,0.0086231915115295
"18",851,1,0.493593876133521,1,0.960353842127582,0,0.248247648048683,1,0.00857859870593063
"19",901,1,0.464212287334319,1,0.960488606912289,0,0.595379680960642,1,0.00853429716306552
"20",951,1,0.908842703654901,1,0.853889049936748,0,0.185116419769282,1,0.00873241879167443
"21",1001,1,0.528659048972459,1,0.922528457900578,0,0.17298197527692,1,0.00872266463662301
"22",1051,1,0.439140627177752,1,0.96778968656352,0,0.274704479526338,1,0.00859218764047982
"23",1101,1,0.338540761899743,1,0.979342210552435,0,0.31243560332633,1,0.00854179470967402
"24",1151,1,0.577621854209647,1,0.980362719473836,0,0.200418907112445,1,0.00865706970938578
"25",1201,1,0.506414100025515,1,0.849081572757727,0,0.197464961110591,1,0.00872224855807987
"26",1251,1,0.593996381169861,1,0.914156957569522,0,0.200316051207896,1,0.00867945527102474
"27",1301,1,0.166181704745472,1,0.977686390695856,0,0.283967318508173,1,0.00859694001909496
"28",1351,1,0.285412026553406,1,0.977722189488766,0,0.258004727422113,1,0.00856333938491023
"29",1401,1,0.384630584865949,1,0.948129944310347,0,0.203069969799873,1,0.00863853343338432
"30",1451,1,0.330571269997964,1,0.976261291184119,0,0.321030584005868,1,0.00855984215208433
"31",1501,1,0.433281709013729,1,0.828633718339807,0,0.848446430702539,1,0.00866668845772472
"32",1551,1,0.854674315152221,1,0.906068893190159,0,0.204571956422951,1,0.0087138695260363
"33",1601,1,0.51840666251927,1,0.93520969313593,0,0.22312803079147,1,0.00860004782280004
"34",1651,1,0.633382173134164,1,0.977888454649873,0,0.329204726654936,1,0.00855575305711693
"35",1701,1,0.447061379934254,1,0.922750944164052,0,0.180008104207751,1,0.00869844105822387
"36",1751,1,0.695601583520114,1,0.983461802124437,0,0.334300608963159,1,0.00859286548404579
"37",1801,1,0.859399389958917,1,0.975415485170668,0,0.334120176147438,1,0.00857599764425688
"38",1851,1,0.296869826283564,1,0.905973618469924,0,0.227662865699736,1,0.0086357401031884
"39",1901,1,0.604574686640311,1,0.929577003164785,0,0.547188413214842,1,0.00854062096036282
"40",1951,1,0.824732374923914,1,0.986833225055466,0,0.385948974660523,1,0.00857299210409661
"41",2001,1,0.748504328459911,1,0.951436884862585,0,0.265326815439116,1,0.0085862522726086
"42",2051,1,0.469897081733704,1,0.972017487768503,0,0.599518717271228,1,0.00854840831102214
"43",2101,1,0.551245706500006,1,0.964872833276519,0,0.228834641221924,1,0.00860638013870716
"44",2151,1,0.250339149108066,1,0.974497246431494,0,0.321314535912977,1,0.00855846054725197
"45",2201,1,0.619605166777391,1,0.972850919748677,0,0.365672785174796,1,0.00857300045284129
"46",2251,1,0.537069224454254,1,0.923762254218106,0,0.201941786795154,1,0.00867975993073649
"47",2301,1,0.93885355895088,1,0.980603712870502,0,0.321865015904397,1,0.00856784283145293
"48",2351,1,0.508477714304587,1,0.9723006665659,0,0.355980069852997,1,0.00858119383878651
"49",2401,1,0.422360675823361,1,0.928633768628963,0,0.368325172814961,1,0.00857736390060194
"50",2451,1,0.683737093618609,1,0.932576141843654,0,0.301340412517499,1,0.00861792675804392
"51",2501,1,0.382821646598692,1,0.954589957507238,0,0.292164305829584,1,0.00853539137959953
"52",2551,1,0.850917040837927,1,0.773668326340022,0,0.218777068839829,1,0.00873228096459328
"53",2601,1,0.988412579694342,1,0.881757184514638,0,0.204933289093376,1,0.00872501005733353
"54",2651,1,0.272989935552655,1,0.978793662813152,0,0.357030069043623,1,0.00858713367881694
"55",2701,1,0.436418765283767,1,0.952756542627383,0,0.283667548172531,1,0.00854418284045843
"56",2751,1,0.438037884799264,1,0.796701940728407,0,0.389650394223167,1,0.00869546409249471
"57",2801,1,0.876784415641502,1,0.79822591031288,0,0.188118133232394,1,0.00872906558224221
"58",2851,1,0.482889646888903,1,0.922833983865027,0,0.254505120024783,1,0.00860135547860669
"59",2901,1,0.746796656756864,1,0.945117648083382,0,0.37782438779596,1,0.00855196693633673
"60",2951,1,0.486586966534644,1,0.916440640969612,0,0.209162482531494,1,0.00871707828638184
"61",3001,1,0.484136252367871,1,0.91935322454813,0,0.194926826511813,1,0.00866734789365603
"62",3051,1,0.496340979806848,1,0.918528441143467,0,0.207323244025041,1,0.00872617061278444
"63",3101,1,0.494579684799217,1,0.912974473861511,0,0.197399523897603,1,0.00865359305127852
"64",3151,1,0.601537120139216,1,0.977408252173847,0,0.355349664451576,1,0.00857626232159423
"65",3201,1,0.179265912596098,1,0.913740033739798,0,0.196224596107813,1,0.00862615964492014
"66",3251,1,0.189118855977764,1,0.945580672995123,0,0.190972158119554,1,0.00863509321715574
"67",3301,1,0.632548172647606,1,0.950630928657515,0,0.200110895995102,1,0.00866246427084971
"68",3351,1,0.640530641412078,1,0.912531204747692,0,0.206386459283986,1,0.00866879566875998
"69",3401,1,0.532437568434828,1,0.98281251507246,0,0.364363449629935,1,0.0085738622367467
"70",3451,1,0.648270592636556,1,0.960819180766357,0,0.324786141709983,1,0.00859854153757403
"71",3501,1,0.443897610984592,1,0.9213509119895,0,1.09397408490982,1,0.00866069586733366
"72",3551,1,0.693693890190976,1,0.978456991562992,0,0.333311365192256,1,0.00858402946602382
"73",3601,1,0.673540903945885,1,0.921815206877642,0,0.196268693384621,1,0.00868435056833665
"74",3651,1,0.566351823196428,1,0.986025085729721,0,0.349630771957153,1,0.00857508814603144
