gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
92044981	b929f23d-290f-4e85-8f17-764c55b3b284	713293a0-53bd-4f71-bd91-9350981e9e11	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris	equestris	SUBSPECIES	Anolis equestris equestris	Anolis equestris subsp. equestris		US	Waipahu, mall on Lumiaina St.	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4006	-158.005											7062099	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	13718	Collector Number: --	J D Lazelle		CC0_1_0	Bernice Pauahi Bishop Museum	T Kiaha			2023-01-24T23:26:44.152Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92043524	b929f23d-290f-4e85-8f17-764c55b3b284	e84c88ce-2b5d-41e9-926f-646cf5e2a1e7	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Lanikai, between Lanikai Elementary School and Mid-Pacific Country Club	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3918	-157.726											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	14822	Collector Number: FK 4574	F Kraus		CC0_1_0	Bernice Pauahi Bishop Museum	F Kraus			2023-01-24T23:24:46.934Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92043255	b929f23d-290f-4e85-8f17-764c55b3b284	10931fb3-2eb1-4092-98d4-ffdc65cb7008	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kailua, (443 Iana St.)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3892	-157.728											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	12209	Collector Number: --	C Christensen		CC0_1_0	Bernice Pauahi Bishop Museum	A Imamura & L Kaichi			2023-01-24T23:20:13.517Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92042167	b929f23d-290f-4e85-8f17-764c55b3b284	c782d294-6db4-498a-85e0-351903307c0e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kahaluu, (47-770 Lamaula Rd.)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4659	-157.852											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	14163	Collector Number: --	Hawaii Ag, Plant Quarantine		CC0_1_0	Bernice Pauahi Bishop Museum	J Horikawa			2023-01-24T23:27:38.867Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92040411	b929f23d-290f-4e85-8f17-764c55b3b284	b02d5ba6-ef0d-424f-a966-36431559f126	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kahaluu, (corner of Pulama Rd. and Ahilama Rd.)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4629	-157.853											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	14998	Collector Number: FK 4789	F Kraus		CC0_1_0	Bernice Pauahi Bishop Museum	F Kraus, D Cravalho			2023-01-24T23:30:11.224Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92036994	b929f23d-290f-4e85-8f17-764c55b3b284	a1b84469-e9e5-4236-acc7-5dfce356be0f	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Lanikai, (Paumakua Place)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3949168	-157.731156											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	12200	Collector Number: --	C Christensen		CC0_1_0	Bernice Pauahi Bishop Museum	?			2023-01-24T23:27:15.625Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92035724	b929f23d-290f-4e85-8f17-764c55b3b284	aee57390-2704-4142-87f6-f0fed5867e72	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kahaluu, (47-744 Lamaula Pl.)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4659	-157.852											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	11805	Collector Number: --	C Christensen		CC0_1_0	Bernice Pauahi Bishop Museum	R Harada			2023-01-24T23:25:17.053Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92034129	b929f23d-290f-4e85-8f17-764c55b3b284	d0ae1f9b-958b-49c3-bed2-3bc641fc6d29	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kailua, Enchanted Lakes Shopping Center, (near Ench. Lakes Pet Center)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3782	-157.729											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	12201	Collector Number: --	C Christensen		CC0_1_0	Bernice Pauahi Bishop Museum	?			2023-01-24T23:26:07.479Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
899940941	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/318377	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.675739	-80.096558	236.0						2013-06-30T00:00:00	30	6	2013	8583926	8583926	HUMAN_OBSERVATION	iNaturalist	Observations	318377		Kent Miller	2013-07-02T13:39:24	CC_BY_4_0	Kent Miller	Kent Miller			2023-03-14T13:05:43.574Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
896560413	423d9318-4dd4-4d31-81cb-27778c44a3bc	http://arctos.database.museum/guid/MVZ:Hild:1612?seid=1386677	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		CU	Cuba		PRESENT		8edbbde0-055e-11d8-b850-b8a03c50a862	21.51667	-79.23333	589027.0						1975-01-01T00:00:00	1	1	1975	8583926	8583926	PRESERVED_SPECIMEN	MVZ	Hild	MVZ:Hild:1612		Museum of Vertebrate Zoology, University of California, Berkeley	1999-01-27T00:00:00	CC0_1_0					2023-02-25T23:43:55.056Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894767504	ad0d4b56-c620-45a5-9152-7a0da3bd48e8	urn:catalog:OMNH:Reptiles:33599	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Pet trade		PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862									1970-01-01T00:00:00			1970	8583926	8583926	PRESERVED_SPECIMEN	OMNH	Reptiles	33599.0				CC0_1_0					2023-01-25T08:16:26.141Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894767477	ad0d4b56-c620-45a5-9152-7a0da3bd48e8	urn:catalog:OMNH:Reptiles:33598	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Pet trade		PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862									1965-12-20T00:00:00	20	12	1965	8583926	8583926	PRESERVED_SPECIMEN	OMNH	Reptiles	33598.0				CC0_1_0					2023-01-25T08:16:26.141Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
894767454	ad0d4b56-c620-45a5-9152-7a0da3bd48e8	urn:catalog:OMNH:Reptiles:33597	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Pet trade		PRESENT		609765e0-4ce8-11db-b80e-b8a03c50a862									1965-12-20T00:00:00	20	12	1965	8583926	8583926	PRESERVED_SPECIMEN	OMNH	Reptiles	33597.0				CC0_1_0					2023-01-25T08:16:26.141Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
891782749	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/562427	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.528036	-80.518466							2014-03-10T00:00:00	10	3	2014	8583926	8583926	HUMAN_OBSERVATION	iNaturalist	Observations	562427		dannynyc	2014-03-11T06:34:50	CC_BY_NC_4_0	dannynyc	dannynyc			2023-03-14T12:56:46.066Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
891168587	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/308278	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.688138	-80.276628	255.0						2004-03-11T13:00:00	11	3	2004	8583926	8583926	HUMAN_OBSERVATION	iNaturalist	Observations	308278		James Stroud	2017-10-28T15:11:27	CC_BY_4_0	John Sullivan	John Sullivan			2023-03-14T13:05:36.844Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES
891074467	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/61606	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.083801	-80.263721							2012-03-26T10:38:00	26	3	2012	8583926	8583926	HUMAN_OBSERVATION	iNaturalist	Observations	61606				CC_BY_NC_4_0	Philip M. Fortman	Philip M. Fortman			2023-03-14T12:56:41.588Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES
861688843	51fa0155-a545-4154-ac20-b89dbb2c312b	urn:lsid:biosci.ohio-state.edu:osuc_occurrences:OSUM__Reptiles__2048	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris	equestris	SUBSPECIES	Anolis equestris equestris	Anolis equestris equestris		US	South Miami, Merry Christmas Park, Miami-Dade Co., Florida	Florida	PRESENT	1	5ffa575c-fcd4-4583-9611-545f67b04316	28.7505	-82.5001							1979-08-01T00:00:00	1	8	1979	7062099	8583926	PRESERVED_SPECIMEN	Ohio State University - Reptile Division, Columbus, OH (OSUM)	Reptiles	OSUM Reptiles 2048			2012-01-01T00:00:00	CC_BY_4_0		Condit, J. M. (John M.) & Bohlmann, F. M.			2023-01-24T17:04:19.529Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_NONE
787038679	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:140947	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													8583926	8583926	PRESERVED_SPECIMEN	UCMP	V	140947				CC_BY_4_0					2023-03-20T11:37:52.871Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787038678	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:140946	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													8583926	8583926	PRESERVED_SPECIMEN	UCMP	V	140946				CC_BY_4_0					2023-03-20T11:37:51.041Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787038311	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:140948	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													8583926	8583926	PRESERVED_SPECIMEN	UCMP	V	140948				CC_BY_4_0					2023-03-20T11:37:52.881Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
787036792	58d0f326-2e85-4d0a-a744-571461220f00	urn:catalog:UCMP:V:137659	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris			Recent Element Collection		PRESENT	1	0dc9c7a0-b5c6-11d9-a0b8-b8a03c50a862													8583926	8583926	PRESERVED_SPECIMEN	UCMP	V	137659				CC_BY_4_0					2023-03-20T11:37:53.347Z	StillImage	OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786226837	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:52206	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	ANOLIS EQUESTRIS			Specific Locality Unknown		PRESENT	1	c1da06f0-580e-11dc-8a9e-b8a03c50a862													8583926	8583926	PRESERVED_SPECIMEN	CM	Herps	52206				CC0_1_0		PITTSBURGH ZOO		Native	2023-01-24T21:52:54.968Z		INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
786174914	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:P705	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	ANOLIS EQUESTRIS		CU	ISLE OF PINES (ISLA DE LA JUVENTUD)	Isla de la Juventud	PRESENT	0	c1da06f0-580e-11dc-8a9e-b8a03c50a862	21.66	-82.83	32252.0						1910-05-01T00:00:00		5	1910	8583926	8583926	PRESERVED_SPECIMEN	CM	Herps	P705				CC0_1_0		LINK, GUSTAV A		Native	2023-01-24T21:52:49.775Z		INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
735670671	75018539-6328-41de-b875-7c2e61dc1635	urn:catalog:SBMNH:OS:2686	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Santa Barbara; Childs Estate Zoo	California	PRESENT	1	78678140-1815-11da-9544-b8a03c50a862	34.419444	-119.663056							1981-01-01T00:00:00			1981	8583926	8583926	PRESERVED_SPECIMEN	SBMNH	OS	2686				CC0_1_0				Native	2023-01-24T19:27:42.458Z		COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH
735669980	75018539-6328-41de-b875-7c2e61dc1635	urn:catalog:SBMNH:OS:2687	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Santa Barbara; Childs Estate Zoo	California	PRESENT	1	78678140-1815-11da-9544-b8a03c50a862	34.419444	-119.663056							1981-01-01T00:00:00			1981	8583926	8583926	PRESERVED_SPECIMEN	SBMNH	OS	2687				CC0_1_0				Native	2023-01-24T19:27:42.459Z		COORDINATE_ROUNDED;INSTITUTION_COLLECTION_MISMATCH
687009609	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b0486e81-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		CU	N of Banes	Holguin	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862									1953-06-01T00:00:00		6	1953	8583926	8583926	PRESERVED_SPECIMEN	KU	KUH	298398		Paulson, D.	1953-01-01T00:00:00	CC_BY_4_0		Diaz-Pifferrer, M			2023-03-07T17:21:33.456Z		COLLECTION_MATCH_FUZZY
687009608	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b02a5e3f-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		CU	N of Banes	Holguin	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862									1953-06-01T00:00:00		6	1953	8583926	8583926	PRESERVED_SPECIMEN	KU	KUH	298400		Paulson, D.	1953-01-01T00:00:00	CC_BY_4_0		Diaz-Pifferrer, M			2023-03-07T17:21:43.553Z		COLLECTION_MATCH_FUZZY
687009607	dce00a1f-f6b4-4e11-9771-92c62c40ad80	b010bfb4-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		CU	N of Banes	Holguin	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862									1953-06-01T00:00:00		6	1953	8583926	8583926	PRESERVED_SPECIMEN	KU	KUH	298394		Paulson, D.	1953-01-01T00:00:00	CC_BY_4_0		Diaz-Pifferrer, M			2023-03-07T17:21:43.557Z		COLLECTION_MATCH_FUZZY
