gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
92054300	b929f23d-290f-4e85-8f17-764c55b3b284	b930c3c5-6455-45b0-ad48-de0a35bd785d	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Honolulu, Royal Hawaiian Shopping Center		PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.2785	-157.83											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	25352	Collector Number: --	K Minami, Plant Quarantine Branch		CC0_1_0	Bernice Pauahi Bishop Museum	J Teleni			2023-01-24T23:30:19.033Z		CONTINENT_DERIVED_FROM_COORDINATES;PRESUMED_NEGATED_LONGITUDE;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92054218	b929f23d-290f-4e85-8f17-764c55b3b284	873b5650-c518-4346-91ee-1193aaae861e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kahaluu, (47-802 Kamakoi Street)		PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4635	-157.857											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	23002	Collector Number: --	K Minami, Plant Quarantine Branch		CC0_1_0	Bernice Pauahi Bishop Museum	A Nishioka			2023-01-24T23:23:19.375Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92054155	b929f23d-290f-4e85-8f17-764c55b3b284	7dd1e022-0161-4b65-a12b-240a08f9b7dc	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kaneohe	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4103	-157.793											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	20983	Collector Number: --	F Kraus		CC0_1_0	Bernice Pauahi Bishop Museum	unknown			2023-01-24T23:26:53.108Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92054150	b929f23d-290f-4e85-8f17-764c55b3b284	f5794b13-1b24-4970-b39e-8bc04dca387d	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kaneohe	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4103	-157.793											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	20982	Collector Number: --	F Kraus		CC0_1_0	Bernice Pauahi Bishop Museum	unknown			2023-01-24T23:25:03.808Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92054140	b929f23d-290f-4e85-8f17-764c55b3b284	44dabb63-bc90-443d-b185-713c27efaab4	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Honolulu, Manoa Valley, (3134 Huelani Place)	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3189	-157.811											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	20882	Collector Number: --	F Kraus, Nov 2004		CC0_1_0	Bernice Pauahi Bishop Museum	M Bowers			2023-01-24T23:21:53.154Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92053953	b929f23d-290f-4e85-8f17-764c55b3b284	ac971ef9-f4e8-48dc-bb40-8992221035c5	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Lanikai, Mid Pacific Country Club	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3893172	-157.7281559											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	16961	Collector Number: --	L Yasunaga, DOFAW		CC0_1_0	Bernice Pauahi Bishop Museum	unknown			2023-01-24T23:30:06.880Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92053949	b929f23d-290f-4e85-8f17-764c55b3b284	e09cff48-87fd-421c-af02-5fddc051f08b	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Lanikai, Mid Pacific Country Club	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3893172	-157.7281559											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	16960	Collector Number: --	L Yasunaga, DOFAW		CC0_1_0	Bernice Pauahi Bishop Museum	unknown			2023-01-24T23:26:30.396Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92053403	b929f23d-290f-4e85-8f17-764c55b3b284	283e83d1-2f10-4fff-8003-0602868e2c92	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Kahaluu	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.4572	-157.836											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	14821	Collector Number: FK 4568	F Kraus		CC0_1_0	Bernice Pauahi Bishop Museum	F Kraus			2023-01-24T23:28:03.154Z		CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92050510	b929f23d-290f-4e85-8f17-764c55b3b284	6b0f4bfc-5e38-4d25-8507-5c965d069fdd	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Lanikai, Mid Pacific Country Club	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3893172	-157.7281559											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	13105	Collector Number: --	C H Kishinami		CC0_1_0	Bernice Pauahi Bishop Museum	Mid-Pacific Country Club personnel			2023-01-24T23:26:40.467Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
92049786	b929f23d-290f-4e85-8f17-764c55b3b284	96cdfe1e-54e9-49d0-8bf3-e6e107cf6cdf	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis equestris		SPECIES	Anolis equestris Merrem, 1820	Anolis equestris		US	Lanikai, Mid Pacific Country Club	Hawaii	PRESENT		90cc71b0-055b-11d8-b84e-b8a03c50a862	21.3893172	-157.7281559											8583926	8583926	PRESERVED_SPECIMEN	BPBM	Herp-BPBM	13454	Collector Number: --	C H Kishinami		CC0_1_0	Bernice Pauahi Bishop Museum	Mid-Pac Country Club staff			2023-01-24T23:23:27.597Z		COORDINATE_REPROJECTED;CONTINENT_DERIVED_FROM_COORDINATES;TYPE_STATUS_INVALID;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
