points,longitude,latitude
1,-71.287233,18.078729
2,-71.287233,18.078729
3,-71.362881,17.802429
4,-72.49297,19.56683
5,-72.72536,18.96772
6,-72.65345,19.17426
7,-72.57038,18.82718
8,-72.49297,19.56683
9,-72.72536,18.96772
10,-72.4932,19.56736
11,-72.44917,19.61521
12,-73.92188,18.45702
13,-73.87884,18.36653
14,-73.87884,18.36653
15,-73.89831,18.43762
16,-74.116,18.46684
17,-73.87884,18.36653
18,-73.97054,18.27049
19,-74.1118,18.63513
20,-74.1118,18.63513
21,-72.45154,19.52387
22,-72.37335,18.72391
23,-72.57038,18.82718
24,-72.49297,19.56683
25,-74.116,18.46684
26,-72.28899,18.48994
27,-72.65345,19.17426
28,-72.37335,18.72391
29,-73.97054,18.27049
30,-72.45154,19.52387
31,-72.45154,19.52387
32,-72.45154,19.52387
33,-72.44917,19.61521
34,-72.44917,19.61521
35,-72.45154,19.52387
36,-73.97054,18.27049
37,-74.1118,18.63513
38,-74.25,18.566667
46,-74.25,18.566667
75,-74.25,18.566667
86,-74.25,18.566667
94,-74.25,18.566667
96,-74.25,18.566667
98,-74.25,18.566667
100,-74.25,18.566667
105,-74.25,18.566667
113,-74.25,18.566667
143,-74.25,18.566667
157,-74.25,18.566667
162,-74.25,18.566667
171,-74.25,18.566667
178,-74.25,18.566667
180,-74.25,18.566667
196,-74.25,18.566667
208,-74.25,18.566667
213,-74.25,18.566667
214,-74.25,18.566667
215,-74.25,18.566667
216,-74.25,18.566667
217,-74.25,18.566667
218,-74.25,18.566667
219,-74.25,18.566667
220,-74.25,18.566667
221,-74.25,18.566667
222,-74.25,18.566667
223,-74.25,18.566667
224,-74.25,18.566667
225,-74.25,18.566667
226,-74.25,18.566667
227,-74.25,18.566667
228,-74.25,18.566667
229,-74.25,18.566667
230,-74.25,18.566667
231,-74.25,18.566667
232,-74.25,18.566667
233,-74.25,18.566667
234,-74.25,18.566667
235,-74.25,18.566667
236,-74.25,18.566667
237,-74.25,18.566667
238,-74.25,18.566667
239,-74.25,18.566667
240,-74.25,18.566667
241,-74.25,18.566667
242,-74.25,18.566667
243,-74.25,18.566667
244,-74.25,18.566667
245,-74.25,18.566667
246,-74.25,18.566667
247,-74.25,18.566667
248,-74.25,18.566667
249,-74.25,18.566667
250,-74.25,18.566667
251,-74.25,18.566667
252,-74.25,18.566667
253,-74.25,18.566667
254,-74.25,18.566667
255,-74.25,18.566667
256,-74.25,18.566667
257,-74.25,18.566667
258,-74.25,18.566667
259,-74.25,18.566667
260,-73.797775,18.603056
261,-73.797775,18.603056
262,-73.797775,18.603056
263,-73.797775,18.603056
264,-73.797775,18.603056
265,-71.2390513,18.0007382
266,-71.2390513,18.0007382
267,-71.2390513,18.0007382
268,-71.2390513,18.0007382
269,-71.0994363,18.2173947
270,-71.0994363,18.2173947
271,-71.3661131,17.7840818
272,-71.2604419,18.1397314
273,-71.2604419,18.1397314
274,-71.2604419,18.1397314
275,-71.2604419,18.1397314
276,-71.2604419,18.1397314
277,-71.2604419,18.1397314
278,-71.2604419,18.1397314
279,-71.2604419,18.1397314
280,-71.2604419,18.1397314
281,-71.2604419,18.1397314
282,-71.0744377,18.1027333
283,-71.0744377,18.1027333
284,-71.0744377,18.1027333
285,-71.0744377,18.1027333
286,-71.0744377,18.1027333
287,-71.0744377,18.1027333
288,-71.2811124,18.1079529
289,-71.2811124,18.1079529
290,-71.2554418,18.1347316
291,-71.2554418,18.1347316
292,-71.2554418,18.1347316
293,-71.0639674,18.1013334
294,-71.0639674,18.1013334
295,-71.1435493,18.1752397
296,-71.0762177,18.1170726
297,-71.0762177,18.1170726
298,-71.0744377,18.1027333
299,-71.1435493,18.1752397
300,-71.1435493,18.1752397
301,-71.1435493,18.1752397
302,-71.0762177,18.1170726
303,-71.0762177,18.1170726
304,-71.6494507,18.0837339
305,-71.6494507,18.0837339
306,-71.6494507,18.0837339
307,-71.6494507,18.0837339
308,-71.6494507,18.0837339
309,-71.26722,17.90125
