points,longitude,latitude
444,-68.63762,18.38779
445,-68.72177,18.5139
446,-68.72177,18.5139
447,-68.72177,18.5139
448,-68.72177,18.5139
449,-68.72177,18.5139
450,-68.72177,18.5139
451,-68.72177,18.5139
452,-68.72177,18.5139
453,-68.72177,18.5139
454,-68.72177,18.5139
455,-68.71911,18.54463
456,-68.71911,18.54463
457,-68.71911,18.54463
458,-68.71911,18.54463
459,-68.71911,18.54463
460,-68.63762,18.38779
461,-68.63762,18.38779
462,-68.63762,18.38779
463,-68.63762,18.38779
464,-68.63762,18.38779
465,-68.72177,18.5139
466,-68.72177,18.5139
467,-68.72177,18.5139
468,-68.72177,18.5139
469,-68.72177,18.5139
470,-68.72177,18.5139
471,-68.72177,18.5139
472,-68.72177,18.5139
473,-68.72177,18.5139
474,-68.72177,18.5139
475,-68.71911,18.54463
476,-68.71911,18.54463
477,-68.71911,18.54463
478,-68.71911,18.54463
479,-68.71911,18.54463
480,-68.63762,18.38779
481,-68.71619,18.55832
482,-68.71619,18.55832
483,-68.71619,18.55832
484,-68.71911,18.54463
485,-68.72177,18.5139
486,-68.72177,18.5139
487,-68.72177,18.5139
488,-68.72177,18.5139
489,-68.72177,18.5139
490,-68.72177,18.5139
491,-68.72177,18.5139
492,-68.72177,18.5139
493,-68.72177,18.5139
494,-68.72177,18.5139
495,-68.70588,18.45992
496,-68.70588,18.45992
497,-68.70588,18.45992
498,-68.70588,18.45992
499,-68.70588,18.45992
500,-68.71911,18.54463
501,-68.71911,18.54463
502,-68.71911,18.54463
503,-68.71911,18.54463
504,-68.71911,18.54463
505,-68.72098,18.52589
506,-68.72098,18.52589
507,-68.72098,18.52589
508,-68.72098,18.52589
509,-68.72098,18.52589
510,-68.72098,18.52589
511,-68.72098,18.52589
512,-68.72098,18.52589
513,-68.72098,18.52589
514,-68.72098,18.52589
515,-68.72098,18.52589
516,-68.72098,18.52589
517,-68.72098,18.52589
518,-68.72098,18.52589
519,-68.72098,18.52589
520,-68.72098,18.52589
521,-68.72098,18.52589
522,-68.72177,18.5139
523,-68.72177,18.5139
524,-68.72177,18.5139
525,-68.72098,18.52589
526,-68.72177,18.5139
527,-68.72177,18.5139
528,-68.72177,18.5139
529,-68.72177,18.5139
530,-68.72177,18.5139
531,-68.72177,18.5139
532,-68.72177,18.5139
533,-68.72177,18.5139
534,-68.72177,18.5139
535,-68.72177,18.5139
536,-68.72098,18.52589
537,-68.72098,18.52589
538,-68.72098,18.52589
539,-68.72177,18.5139
540,-68.72177,18.5139
541,-68.72177,18.5139
542,-68.72177,18.5139
543,-68.72177,18.5139
544,-68.72098,18.52589
545,-68.72098,18.52589
546,-68.72098,18.52589
547,-68.72098,18.52589
548,-68.72098,18.52589
549,-68.72098,18.52589
550,-68.72177,18.5139
551,-68.72177,18.5139
552,-68.71393,18.47801
553,-68.71393,18.47801
554,-68.71393,18.47801
555,-68.72098,18.52589
556,-68.72098,18.52589
557,-68.72098,18.52589
558,-68.72098,18.52589
559,-68.72098,18.52589
560,-68.71393,18.47801
561,-68.71393,18.47801
562,-68.71393,18.47801
563,-68.71393,18.47801
564,-68.71393,18.47801
565,-68.72098,18.52589
566,-68.71393,18.47801
567,-68.70588,18.45992
568,-68.70588,18.45992
569,-68.70588,18.45992
570,-68.70588,18.45992
571,-68.72098,18.52589
572,-68.72098,18.52589
573,-68.72098,18.52589
574,-68.72098,18.52589
575,-68.72098,18.52589
576,-68.70588,18.45992
577,-68.70588,18.45992
578,-68.70588,18.45992
579,-68.70588,18.45992
580,-68.70588,18.45992
581,-68.72098,18.52589
582,-68.72098,18.52589
583,-68.72098,18.52589
584,-68.72098,18.52589
585,-68.72098,18.52589
586,-68.70588,18.45992
587,-68.70588,18.45992
588,-68.70588,18.45992
589,-68.70588,18.45992
590,-68.70588,18.45992
591,-68.71959,18.5866
592,-68.71959,18.5866
593,-68.71959,18.5866
594,-68.71959,18.5866
595,-68.71959,18.5866
596,-68.70588,18.45992
597,-68.70588,18.45992
598,-68.70588,18.45992
599,-68.70588,18.45992
600,-68.70588,18.45992
601,-68.71959,18.5866
602,-68.71959,18.5866
603,-68.71959,18.5866
604,-68.71959,18.5866
605,-68.72098,18.52589
606,-68.70588,18.45992
607,-68.70588,18.45992
608,-68.70588,18.45992
609,-68.70588,18.45992
610,-68.70588,18.45992
611,-68.72098,18.52589
612,-68.72098,18.52589
613,-68.72098,18.52589
614,-68.72098,18.52589
615,-68.72098,18.52589
616,-68.70588,18.45992
617,-68.70588,18.45992
618,-68.70588,18.45992
619,-68.70588,18.45992
620,-68.70588,18.45992
621,-68.72098,18.52589
622,-68.72098,18.52589
623,-68.72098,18.52589
624,-68.72098,18.52589
625,-68.72098,18.52589
626,-68.72061,18.5268
627,-68.72061,18.5268
628,-68.72061,18.5268
629,-68.72061,18.5268
630,-68.72061,18.5268
631,-68.72061,18.5268
632,-68.72061,18.5268
633,-68.72061,18.5268
634,-68.72061,18.5268
635,-68.72061,18.5268
636,-68.72061,18.5268
637,-68.72061,18.5268
638,-68.72061,18.5268
639,-68.72061,18.5268
640,-68.72061,18.5268
641,-68.72061,18.5268
642,-68.72061,18.5268
643,-68.72061,18.5268
644,-68.72061,18.5268
645,-68.72061,18.5268
646,-68.72061,18.5268
647,-68.72061,18.5268
648,-68.72061,18.5268
649,-68.72061,18.5268
650,-68.72061,18.5268
651,-68.72061,18.5268
652,-68.72061,18.5268
653,-68.72061,18.5268
654,-68.72177,18.5139
655,-68.72177,18.5139
656,-68.72177,18.5139
657,-68.72299,18.57192
658,-68.72299,18.57192
659,-68.72299,18.57192
660,-68.72299,18.57192
661,-68.71393,18.47081
662,-68.71393,18.47081
663,-68.71393,18.47081
664,-68.71393,18.47081
665,-68.72061,18.5268
666,-68.72061,18.5268
667,-74.11085,18.62363
668,-73.92188,18.45702
669,-74.116,18.46684
670,-73.87884,18.36653
671,-72.45154,19.52387
672,-74.116,18.46684
673,-73.97054,18.27049
674,-74.116,18.46684
675,-73.87884,18.36653
676,-73.89831,18.43762
677,-72.48908,18.22606
678,-73.87884,18.36653
679,-72.45154,19.52387
680,-73.89831,18.43762
681,-72.48908,18.22606
682,-73.92188,18.45702
683,-72.49297,19.56683
684,-73.97054,18.27049
685,-72.28899,18.48994
686,-73.89831,18.43762
687,-72.48908,18.22606
688,-72.28899,18.48994
689,-73.97054,18.27049
690,-72.28899,18.48994
691,-72.48908,18.22606
692,-73.92188,18.45702
693,-72.45154,19.52387
694,-72.28899,18.48994
695,-74.1118,18.63513
696,-73.7551,18.1941
697,-74.1118,18.63513
698,-74.1118,18.63513
699,-73.89831,18.43762
700,-74.1118,18.63513
701,-73.87884,18.36653
702,-72.45154,19.52387
703,-74.116,18.46684
704,-72.49297,19.56683
705,-73.9775,18.51521
706,-72.28805,18.50966
707,-74.11085,18.62363
708,-74.11085,18.62363
709,-74.11085,18.62363
710,-72.48908,18.22606
711,-72.48908,18.22606
712,-73.97054,18.27049
713,-72.28899,18.48994
714,-74.1118,18.63513
715,-74.116,18.46684
716,-74.116,18.46684
717,-73.87884,18.36653
718,-73.87884,18.36653
719,-72.45154,19.52387
720,-73.89831,18.43762
721,-72.44917,19.61521
722,-70.325222,18.2836
884,-70.8994359,18.4673826
885,-72.29411,18.50638
886,-72.29411,18.50638
887,-72.29411,18.50638
888,-72.29411,18.50638
889,-72.29411,18.50638
890,-72.29411,18.50638
891,-72.29411,18.50638
892,-72.29411,18.50638
893,-72.29411,18.50638
894,-72.29411,18.50638
895,-72.29411,18.50638
896,-72.29411,18.50638
897,-72.29411,18.50638
898,-72.29411,18.50638
899,-72.29411,18.50638
900,-72.29411,18.50638
901,-72.29411,18.50638
902,-72.29411,18.50638
903,-72.29411,18.50638
904,-72.29411,18.50638
905,-72.29411,18.50638
906,-72.29411,18.50638
907,-72.29411,18.50638
908,-72.29411,18.50638
909,-72.29411,18.50638
910,-72.29411,18.50638
911,-72.29411,18.50638
912,-72.29411,18.50638
913,-72.29411,18.50638
914,-72.29411,18.50638
915,-72.29411,18.50638
916,-72.29411,18.50638
917,-72.29411,18.50638
918,-72.29411,18.50638
919,-72.29411,18.50638
920,-72.29411,18.50638
921,-72.29411,18.50638
922,-72.29411,18.50638
923,-72.29411,18.50638
924,-72.29411,18.50638
925,-69.633331,19.049999
926,-69.633331,19.049999
927,-73.400002,18.283333
928,-73.400002,18.283333
929,-73.400002,18.283333
930,-73.400002,18.283333
931,-73.400002,18.283333
932,-73.400002,18.283333
933,-73.400002,18.283333
934,-73.400002,18.283333
935,-73.400002,18.283333
936,-73.400002,18.283333
937,-73.400002,18.283333
938,-73.400002,18.283333
939,-73.400002,18.283333
940,-73.400002,18.283333
941,-72.80927,18.43333
942,-72.91718,18.40275
943,-72.05256,18.92367
944,-72.12792,18.55753
945,-72.71926,18.42223
946,-72.71926,18.42223
947,-72.300003,18.416668
948,-72.300003,18.416668
949,-72.300003,18.416668
950,-72.300003,18.416668
951,-72.300003,18.416668
956,-72.29411,18.50638
957,-72.29411,18.50638
958,-72.29411,18.50638
959,-72.29411,18.50638
960,-73.62571,18.39199
961,-73.6322,18.39818
962,-73.6322,18.39818
963,-73.6322,18.39818
964,-73.6322,18.39818
965,-73.6322,18.39818
966,-73.6322,18.39818
967,-73.6322,18.39818
968,-73.6322,18.39818
969,-73.6322,18.39818
970,-73.6322,18.39818
971,-73.6322,18.39818
972,-73.6322,18.39818
973,-73.6322,18.39818
974,-73.6322,18.39818
975,-73.6322,18.39818
976,-73.35,18.46723
977,-73.35,18.46723
978,-73.07415,18.35866
979,-73.07415,18.35866
980,-73.07415,18.35866
981,-73.07415,18.35866
982,-73.07415,18.35866
983,-73.07415,18.35866
984,-73.07415,18.35866
985,-73.07415,18.35866
986,-73.07415,18.35866
987,-73.07415,18.35866
988,-73.07415,18.35866
989,-73.07415,18.35866
990,-73.35,18.28546
991,-73.18004,18.35
992,-73.18004,18.35
993,-73.18004,18.35
994,-73.18004,18.35
995,-73.24901,18.36142
996,-74.25,18.566667
997,-74.25,18.566667
998,-74.25,18.566667
999,-74.25,18.566667
1000,-74.25,18.566667
1001,-74.25,18.566667
1002,-74.25,18.566667
1003,-74.25,18.566667
1004,-74.25,18.566667
1005,-74.25,18.566667
1006,-74.25,18.566667
1007,-74.25,18.566667
1008,-74.25,18.566667
1009,-74.25,18.566667
1010,-74.25,18.566667
1011,-74.25,18.566667
1012,-72.4635,19.80389
1013,-72.199997,19.75
1014,-72.199997,19.75
1015,-72.199997,19.75
1016,-72.199997,19.75
1017,-72.199997,19.75
1018,-72.199997,19.75
1019,-72.199997,19.75
1020,-72.199997,19.75
1021,-72.199997,19.75
1022,-72.199997,19.75
1023,-72.199997,19.75
1024,-71.97022,19.6525
1025,-72.23333,19.51527
1026,-72.23333,19.51527
1027,-72.333336,19.38473
1028,-72.333336,19.38473
1029,-72.39045,19.40732
1030,-72.39045,19.40732
1031,-72.39045,19.40732
1032,-72.39045,19.40732
1033,-72.23333,19.533333
1034,-72.23333,19.533333
1035,-72.23333,19.533333
1036,-72.23333,19.533333
1037,-72.5442,19.83972
1038,-72.5442,19.83972
1039,-72.48333,19.816668
1040,-72.48333,19.816668
1041,-72.48333,19.816668
1042,-72.48333,19.816668
1043,-72.48333,19.816668
1044,-72.48333,19.816668
1045,-72.43333,19.80088
1046,-72.4235,19.64628
1049,-72.537224,18.235001
1050,-72.59405,18.2893
1051,-72.49157,18.235
1052,-72.49157,18.235
1053,-72.30721,18.34627
1054,-72.41522,18.23333
1055,-72.41522,18.23333
1056,-72.41522,18.23333
1057,-72.41522,18.23333
1062,-72.59022,18.47554
1063,-72.59022,18.47554
1064,-72.59022,18.47554
1065,-72.59022,18.47554
1066,-72.433334,18.549999
1067,-72.433334,18.549999
1068,-72.433334,18.549999
1069,-72.433334,18.549999
1070,-72.433334,18.549999
1071,-72.433334,18.549999
1072,-72.433334,18.549999
1073,-72.31174,18.51667
1074,-72.31174,18.51667
1075,-72.31174,18.51667
1076,-72.31174,18.51667
1077,-72.31174,18.51667
1078,-72.31174,18.51667
1079,-72.31174,18.51667
1080,-72.31174,18.51667
1081,-72.31174,18.51667
1082,-72.31174,18.51667
1083,-72.31174,18.51667
1084,-72.23646,18.56138
1085,-72.23646,18.56138
1086,-72.23646,18.56138
1087,-72.14066,18.77149
1088,-72.14066,18.77149
1089,-72.14066,18.77149
1090,-72.14066,18.77149
1091,-72.14066,18.77149
1092,-72.14066,18.77149
1093,-72.15935,18.72851
1094,-72.15935,18.72851
1095,-72.15935,18.72851
1096,-72.2872435,18.4118284
1097,-72.2872435,18.4118284
1098,-72.2872435,18.4118284
1099,-72.2872435,18.4118284
1100,-72.633331,18.916668
1101,-72.050003,18.65
1102,-72.050003,18.65
1103,-72.050003,18.65
1104,-72.050003,18.65
1105,-72.28333,18.49137
1106,-72.28333,18.49137
1171,-73.400002,18.283333
1172,-73.400002,18.283333
1173,-73.400002,18.283333
1174,-73.400002,18.283333
1175,-73.400002,18.283333
1176,-73.400002,18.283333
1177,-73.400002,18.283333
1178,-73.400002,18.283333
1179,-73.400002,18.283333
1180,-73.400002,18.283333
1181,-73.400002,18.283333
1182,-73.400002,18.283333
1183,-73.400002,18.283333
1184,-73.400002,18.283333
1185,-73.400002,18.283333
1186,-73.400002,18.283333
1187,-73.400002,18.283333
1188,-73.400002,18.283333
1189,-73.400002,18.283333
1190,-73.400002,18.283333
1191,-73.400002,18.283333
1192,-73.400002,18.283333
1193,-73.400002,18.283333
1194,-73.400002,18.283333
1195,-73.400002,18.283333
1196,-73.400002,18.283333
1197,-73.400002,18.283333
1198,-73.400002,18.283333
1199,-73.400002,18.283333
1200,-73.400002,18.283333
1201,-73.400002,18.283333
1202,-73.400002,18.283333
1203,-73.400002,18.283333
1204,-73.400002,18.283333
1205,-73.400002,18.283333
1206,-73.400002,18.283333
1207,-73.400002,18.283333
1208,-73.400002,18.283333
1209,-73.400002,18.283333
1210,-73.400002,18.283333
1211,-73.400002,18.283333
1212,-73.400002,18.283333
1213,-73.400002,18.283333
1214,-73.400002,18.283333
1215,-73.400002,18.283333
1216,-73.400002,18.283333
1217,-73.400002,18.283333
1218,-73.400002,18.283333
1219,-73.400002,18.283333
1220,-73.400002,18.283333
1221,-73.400002,18.283333
1222,-73.400002,18.283333
1223,-73.400002,18.283333
1224,-73.400002,18.283333
1225,-73.400002,18.283333
1226,-73.400002,18.283333
1227,-73.400002,18.283333
1228,-73.400002,18.283333
1229,-73.400002,18.283333
1230,-73.400002,18.283333
1231,-73.400002,18.283333
1232,-73.400002,18.283333
1233,-73.400002,18.283333
1234,-73.400002,18.283333
1235,-73.400002,18.283333
1236,-73.400002,18.283333
1237,-73.400002,18.283333
1238,-73.400002,18.283333
1239,-73.400002,18.283333
1240,-73.400002,18.283333
1241,-73.400002,18.283333
1242,-73.400002,18.283333
1243,-73.400002,18.283333
1244,-73.400002,18.283333
1245,-73.400002,18.283333
1246,-73.400002,18.283333
1247,-73.400002,18.283333
1248,-73.400002,18.283333
1249,-73.400002,18.283333
1250,-73.400002,18.283333
1251,-73.400002,18.283333
1252,-73.400002,18.283333
1253,-73.400002,18.283333
1254,-73.400002,18.283333
1255,-73.400002,18.283333
1256,-73.400002,18.283333
1257,-73.400002,18.283333
1258,-73.400002,18.283333
1259,-73.400002,18.283333
1260,-73.400002,18.283333
1261,-73.400002,18.283333
1262,-73.400002,18.283333
1263,-73.400002,18.283333
1264,-70.533333,18.333332
1265,-70.4604239,18.3697206
1266,-70.4604239,18.3697206
1267,-70.4604239,18.3697206
1268,-70.4604239,18.3697206
1269,-70.533333,18.333332
1270,-70.533333,18.333332
1271,-70.533333,18.333332
1272,-70.533333,18.333332
1273,-70.332761,18.302124
1274,-70.332761,18.302124
1275,-70.332761,18.302124
1276,-70.332761,18.302124
1277,-70.332761,18.302124
1278,-70.332761,18.302124
1279,-70.332761,18.302124
1280,-70.332761,18.302124
1281,-70.332761,18.302124
1282,-70.332761,18.302124
1283,-70.332761,18.302124
1284,-70.332761,18.302124
1285,-70.332761,18.302124
1286,-70.332761,18.302124
1287,-70.4813044,18.3428319
1288,-70.4813044,18.3428319
1289,-70.4813044,18.3428319
1290,-70.4813044,18.3428319
1291,-70.4813044,18.3428319
1292,-70.4813044,18.3428319
1293,-70.4813044,18.3428319
1294,-70.4813044,18.3428319
1295,-70.4813044,18.3428319
1296,-70.4813044,18.3428319
1297,-70.4813044,18.3428319
1298,-70.3461313,18.2968342
1299,-70.0924156,18.3217231
1300,-71.5827854,18.4007184
1301,-71.5827854,18.4007184
1302,-71.5827854,18.4007184
1303,-71.5827854,18.4007184
1304,-71.5827854,18.4007184
1305,-71.5827854,18.4007184
1306,-71.5827854,18.4007184
1307,-71.5827854,18.4007184
1308,-71.5827854,18.4007184
1309,-71.5827854,18.4007184
1310,-71.5827854,18.4007184
1311,-71.5827854,18.4007184
1312,-71.5827854,18.4007184
1313,-71.5827854,18.4007184
1314,-71.5827854,18.4007184
1315,-71.5827854,18.4007184
1316,-71.5827854,18.4007184
1317,-71.5827854,18.4007184
1318,-71.5827854,18.4007184
1319,-71.5827854,18.4007184
1320,-71.5827854,18.4007184
1321,-71.5827854,18.4007184
1322,-71.5827854,18.4007184
1323,-70.4507237,18.3307325
1335,-71.0945684,18.4546061
1336,-71.0945684,18.4546061
1337,-69.8994133,18.4673831
1338,-69.6994068,18.5687812
1339,-69.6994068,18.5687812
1340,-69.6994068,18.5687812
1341,-69.6994068,18.5687812
1342,-70.1860278,18.4379374
1343,-70.239579,18.4890449
1344,-70.239579,18.4890449
1345,-70.239579,18.4890449
1346,-70.239579,18.4890449
1347,-70.239579,18.4890449
1348,-70.239579,18.4890449
1349,-70.239579,18.4890449
1350,-70.239579,18.4890449
1351,-70.239579,18.4890449
1352,-70.0860255,18.4046091
1353,-70.0860255,18.4046091
1354,-70.0860255,18.4046091
1355,-70.0860255,18.4046091
1356,-70.0860255,18.4046091
1357,-70.0860255,18.4046091
1358,-70.532326,19.2327686
1359,-70.532326,19.2327686
1360,-70.532326,19.2327686
