gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
686957120	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14c0454-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252068				CC_BY_4_0		natives			2023-03-07T17:21:42.373Z		COLLECTION_MATCH_FUZZY
686957119	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14c0210-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252067				CC_BY_4_0		natives			2023-03-07T17:21:49.849Z		COLLECTION_MATCH_FUZZY
686957118	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bffc6-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252066				CC_BY_4_0		natives			2023-03-07T17:21:41.981Z		COLLECTION_MATCH_FUZZY
686957117	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bfd81-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252065				CC_BY_4_0		natives			2023-03-07T17:21:42.016Z		COLLECTION_MATCH_FUZZY
686957116	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bfb3e-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252064				CC_BY_4_0		natives			2023-03-07T17:21:42.379Z		COLLECTION_MATCH_FUZZY
686957115	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bf8f9-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252063				CC_BY_4_0		natives			2023-03-07T17:21:41.973Z		COLLECTION_MATCH_FUZZY
686957114	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bf6ad-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252062				CC_BY_4_0		natives			2023-03-07T17:21:49.940Z		COLLECTION_MATCH_FUZZY
686957113	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bf46b-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1978-07-29T00:00:00	29	7	1978	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252061				CC_BY_4_0		natives			2023-03-07T17:21:42.561Z		COLLECTION_MATCH_FUZZY
686957112	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bf20c-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1970-11-24T00:00:00	24	11	1970	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252060				CC_BY_4_0		R Ober			2023-03-07T17:21:49.842Z		COLLECTION_MATCH_FUZZY
686957111	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14be6c2-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1970-11-24T00:00:00	24	11	1970	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252059				CC_BY_4_0		R Ober			2023-03-07T17:21:42.373Z		COLLECTION_MATCH_FUZZY
686957110	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14be0b7-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1970-11-23T00:00:00	23	11	1970	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252058				CC_BY_4_0		R Ober			2023-03-07T17:21:42.310Z		COLLECTION_MATCH_FUZZY
686957109	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bdaa3-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Anse-a-Galets, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.833332	-72.866669							1970-11-23T00:00:00	23	11	1970	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252057				CC_BY_4_0		R Ober			2023-03-07T17:21:49.842Z		COLLECTION_MATCH_FUZZY
686957108	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bd350-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-19T00:00:00	19	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252056				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.829Z		COLLECTION_MATCH_FUZZY
686957107	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bd094-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-19T00:00:00	19	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252055				CC_BY_4_0		E Cyphale			2023-03-07T17:21:41.980Z		COLLECTION_MATCH_FUZZY
686957106	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bca8e-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-19T00:00:00	19	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252054				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.829Z		COLLECTION_MATCH_FUZZY
686957105	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bc814-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-19T00:00:00	19	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252053				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.903Z		COLLECTION_MATCH_FUZZY
686957104	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bc12a-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252052				CC_BY_4_0		E Cyphale			2023-03-07T17:21:41.983Z		COLLECTION_MATCH_FUZZY
686957103	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bbe9d-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252051				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.828Z		COLLECTION_MATCH_FUZZY
686957102	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bbba2-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252050				CC_BY_4_0		E Cyphale			2023-03-07T17:21:41.988Z		COLLECTION_MATCH_FUZZY
686957101	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bb577-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252049				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.842Z		COLLECTION_MATCH_FUZZY
686957100	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bb354-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252048				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.776Z		COLLECTION_MATCH_FUZZY
686957099	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14bb12c-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252047				CC_BY_4_0		E Cyphale			2023-03-07T17:21:42.373Z		COLLECTION_MATCH_FUZZY
686957098	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14baefc-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252046				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.750Z		COLLECTION_MATCH_FUZZY
686957097	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14ba855-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Etroits, Ile de la Gonave	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.866667	-72.949997							1962-07-17T00:00:00	17	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252045				CC_BY_4_0		E Cyphale			2023-03-07T17:21:42.015Z		COLLECTION_MATCH_FUZZY
686957096	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14ba626-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Tabarre, 3.2 mi SE Francois Duvalier Airport	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.583332	-72.26667							1973-10-28T00:00:00	28	10	1973	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252044				CC_BY_4_0		natives			2023-03-07T17:21:41.988Z		COLLECTION_MATCH_FUZZY
686957095	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14ba3fd-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	Tabarre, 3.2 mi SE Francois Duvalier Airport	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.583332	-72.26667							1973-10-28T00:00:00	28	10	1973	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252043				CC_BY_4_0		natives			2023-03-07T17:21:42.372Z		COLLECTION_MATCH_FUZZY
686957094	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14ba1c0-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	ca 7 km SE Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.78139	-72.00275							1966-02-23T00:00:00	23	2	1966	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252042				CC_BY_4_0		natives			2023-03-07T17:21:49.749Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957093	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b9e7f-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	1.6 km SW Trianon	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.72851	-72.15935							1966-02-23T00:00:00	23	2	1966	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252041				CC_BY_4_0		E Cyphale			2023-03-07T17:21:49.828Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957092	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b9c5d-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	btw Caiman and Eaux Gaillees	Ouest	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	19.153	-72.006							1966-02-20T00:00:00	20	2	1966	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252040				CC_BY_4_0		natives			2023-03-07T17:21:49.935Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957091	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b9694-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	5.7 mi S Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.76558	-72.12562							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252039				CC_BY_4_0		DC Leber, RF Klinikowski			2023-03-07T17:21:49.902Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957090	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b947c-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	5.7 mi S Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.76558	-72.12562							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252038				CC_BY_4_0		DC Leber, RF Klinikowski			2023-03-07T17:21:49.828Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957089	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b9265-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252037				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:49.856Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957088	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b9050-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252036				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:42.379Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957087	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b8e33-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252035				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:41.983Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957086	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b8c21-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252034				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:49.848Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957085	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b8a10-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252033				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:49.776Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957084	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b87f4-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252032				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:41.982Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957083	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b85c8-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252031				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:42.560Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957082	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b839f-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252030				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:42.372Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957081	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b818b-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252029				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:49.827Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957080	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b7f76-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	7 mi N Mirebalais	Centre	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	18.92367	-72.05256							1962-07-11T00:00:00	11	7	1962	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252028				CC_BY_4_0		RF Klinikowski			2023-03-07T17:21:42.379Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_FUZZY
686957079	dce00a1f-f6b4-4e11-9771-92c62c40ad80	c14b7d5e-b069-11e3-8cfe-90b11c41863e	Animalia	Chordata	Squamata		Dactyloidae	Anolis	Anolis chlorocyanus		SPECIES	Anolis chlorocyanus Duméril & Bibron, 1837	Anolis chlorocyanus		HT	1 mi SW Le Borgne, W side Riviere du Borgne	Nord	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	19.83972	-72.5442							1966-04-04T00:00:00	4	4	1966	2467283	2467283	PRESERVED_SPECIMEN	KU	KUH	252027				CC_BY_4_0		NA			2023-03-07T17:21:49.935Z		COLLECTION_MATCH_FUZZY
