points,longitude,latitude
1,-80.484878,25.582287
2,-81.214024,29.661891
3,-81.212556,29.662067
4,-156.454,20.8831
7,-157.827,21.2761
8,-157.801,21.2921
9,-158.174,21.4547
10,-156.695,20.9212
11,-157.827,21.4539
12,-157.827,21.4539
13,-159.524,21.915
14,-157.849,21.3056
15,-157.703,21.2721
16,-157.795,21.2591
17,-157.703,21.2721
18,-157.7181558,21.3899172
19,-157.7181558,21.3899172
20,-157.7181558,21.3899172
21,-157.7181558,21.3899172
22,-157.7181558,21.3899172
23,-157.76,21.2869
24,-157.76,21.2869
25,-157.76,21.2869
26,-157.76,21.2869
27,-157.76,21.2869
28,-157.76,21.2869
29,-157.76,21.2869
30,-157.76,21.2869
31,-157.852,21.3105
32,-157.86,21.2981
33,-157.86,21.2981
34,-157.84,21.3271
35,-157.871,21.336
36,-157.964,21.4123
37,-157.87,21.337
38,-157.745,21.3927
39,-157.730156,21.3971167
40,-81.550827,27.469479
41,-157.927,21.3609
42,-157.927,21.3609
43,-157.829,21.2785
44,-157.803,21.4002
45,-157.756,21.3752
46,-157.745,21.3927
47,-82.0998,26.449596
48,-157.927,21.3609
49,-157.927,21.3609
50,-80.610466,25.381428
51,-80.369408,25.175955
52,-157.783,21.2657
53,-157.756,21.3752
54,-157.927,21.3609
55,-157.787,21.4079
56,-157.927,21.3609
57,-157.887,21.5332
58,-159.523,21.9182
59,-157.783,21.2657
60,-157.927,21.3609
61,-157.921,21.3357
62,-157.927,21.3609
63,-157.747,21.3991
64,-157.927,21.3609
65,-157.803,21.4002
66,-80.762535,25.732347
67,-157.927,21.3609
68,-157.747,21.3991
69,-157.927,21.3609
70,-157.927,21.3609
71,-80.273834,25.678816
72,-157.927,21.3609
73,-157.756,21.3752
74,-157.919,21.3324
75,-157.745,21.3927
76,-157.927,21.3609
77,-80.60791,25.38228
78,-159.523,21.9182
79,-157.745,21.3927
80,-81.82338,23.147581
81,-157.803,21.4002
82,-157.743,21.4055
83,-157.927,21.3609
84,-80.273834,25.678816
85,-157.887,21.5332
86,-157.85,21.3016
87,-80.30851,25.738054
88,-78.329727,22.358973
89,-157.927,21.3609
90,-157.811325,21.278893
91,-157.803,21.4002
92,-157.734,21.3959
93,-157.735,21.3928
94,-157.927,21.3609
